1,2,3,4,5,human
-11.512925464970229,-11.512925464970229,-11.512925464970229,-2.822357,-0.07235693000000003,5
-0.06843489999999999,-2.818435,-8.818435,-11.512925464970229,-11.512925464970229,1
-11.512925464970229,-11.512925464970229,-11.14699,-4.5219893,-0.02198946500000001,3
-11.512925464970229,-11.512925464970229,-11.512925464970229,-5.0119147,-0.011914950999999977,5
-11.512925464970229,-11.512925464970229,-11.512925464970229,-4.7695694,-0.019569286999999977,4
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-9.72990600003512e-06,5
-9.549862,-3.049862,-0.7998619,-0.7998619,-3.049862,4
-11.512925464970229,-6.2715,-2.2715,-0.27150023,-2.2715,3
-11.512925464970229,-11.512925464970229,-11.512925464970229,-4.5891056,-0.08910578,5
-4.8379765,-2.7129767,-1.2129767,-1.7129767,-0.96297663,3
-3.5553813,-0.055381265,-3.6803813,-9.305381,-11.512925464970229,2
-9.944358,-4.944358,-2.5693579,-0.5693579299999999,-1.0693579,5
-11.512925464970229,-11.512925464970229,-11.512925464970229,-3.7909844,-0.04098432000000002,5
-3.3598614,-0.35986143000000004,-1.3598614,-4.8598614,-7.1098614,3
-11.512925464970229,-9.729213,-4.3542128,-0.3542125199999999,-1.3542125,4
-11.512925464970229,-11.512925464970229,-11.512925464970229,-6.289899,-0.03989865600000003,4
-10.514759,-2.014759,-0.5147592000000001,-3.014759,-9.889759,4
-0.20580591,-1.7058059,-6.330806,-11.455806,-11.512925464970229,3
-11.512925464970229,-11.512925464970229,-11.512925464970229,-10.881734,-0.006734318600000042,4
-7.535951,-2.7859511,-0.78595126,-1.0359513,-2.5359511,4
-4.021035,-0.021035193000000046,-5.896035,-10.646035,-11.512925464970229,1
-11.512925464970229,-11.512925464970229,-11.512925464970229,-4.3630304,-0.11303025499999998,2
-11.512925464970229,-11.512925464970229,-8.82978,-2.5797799,-0.07977987000000006,5
-11.512925464970229,-11.512925464970229,-11.512925464970229,-5.0133886,-0.013388563000000022,4
-11.512925464970229,-11.512925464970229,-9.136398,-2.6363988,-0.13639870000000007,5
-0.0012321342999999972,-6.751232,-11.512925464970229,-11.512925464970229,-11.512925464970229,3
-3.7999084,-0.049908284000000025,-3.7999084,-6.674908,-11.512925464970229,1
-11.512925464970229,-11.512925464970229,-10.763825,-5.263825,-0.013825076999999965,3
-5.1421447,-1.7671447,-0.6421447,-1.6421447,-2.2671447,3
-8.264698,-3.6396978,-1.1396978,-0.88969785,-2.3896978,5
-11.512925464970229,-11.512925464970229,-11.512925464970229,-4.2707877,-0.02078757599999996,5
-11.512925464970229,-11.512925464970229,-11.310442,-3.3104417,-0.060441837000000005,5
-11.512925464970229,-11.512925464970229,-11.512925464970229,-4.2820625,-0.03206257000000003,5
-11.512925464970229,-11.512925464970229,-11.512925464970229,-8.423808,-0.04880763600000006,5
-11.512925464970229,-11.512925464970229,-11.512925464970229,-7.5024805,-0.002480650599999968,5
-0.025006394999999987,-3.7750063,-9.275006,-11.512925464970229,-11.512925464970229,1
-0.01934096999999995,-4.269341,-11.0193405,-11.512925464970229,-11.512925464970229,1
-11.512925464970229,-11.512925464970229,-8.316369,-0.44136924,-1.1913693,3
-3.857195,-0.10719502000000002,-2.607195,-7.232195,-11.512925464970229,5
