1,2,3,4,5,consistency
-1.7014333,-0.20143333,-10.826433,-11.512925464970229,-11.512925464970229,1.0
-3.303891,-0.8038909,-1.678891,-4.6788907,-10.053891,2.3333333333333335
-11.512925464970229,-8.937661,-3.6876614,-0.0626614539999999,-5.0626616,4.666666666666667
-4.808119,-1.1831186,-1.3081186,-4.308119,-10.433119,5.0
-11.512925464970229,-8.389401,-2.6394014,-0.1394014499999999,-5.2644014,5.0
-8.470467,-4.095467,-0.5954671000000001,-1.3454671,-8.720467,5.0
-11.512925464970229,-11.512925464970229,-7.1708155,-0.42081532,-1.1708153,5.0
-11.512925464970229,-8.604055,-3.2290552,-0.104055114,-7.479055,5.0
-9.066552,-6.3165517,-3.9415517,-0.4415517199999999,-1.4415517,5.0
-11.512925464970229,-8.594282,-2.4692824,-0.2192823699999999,-5.844282,5.0
-11.512925464970229,-11.512925464970229,-8.084916,-0.2099156999999999,-1.7099156,5.0
-11.512925464970229,-11.512925464970229,-6.027163,-0.1521630399999999,-2.152163,4.666666666666667
-11.512925464970229,-11.512925464970229,-8.54522,-0.0452204349999999,-3.2952204,5.0
-7.9817934,-4.6067934,-1.2317934,-0.73179334,-6.9817934,5.0
-1.9102448,-0.16024484,-10.785245,-11.512925464970229,-11.512925464970229,1.3333333333333333
-11.512925464970229,-10.038339,-4.2883387,-0.0383385529999999,-5.9133387,5.0
-1.2637635,-1.3887635,-4.2637634,-7.6387634,-11.512925464970229,1.3333333333333333
-11.512925464970229,-11.512925464970229,-6.7220683,-0.09706848,-2.5970685,5.0
-9.128646,-5.2536464,-1.3786464,-0.3786462999999999,-7.1286464,5.0
-7.1470294,-3.0220294,-0.5220293,-2.0220294,-8.772029,4.333333333333333
-11.512925464970229,-8.506851,-2.6318507,-0.1318508199999999,-6.1318507,5.0
-10.707262,-6.457262,-1.9572618,-0.2072618499999999,-6.082262,5.0
-11.512925464970229,-11.512925464970229,-9.449367,-1.3243669,-0.3243669599999999,5.0
