1,2,3,4,5,avg
-11.512925464970229,-5.8816543,-0.13165427999999996,-2.1316543,-11.512925464970229,4.666666666666667
-10.826297,-0.8262967,-0.5762967,-8.576297,-11.512925464970229,3.6666666666666665
-7.7054453,-0.5804453500000001,-0.83044535,-8.205445,-11.512925464970229,4.666666666666667
-0.10025443999999999,-2.3502545,-10.475254,-11.512925464970229,-11.512925464970229,4.666666666666667
-0.10028257999999995,-2.3502827,-9.600283,-11.512925464970229,-11.512925464970229,3.0
-11.512925464970229,-11.512925464970229,-6.0088577,-0.008857894000000048,-5.2588577,4.333333333333333
-11.512925464970229,-11.512925464970229,-2.8207293,-0.07072932999999999,-7.3207293,4.333333333333333
-11.512925464970229,-11.512925464970229,-3.7768054,-0.02680539900000004,-6.7768054,4.666666666666667
-11.512925464970229,-6.079579,-0.20457899999999996,-1.704579,-10.454579,4.666666666666667
-11.512925464970229,-4.29655,-0.046549941999999976,-3.54655,-11.512925464970229,4.333333333333333
-11.512925464970229,-11.512925464970229,-3.7742867,-0.024286784000000023,-8.274287,4.333333333333333
-11.512925464970229,-9.2946,-0.04459963699999999,-3.2945995,-11.512925464970229,4.0
-11.512925464970229,-11.512925464970229,-6.26382,-0.013820035999999977,-5.26382,4.0
-11.512925464970229,-4.780585,-0.030584659999999948,-4.030585,-11.512925464970229,4.0
-11.512925464970229,-5.2597747,-0.009774505999999954,-5.5097747,-11.512925464970229,4.666666666666667
-7.0038714,-0.25387152999999996,-1.5038716,-9.003872,-11.512925464970229,3.0
-3.5902908,-0.09029090000000002,-2.8402908,-10.465291,-11.512925464970229,4.333333333333333
-0.018152866999999955,-4.0181527,-11.512925464970229,-11.512925464970229,-11.512925464970229,4.333333333333333
-0.048603729999999956,-3.0486038,-11.048604,-11.512925464970229,-11.512925464970229,2.6666666666666665
-6.129019,-0.004018922300000052,-6.504019,-11.512925464970229,-11.512925464970229,4.0
-6.2606244,-0.010624242000000032,-4.7606244,-11.512925464970229,-11.512925464970229,4.666666666666667
-9.062101,-0.062101349999999986,-2.8121014,-11.312101,-11.512925464970229,4.0
-10.975332,-0.47533202000000013,-0.975332,-10.225332,-11.512925464970229,4.0
-11.512925464970229,-10.51776,-0.39275991999999993,-1.1427599,-11.512925464970229,4.333333333333333
-11.512925464970229,-3.289341,-0.03934099500000003,-6.789341,-11.512925464970229,5.0
-11.512925464970229,-3.7746615,-0.024661594999999988,-6.6496615,-11.512925464970229,4.666666666666667
-11.512925464970229,-8.035671,-0.16067170000000006,-1.9106717,-11.512925464970229,4.333333333333333
-11.512925464970229,-2.3507874,-0.10078733400000005,-8.350787,-11.512925464970229,4.333333333333333
-11.512925464970229,-4.761803,-0.011803155000000032,-6.136803,-11.512925464970229,3.6666666666666665
-2.129188,-0.12918816999999996,-6.254188,-11.512925464970229,-11.512925464970229,2.3333333333333335
-10.214418,-0.5894181,-0.8394181,-8.089418,-11.512925464970229,4.0
-5.257355,-0.007355305400000015,-6.257355,-11.512925464970229,-11.512925464970229,3.6666666666666665
-2.577685999980972e-06,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,2.6666666666666665
-11.512925464970229,-0.9796442,-0.47964414999999994,-7.1046443,-11.512925464970229,3.0
-7.773681,-0.023681224999999972,-3.7736812,-11.512925464970229,-11.512925464970229,3.3333333333333335
-8.402139,-0.027139109999999977,-3.6521392,-11.512925464970229,-11.512925464970229,3.3333333333333335
-2.5803041,-0.08030421000000001,-6.580304,-11.512925464970229,-11.512925464970229,3.3333333333333335
-1.7133635,-0.21336357,-4.4633636,-11.512925464970229,-11.512925464970229,4.666666666666667
-11.438632,-0.31363168,-1.3136317,-9.438632,-11.512925464970229,3.6666666666666665
-8.377389,-0.12738937000000003,-2.1273894,-9.877389,-11.512925464970229,3.3333333333333335
-11.512925464970229,-3.049819,-0.049819029999999966,-7.674819,-11.512925464970229,3.3333333333333335
-11.512925464970229,-2.3520646,-0.10206464999999997,-9.102065,-11.512925464970229,3.6666666666666665
-11.512925464970229,-6.8514543,-0.10145447399999996,-2.6014545,-11.512925464970229,3.6666666666666665
-11.512925464970229,-2.5830503,-0.08305017999999995,-5.8330503,-11.512925464970229,3.3333333333333335
-11.512925464970229,-2.5803568,-0.08035678999999994,-6.7053566,-11.512925464970229,4.333333333333333
-0.47444394,-0.9744439,-9.224444,-11.512925464970229,-11.512925464970229,4.0
-5.397867,-0.02286711000000003,-4.022867,-11.512925464970229,-11.512925464970229,3.6666666666666665
-11.512925464970229,-7.2458963,-1.4958962,-0.49589619999999995,-1.9958962,4.666666666666667
-11.512925464970229,-1.1383481,-0.38834804,-6.638348,-11.512925464970229,4.666666666666667
-11.512925464970229,-9.3274765,-1.7024765,-0.20247649000000006,-8.9524765,4.333333333333333
-11.512925464970229,-7.634129,-1.759129,-0.5091291,-1.509129,4.666666666666667
-11.512925464970229,-2.5999246,-0.09992451000000001,-4.3499246,-9.474924,4.666666666666667
-11.512925464970229,-8.912875,-3.0378752,-0.5378753,-1.0378753,4.666666666666667
-11.512925464970229,-11.512925464970229,-3.293607,-0.04360695000000002,-6.4186068,4.333333333333333
-11.512925464970229,-2.5999246,-0.09992451000000001,-4.3499246,-9.474924,4.666666666666667
-11.512925464970229,-2.3623354,-0.11233552499999998,-5.1123357,-11.512925464970229,5.0
-11.512925464970229,-10.576792,-0.20179152000000006,-1.7017915,-11.512925464970229,4.0
-5.8920894,-0.01708913400000004,-4.2670894,-11.512925464970229,-11.512925464970229,3.6666666666666665
-1.3164808,-0.31648075999999997,-6.3164806,-11.512925464970229,-11.512925464970229,4.333333333333333
-1.640531000002694e-05,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3.6666666666666665
-1.3856492999692381e-06,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4.666666666666667
-11.512925464970229,-0.5774495,-0.8274495,-8.20245,-11.512925464970229,3.6666666666666665
-11.512925464970229,-3.2895222,-0.03952218199999997,-7.414522,-11.512925464970229,4.0
-7.386728,-0.01172763499999995,-4.511728,-11.512925464970229,-11.512925464970229,3.0
-4.760938,-0.010938166000000044,-6.135938,-11.512925464970229,-11.512925464970229,3.3333333333333335
-11.512925464970229,-4.0217285,-0.021728568000000024,-6.7717285,-11.512925464970229,3.3333333333333335
-2.1340084,-0.13400832000000004,-5.1340084,-11.512925464970229,-11.512925464970229,4.333333333333333
-8.064443,-0.31444274999999994,-1.3144428,-8.189443,-11.512925464970229,4.666666666666667
-10.828984,-0.8289844,-0.5789844,-9.453984,-11.512925464970229,3.6666666666666665
-5.5060043,-0.006004163500000048,-6.5060043,-11.512925464970229,-11.512925464970229,3.6666666666666665
-11.512925464970229,-11.512925464970229,-2.8306124,-0.08061231000000003,-6.455612,4.0
-5.4094033,-0.03440328699999997,-3.5344033,-11.159403,-11.512925464970229,3.0
-0.34189393999999995,-1.3418939,-3.591894,-10.591894,-11.512925464970229,4.333333333333333
-0.04862267500000004,-3.0486226,-11.512925464970229,-11.512925464970229,-11.512925464970229,3.3333333333333335
-0.001930062899999974,-6.25193,-11.512925464970229,-11.512925464970229,-11.512925464970229,4.333333333333333
-11.512925464970229,-3.4075775,-0.15757745999999997,-3.1575775,-10.7825775,5.0
-11.512925464970229,-1.9482683,-0.19826828000000002,-5.1982684,-11.512925464970229,4.0
-3.385043,-0.13504294999999997,-2.385043,-9.260043,-11.512925464970229,4.666666666666667
-11.512925464970229,-2.139439,-0.13943899000000007,-5.889439,-11.512925464970229,4.0
-11.512925464970229,-11.420429,-0.920429,-0.6704289999999999,-6.670429,4.666666666666667
-11.512925464970229,-4.838568,-0.3385684199999999,-1.3385684,-8.088569,4.0
-11.512925464970229,-3.0611806,-0.06118060299999996,-4.5611806,-11.512925464970229,4.333333333333333
-11.512925464970229,-3.8612585,-0.11125852000000006,-2.8612585,-10.2362585,4.666666666666667
-10.378484,-0.12848370999999995,-2.1284838,-10.628484,-11.512925464970229,4.333333333333333
-5.8356338,-0.08563377999999996,-2.5856338,-9.960634,-11.512925464970229,4.666666666666667
-4.761626,-0.011625607499999956,-5.886626,-11.512925464970229,-11.512925464970229,2.6666666666666665
-6.391998,-0.016997956000000047,-4.266998,-11.512925464970229,-11.512925464970229,4.666666666666667
-2.1829634,-0.18296328,-2.9329634,-9.057963,-10.307963,4.666666666666667
-0.97415656,-0.47415656,-9.724156,-11.512925464970229,-11.512925464970229,2.0
-11.512925464970229,-1.7924073,-0.29240724,-4.792407,-11.512925464970229,3.6666666666666665
-8.601281,-0.47628107999999997,-0.9762810500000001,-6.226281,-10.101281,4.666666666666667
-11.512925464970229,-10.7251215,-0.97512174,-0.47512177,-9.3501215,3.6666666666666665
-1.3532884,-0.3532884,-3.3532884,-9.478289,-11.228289,4.666666666666667
-11.512925464970229,-2.1675367,-0.16753661999999997,-3.9175367,-11.167537,4.333333333333333
