1,2,3,4,5,relevance
-0.06259012,-4.06259,-8.31259,-11.512925464970229,-11.512925464970229,1.6666666666666667
-2.8969188,-0.27191886,-2.0219188,-7.146919,-11.512925464970229,1.6666666666666667
-8.2436,-2.1186,-0.4935998,-2.3686,-10.2436,2.3333333333333335
-11.512925464970229,-0.0297519969999999,-3.529752,-11.512925464970229,-11.512925464970229,3.3333333333333335
-8.851762,-2.9767618,-0.2267618899999999,-4.101762,-11.476762,3.0
-4.798761,-0.42376077,-1.2987608,-5.423761,-11.512925464970229,1.6666666666666667
-11.512925464970229,-7.8071003,-2.1821003,-0.1821002999999999,-9.1821,4.666666666666667
-11.512925464970229,-9.788491,-4.0384912,-0.038491014,-7.6634912,4.333333333333333
-0.2049337299999999,-2.3299336,-6.3299336,-9.704934,-11.512925464970229,2.6666666666666665
-11.512925464970229,-6.393906,-0.76890606,-0.76890606,-10.393906,4.333333333333333
-11.512925464970229,-11.512925464970229,-6.016094,-0.016094316,-7.141094,4.333333333333333
-11.512925464970229,-6.297462,-2.1724622,-0.17246218,-7.922462,3.0
-11.512925464970229,-11.512925464970229,-8.881957,-0.0069572579999999,-6.381957,4.666666666666667
-4.4453845,-0.1953845799999999,-1.9453846,-6.9453845,-11.512925464970229,2.3333333333333335
-1.171768,-0.54676795,-4.546768,-9.046768,-11.512925464970229,1.6666666666666667
-11.512925464970229,-5.3126836,-0.43768346,-1.1876835,-11.312683,4.333333333333333
-2.3502085,-0.1002084999999999,-11.512925464970229,-11.512925464970229,-11.512925464970229,2.3333333333333335
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4.666666666666667
-8.136237,-3.1362374,-0.38623744,-2.0112374,-10.886237,3.6666666666666665
-5.7990084,-0.2990086,-1.6740086,-7.0490084,-11.512925464970229,3.3333333333333335
-5.0476375,-1.0476375,-1.9226375,-6.0476375,-11.512925464970229,3.6666666666666665
-4.052058,-0.552058,-2.052058,-5.927058,-11.512925464970229,3.6666666666666665
-11.512925464970229,-4.2448187,-0.49481875,-2.1198187,-10.744819,4.333333333333333
-3.2981992,-1.4231993,-4.298199,-7.173199,-11.512925464970229,3.6666666666666665
-0.0190645079999999,-4.8940644,-9.019065,-11.512925464970229,-11.512925464970229,2.0
-7.9427633,-2.067763,-0.44276318,-3.567763,-10.692763,4.666666666666667
-3.60329,-0.35329008,-2.60329,-6.47829,-11.512925464970229,3.3333333333333335
-11.512925464970229,-8.281382,-2.4063814,-0.15638137,-8.531382,4.333333333333333
-9.600379,-2.9753795,-0.47537944,-1.4753795,-9.600379,4.666666666666667
-1.0480802,-1.4230802,-5.2980804,-8.92308,-11.512925464970229,2.6666666666666665
-6.7511945,-0.0011945136,-10.626195,-11.512925464970229,-11.512925464970229,2.0
-9.027268,-1.7772688,-0.27726874,-4.152269,-11.512925464970229,4.0
-6.3285875,-0.9535877,-0.9535877,-4.3285875,-11.512925464970229,4.0
-11.512925464970229,-11.512925464970229,-5.529961,-0.0299610659999999,-7.154961,4.0
-11.512925464970229,-11.512925464970229,-8.643451,-0.018451104,-5.018451,4.0
-11.512925464970229,-7.54441,-0.91941017,-0.66941017,-9.54441,3.3333333333333335
-11.512925464970229,-8.481,-2.9809995,-0.10599958,-7.3559995,3.3333333333333335
-11.512925464970229,-8.520869,-2.2708695,-0.1458695,-9.520869,4.0
-11.512925464970229,-11.512925464970229,-8.30507,-0.0550696999999999,-5.55507,4.666666666666667
-11.512925464970229,-11.159365,-4.534364,-0.034364354,-7.034364,4.666666666666667
-7.8279085,-1.0779084,-0.5779084000000001,-4.5779085,-11.512925464970229,4.0
-11.512925464970229,-5.880602,-0.0056019034,-5.880602,-11.512925464970229,4.666666666666667
-11.512925464970229,-11.512925464970229,-7.261559,-0.011558912,-6.011559,3.6666666666666665
-11.512925464970229,-11.512925464970229,-6.8900857,-0.0150856879999999,-5.7650857,3.6666666666666665
-11.512925464970229,-5.5234933,-0.6484933500000001,-1.1484933,-10.523494,4.333333333333333
-11.512925464970229,-2.929999,-0.0549990719999999,-9.054999,-11.512925464970229,1.6666666666666667
-11.512925464970229,-11.512925464970229,-3.9084096,-0.0334094899999999,-9.158409,4.333333333333333
-11.512925464970229,-6.949123,-1.8241229,-0.5741228499999999,-9.699122,3.6666666666666665
-2.1132498,-0.7382499,-4.11325,-7.86325,-11.512925464970229,2.0
-3.3440363,-0.3440362999999999,-2.9690363,-7.344036,-11.512925464970229,3.0
-11.512925464970229,-6.938929,-0.938929,-0.938929,-10.688929,2.6666666666666665
-5.745477,-1.2454772,-1.1204772,-4.870477,-11.512925464970229,3.3333333333333335
-2.4046621,-0.77966225,-3.2796621,-6.529662,-11.512925464970229,3.0
-4.081365,-0.4563649599999999,-2.7063649,-7.331365,-11.512925464970229,3.6666666666666665
-6.427091,-1.1770909,-0.92709094,-4.177091,-11.512925464970229,4.0
-11.512925464970229,-1.3133321,-0.31333202,-9.563332,-11.512925464970229,4.666666666666667
-8.525998,-2.7759979,-1.5259979,-0.7759979,-7.775998,4.333333333333333
-11.512925464970229,-0.25192946,-1.5019295,-11.512925464970229,-11.512925464970229,3.3333333333333335
-11.512925464970229,-5.2571526,-0.007152342,-6.2571526,-11.512925464970229,4.0
-11.00429,-3.6292894,-0.1292894599999999,-2.7542894,-11.512925464970229,3.3333333333333335
-11.512925464970229,-11.512925464970229,-6.3846693,-0.009669202,-8.759669,3.0
-6.849835,-0.72483504,-0.97483504,-4.599835,-11.474835,3.0
-1.0248096,-0.7748096,-3.5248096,-7.27481,-11.512925464970229,2.6666666666666665
-11.512925464970229,-3.529823,-0.0298231669999999,-9.529823,-11.512925464970229,3.0
-0.8523491,-0.8523491,-5.1023493,-8.852349,-11.512925464970229,1.6666666666666667
-8.174265,-1.9242647,-0.2992646699999999,-4.174265,-11.512925464970229,3.6666666666666665
