1,2,3,4,5,avg
-11.512925464970229,-8.563555,-1.313555,-0.31355500000000003,-9.188555,4.0
-11.512925464970229,-4.0320616,-0.03206141699999999,-4.2820616,-11.512925464970229,3.6666666666666665
-11.512925464970229,-2.351954,-0.10195409999999998,-6.351954,-11.512925464970229,3.3333333333333335
-0.07890532,-2.5789053,-11.078905,-11.512925464970229,-11.512925464970229,1.3333333333333333
-0.038057560000000004,-3.2880576,-11.038057,-11.512925464970229,-11.512925464970229,1.6666666666666667
-11.512925464970229,-11.512925464970229,-10.451442,-0.20144217999999997,-1.7014422,3.6666666666666665
-11.512925464970229,-11.512925464970229,-7.327071,-0.20207119000000004,-1.7020712,4.0
-11.512925464970229,-11.512925464970229,-10.451443,-1.7014422,-0.20144228999999994,4.333333333333333
-11.512925464970229,-9.201629,-1.7016288,-0.20162880000000002,-9.076629,3.6666666666666665
-11.512925464970229,-8.26218,-1.1371807,-0.38718066000000007,-9.88718,3.6666666666666665
-11.512925464970229,-11.512925464970229,-8.389391,-0.014390794000000042,-4.264391,4.333333333333333
-11.512925464970229,-11.512925464970229,-5.6291513,-0.004151291700000047,-7.5041513,4.333333333333333
-11.512925464970229,-11.512925464970229,-11.450951,-0.5759501999999999,-0.8259502,4.666666666666667
-11.512925464970229,-11.062063,-2.8120632,-0.06206325399999996,-9.437063,3.6666666666666665
-11.512925464970229,-7.7014704,-0.82647055,-0.5764705500000001,-9.45147,4.666666666666667
-11.510489,-3.3854892,-0.13548924000000004,-2.3854892,-7.1354895,4.666666666666667
-9.576176,-0.5761759999999999,-0.826176,-8.701176,-11.512925464970229,3.6666666666666665
-0.0024763737000000003,-6.002476,-11.512925464970229,-11.512925464970229,-11.512925464970229,3.0
-0.25206899999999993,-1.502069,-8.877069,-11.512925464970229,-11.512925464970229,1.6666666666666667
-9.538126,-0.03812640999999995,-3.2881265,-11.288126,-11.512925464970229,3.3333333333333335
-11.194401,-0.69440085,-0.69440085,-6.694401,-11.512925464970229,3.3333333333333335
-11.512925464970229,-2.1310015,-0.13100137000000006,-5.5060015,-11.512925464970229,4.333333333333333
-11.512925464970229,-5.7828364,-0.032836450000000024,-3.5328364,-11.512925464970229,4.333333333333333
-11.512925464970229,-11.512925464970229,-7.687426,-0.06242629499999997,-2.8124263,4.333333333333333
-11.512925464970229,-11.512925464970229,-4.2645903,-0.014590282999999982,-7.7645903,4.333333333333333
-11.512925464970229,-4.806797,-0.05679721399999998,-3.0567973,-11.512925464970229,4.0
-11.512925464970229,-11.512925464970229,-7.910592,-0.16059220999999999,-1.9105922,4.333333333333333
-11.512925464970229,-6.6282625,-0.25326252000000005,-1.5032625,-11.5032625,4.333333333333333
-11.512925464970229,-5.8149576,-0.06495764,-2.8149576,-11.512925464970229,4.0
-3.5328367,-0.032836563999999985,-5.7828364,-11.512925464970229,-11.512925464970229,4.333333333333333
-4.7816753,-0.03167517499999995,-3.781675,-11.512925464970229,-11.512925464970229,3.3333333333333335
-2.5794692,-0.07946910000000001,-7.454469,-11.512925464970229,-11.512925464970229,2.6666666666666665
-7.941850499986128e-06,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1.0
-11.512925464970229,-2.3630304,-0.11303046999999994,-4.3630304,-11.512925464970229,3.0
-10.035374,-0.16037390999999998,-1.9103739,-9.160374,-11.512925464970229,3.0
-10.451476,-0.20147581000000006,-1.7014759,-10.326476,-11.512925464970229,3.3333333333333335
-1.1374906,-0.38749065999999993,-7.3874907,-11.512925464970229,-11.512925464970229,2.0
-0.25213245,-1.5021324,-8.502132,-11.512925464970229,-11.512925464970229,3.0
-8.877228,-0.25222786999999997,-1.5022279,-8.752228,-11.512925464970229,2.6666666666666665
-6.539509,-0.03950865200000004,-3.2895086,-10.789509,-11.512925464970229,2.3333333333333335
-11.512925464970229,-4.0232906,-0.023290664000000034,-5.2732906,-11.512925464970229,3.3333333333333335
-10.761944,-0.38694352000000004,-1.1369436,-9.886944,-11.512925464970229,3.0
-11.512925464970229,-11.512925464970229,-7.752358,-0.12735809999999997,-2.1273582,4.333333333333333
-11.512925464970229,-3.5667276,-0.06672760999999999,-3.3167276,-10.441728,4.666666666666667
-11.512925464970229,-4.55913,-0.05912998299999995,-3.05913,-11.05913,3.6666666666666665
-1.5030977,-0.25309768000000005,-6.7530975,-11.512925464970229,-11.512925464970229,3.3333333333333335
-6.205957,-0.08095679999999994,-2.5809567,-9.955956,-11.512925464970229,3.3333333333333335
-11.512925464970229,-11.512925464970229,-11.512925464970229,-5.2552366,-0.005236718000000049,3.3333333333333335
-11.512925464970229,-6.5131516,-1.5131514,-0.26315144,-4.6381516,3.3333333333333335
-11.512925464970229,-11.512925464970229,-11.413053,-3.2880526,-0.038052514,4.333333333333333
-11.512925464970229,-11.512925464970229,-11.512925464970229,-5.255236,-0.0052363607000000464,3.3333333333333335
-11.512925464970229,-10.21122,-4.5862203,-0.5862202600000002,-0.83622026,3.3333333333333335
-11.512925464970229,-11.512925464970229,-11.512925464970229,-5.0067215,-0.006721536000000025,3.3333333333333335
-11.512925464970229,-11.512925464970229,-11.512925464970229,-5.753178,-0.003178190699999998,4.0
-11.512925464970229,-5.401035,-1.1510348,-0.40103479999999997,-4.651035,3.3333333333333335
-11.512925464970229,-9.896563,-4.646563,-0.39656283999999997,-1.1465628,3.0
-11.512925464970229,-11.512925464970229,-5.2556624,-0.005662240999999979,-7.7556624,4.0
-11.512925464970229,-0.9743191599999999,-0.47431915999999996,-8.349319,-11.512925464970229,4.0
-1.7032009,-0.20320098,-6.328201,-11.512925464970229,-11.512925464970229,3.0
-3.1281633002760384e-07,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1.0
-1.504852999963726e-06,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1.0
-11.512925464970229,-2.1321533,-0.13215325999999994,-5.257153,-11.512925464970229,3.6666666666666665
-11.512925464970229,-4.529001,-0.02900131000000003,-4.029001,-11.512925464970229,3.3333333333333335
-7.538582,-0.03858163199999997,-3.2885816,-11.512925464970229,-11.512925464970229,3.6666666666666665
-4.7652745,-0.01527460099999995,-5.0152745,-11.512925464970229,-11.512925464970229,3.6666666666666665
-11.512925464970229,-6.9379396,-0.06293964400000006,-2.8129396,-11.512925464970229,3.6666666666666665
-6.5395,-0.03950029600000003,-3.2895002,-11.2895,-11.512925464970229,4.333333333333333
-11.512925464970229,-1.5038563,-0.25385627000000005,-6.253856,-11.512925464970229,4.0
-11.512925464970229,-2.128433,-0.12843307999999995,-6.503433,-11.512925464970229,3.3333333333333335
-8.04892,-0.048919465000000044,-3.0489194,-11.29892,-11.512925464970229,3.3333333333333335
-11.512925464970229,-11.512925464970229,-11.512925464970229,-8.625179,-0.000179703329999955,5.0
-9.208092,-3.208092,-0.20809196,-1.958092,-5.0830917,5.0
-3.2887642,-9.788764,-7.413764,-9.663764,-0.038764220000000044,5.0
-0.003177952300000021,-5.753178,-11.512925464970229,-11.512925464970229,-11.512925464970229,2.6666666666666665
-7.941850499986128e-06,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1.0
-11.512925464970229,-11.293094,-5.293093,-0.04309327999999998,-3.2930932,4.333333333333333
-11.512925464970229,-8.69052,-2.8155203,-0.06552017499999999,-5.6905203,4.0
-5.954595,-0.20459511999999996,-1.7045951,-7.454595,-11.512925464970229,3.6666666666666665
-11.512925464970229,-6.445322,-0.6953218,-0.6953218,-7.445322,4.0
-11.512925464970229,-11.512925464970229,-6.0509467,-0.05094655000000004,-3.0509465,4.333333333333333
-11.512925464970229,-8.67385,-4.5488505,-0.048850324000000056,-3.2988503,4.333333333333333
-11.512925464970229,-9.815939,-4.065939,-0.06593910599999996,-3.0659392,4.333333333333333
-11.512925464970229,-11.512925464970229,-5.4413204,-0.06632061,-2.8163207,4.333333333333333
-10.326485,-0.57648504,-0.82648504,-7.576485,-11.512925464970229,3.3333333333333335
-7.3899417,-0.38994170000000006,-1.1399417,-6.0149417,-11.512925464970229,4.0
-7.077405,-0.20240501999999994,-1.702405,-8.827405,-11.512925464970229,3.6666666666666665
-6.051008,-0.051008402999999994,-3.0510085,-9.801008,-11.512925464970229,3.3333333333333335
-3.0659223,-0.06592225999999997,-4.0659223,-10.190922,-11.512925464970229,4.0
-0.01416551099999995,-4.2641654,-11.512925464970229,-11.512925464970229,-11.512925464970229,1.3333333333333333
-11.512925464970229,-9.578303,-6.0783033,-0.5783036,-0.8283036,3.6666666666666665
-11.512925464970229,-4.137159,-0.63715875,-0.88715875,-3.1371589,3.3333333333333335
-11.512925464970229,-11.512925464970229,-9.688324,-1.3133239,-0.31332382999999997,4.333333333333333
-2.8705978,-0.12059795999999995,-2.8705978,-8.245598,-10.995598,3.6666666666666665
-11.512925464970229,-8.576752,-4.326751,-0.32675144000000006,-1.3267515,4.333333333333333
-11.512925464970229,-11.047319,-4.4223194,-0.17231940999999995,-1.9223194,3.6666666666666665
-11.512925464970229,-2.1977005,-0.19770057000000002,-2.6977005,-6.9477005,4.0
-11.512925464970229,-11.512925464970229,-5.455702,-0.20570168000000003,-1.7057017,3.6666666666666665
-11.512925464970229,-11.512925464970229,-3.054992,-0.05499185199999995,-5.0549917,4.0
-11.512925464970229,-11.394335,-4.2693353,-0.01933523999999997,-5.2693353,4.0
-5.5524855,-0.052485310000000035,-3.0524852,-11.302485,-11.512925464970229,4.0
-11.512925464970229,-2.5797334,-0.07973332000000001,-7.0797334,-11.512925464970229,3.6666666666666665
-0.001033641899999991,-6.876034,-11.512925464970229,-11.512925464970229,-11.512925464970229,2.0
-0.0031786637999999608,-5.7531786,-11.512925464970229,-11.512925464970229,-11.512925464970229,1.6666666666666667
-11.512925464970229,-11.187501,-2.8125014,-0.06250131999999996,-7.5625014,3.6666666666666665
-11.512925464970229,-7.6300845,-3.5050845,-0.5050844,-1.0050844,3.6666666666666665
-11.512925464970229,-6.0205817,-0.020581711000000006,-4.0205817,-11.512925464970229,3.6666666666666665
-11.512925464970229,-1.9152821,-0.16528213,-5.2902822,-11.512925464970229,3.3333333333333335
-11.512925464970229,-4.905679,-0.03067900000000003,-3.780679,-11.512925464970229,3.6666666666666665
-11.512925464970229,-11.512925464970229,-9.252024,-0.12702417,-2.1270242,4.333333333333333
-11.512925464970229,-8.224386,-0.4743864,-0.9743863999999999,-10.099386,4.0
-11.512925464970229,-11.512925464970229,-6.753643,-0.0036430724000000143,-6.003643,4.0
-11.512925464970229,-6.9761434,-0.10114314999999999,-2.3511431,-11.512925464970229,3.3333333333333335
-9.438533,-0.31353313,-1.3135331,-8.563533,-11.512925464970229,3.6666666666666665
-9.070529,-1.320529,-0.32052891999999994,-4.945529,-11.445529,4.0
-0.47422086999999996,-0.9742209,-8.849221,-11.512925464970229,-11.512925464970229,3.3333333333333335
-3.774389,-0.024389045000000047,-6.7743893,-11.512925464970229,-11.512925464970229,2.3333333333333335
-6.70427300036294e-07,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1.0
-11.512925464970229,-9.705755,-1.7057554,-0.20575534999999995,-5.455755,4.0
-0.6938992,-0.6938992,-7.193899,-11.512925464970229,-11.512925464970229,4.0
-5.1687593,-0.04375940999999996,-3.2937593,-11.512925464970229,-11.512925464970229,3.3333333333333335
-1.7028061,-0.20280608999999997,-6.577806,-11.512925464970229,-11.512925464970229,3.6666666666666665
-8.944243,-0.6942434,-0.6942434,-6.9442434,-11.512925464970229,4.0
-11.512925464970229,-3.2930808,-0.04308083300000003,-5.293081,-11.512925464970229,4.333333333333333
-11.512925464970229,-1.3138562,-0.3138561999999999,-7.438856,-11.512925464970229,4.0
-11.512925464970229,-3.0567966,-0.05679664800000001,-4.8067966,-11.512925464970229,4.666666666666667
-7.1743603,-0.04936048999999995,-3.0493605,-11.512925464970229,-11.512925464970229,3.0
-11.512925464970229,-4.01894,-0.01894005199999998,-7.14394,-11.512925464970229,4.666666666666667
