low,up,y_test
4.763926418872235,5.0,5.0
4.746526317640909,5.0,5.0
1.7533330025020928,5.0,1.6666666
4.493761173785699,5.0,5.0
4.797259768100141,5.0,5.0
1.9404597697667558,5.0,4.3333335
2.0647906700606944,5.0,5.0
4.430427810252678,5.0,5.0
2.1533611994967945,5.0,5.0
4.797259768100141,5.0,5.0
4.511161275017025,5.0,5.0
1.0,5.0,1.0
4.460427824557793,5.0,5.0
2.1240660318535727,5.0,5.0
4.479228945935316,5.0,5.0
4.767964600456918,5.0,5.0
1.9404597697667558,5.0,5.0
4.430427810252678,5.0,4.6666665
4.463761159480584,5.0,4.6666665
1.7870985702699609,4.666675361524799,5.0
4.4818661073738015,5.0,5.0
2.1259983466301655,5.0,5.0
4.451866093068687,5.0,5.0
4.797259768100141,5.0,5.0
4.797259768100141,5.0,5.0
4.767964600456918,5.0,5.0
4.430427810252678,5.0,5.0
1.142926646955031,5.0,2.6666667
1.7870985702699609,4.666675361524799,4.6666665
4.493761173785699,5.0,5.0
2.3866945248828415,5.0,5.0
2.337893389200204,5.0,5.0
1.0,5.0,4.3333335
1.9404597697667558,5.0,5.0
2.1533611994967945,5.0,5.0
4.511161275017025,5.0,5.0
2.1240660318535727,5.0,5.0
1.0,5.0,5.0
4.797259768100141,5.0,5.0
2.1533611994967945,5.0,5.0
4.5151994566017075,5.0,5.0
4.451866093068687,5.0,5.0
4.767964600456918,5.0,5.0
2.0,4.666675361524799,5.0
1.0,5.0,5.0
4.430427810252678,5.0,4.6666665
4.511161275017025,5.0,5.0
4.746526317640909,5.0,5.0
4.761994104095641,5.0,5.0
4.493761173785699,5.0,5.0
2.337893389200204,5.0,5.0
4.430427810252678,5.0,5.0
4.451866093068687,5.0,5.0
2.1533611994967945,5.0,5.0
4.4818661073738015,5.0,5.0
4.449933778292093,5.0,5.0
1.8270240045862245,4.666675361524799,4.6666665
4.451866093068687,5.0,5.0
2.1533611994967945,5.0,5.0
4.479228945935316,5.0,5.0
1.9404597697667558,5.0,4.6666665
2.1533611994967945,5.0,4.6666665
2.1259983466301655,5.0,5.0
4.032994190819229,5.0,5.0
4.767964600456918,5.0,2.6666667
4.430427810252678,5.0,5.0
4.463761159480584,5.0,5.0
4.451866093068687,5.0,5.0
1.0,5.0,1.6666666
2.0,4.666675361524799,5.0
2.1240660318535727,5.0,4.3333335
4.5151994566017075,5.0,5.0
2.1240660318535727,5.0,5.0
4.767964600456918,5.0,5.0
4.4818661073738015,5.0,5.0
1.7870985702699609,4.666675361524799,4.0
1.0,4.666675361524799,2.0
4.797259768100141,5.0,5.0
1.9404597697667558,5.0,5.0
4.746526317640909,5.0,5.0
4.463761159480584,5.0,5.0
2.1240660318535727,5.0,5.0
4.767964600456918,5.0,5.0
4.5151994566017075,5.0,5.0
1.7870985702699609,5.0,3.6666667
4.430427810252678,5.0,5.0
4.5151994566017075,5.0,5.0
2.3573993572396197,5.0,5.0
1.0,5.0,5.0
1.0,5.0,1.6666666
1.0,5.0,5.0
1.7870985702699609,4.666675361524799,2.6666667
4.544494624244931,5.0,5.0
4.511161275017025,5.0,5.0
4.511161275017025,5.0,5.0
1.7870985702699609,4.666675361524799,4.3333335
1.7870985702699609,5.0,5.0
4.746526317640909,5.0,5.0
4.736340345407782,5.0,5.0
4.430427810252678,5.0,5.0
4.763926418872235,5.0,5.0
2.1533611994967945,5.0,5.0
4.4818661073738015,5.0,5.0
4.767964600456918,5.0,5.0
2.1533611994967945,5.0,4.6666665
2.1240660318535727,5.0,5.0
1.0,4.666675361524799,2.0
2.1533611994967945,5.0,5.0
4.430427810252678,5.0,5.0
4.479228945935316,5.0,5.0
1.7533330025020928,5.0,1.6666666
4.5151994566017075,5.0,5.0
4.797259768100141,5.0,5.0
4.767964600456918,5.0,4.6666665
4.746526317640909,5.0,5.0
2.1533611994967945,5.0,5.0
1.0,5.0,3.6666667
1.0,5.0,5.0
1.0,5.0,4.6666665
4.5151994566017075,5.0,5.0
4.767964600456918,5.0,4.3333335
4.4818661073738015,5.0,5.0
4.493761173785699,5.0,5.0
4.463761159480584,5.0,5.0
4.746526317640909,5.0,5.0
2.104560063814157,5.0,5.0
4.511161275017025,5.0,5.0
2.1533611994967945,5.0,4.6666665
4.767964600456918,5.0,5.0
2.1533611994967945,5.0,5.0
2.337893389200204,5.0,5.0
2.3866945248828415,5.0,5.0
4.511161275017025,5.0,5.0
2.104560063814157,5.0,5.0
4.463761159480584,5.0,5.0
1.0,5.0,5.0
4.746526317640909,5.0,5.0
2.3573993572396197,5.0,5.0
4.451866093068687,5.0,5.0
4.463761159480584,5.0,5.0
4.430427810252678,5.0,5.0
4.479228945935316,5.0,5.0
2.0,4.666675361524799,2.6666667
1.9404597697667558,5.0,5.0
4.451866093068687,5.0,5.0
4.511161275017025,5.0,5.0
4.062994205124344,5.0,5.0
1.7533330025020928,5.0,5.0
4.797259768100141,5.0,5.0
4.430427810252678,5.0,5.0
1.0,5.0,5.0
1.0,5.0,1.6666666
4.463761159480584,5.0,5.0
4.763926418872235,5.0,5.0
4.4818661073738015,5.0,5.0
4.797259768100141,5.0,5.0
2.1259983466301655,5.0,5.0
1.7533330025020928,5.0,5.0
4.767964600456918,5.0,5.0
4.493761173785699,5.0,5.0
2.1533611994967945,5.0,5.0
4.797259768100141,5.0,5.0
4.4818661073738015,5.0,5.0
4.493761173785699,5.0,5.0
4.763926418872235,5.0,5.0
4.5151994566017075,5.0,5.0
4.479228945935316,5.0,5.0
1.8270240045862245,4.666675361524799,5.0
4.449933778292093,5.0,5.0
2.1533611994967945,5.0,5.0
1.7631242694235323,5.0,5.0
4.767964600456918,5.0,5.0
4.767964600456918,5.0,5.0
4.449933778292093,5.0,5.0
4.4818661073738015,5.0,5.0
1.0,5.0,1.6666666
4.463761159480584,5.0,5.0
4.5151994566017075,5.0,5.0
4.493761173785699,5.0,5.0
1.7870985702699609,4.666675361524799,1.6666666
4.767964600456918,5.0,5.0
2.1533611994967945,5.0,5.0
4.4818661073738015,5.0,5.0
4.451866093068687,5.0,5.0
4.5092289602404305,5.0,5.0
4.430427810252678,5.0,5.0
4.451866093068687,5.0,5.0
4.451866093068687,5.0,5.0
4.493761173785699,5.0,5.0
4.430427810252678,5.0,5.0
2.1240660318535727,5.0,5.0
4.4818661073738015,5.0,5.0
4.479228945935316,5.0,5.0
2.337893389200204,5.0,5.0
1.9404597697667558,5.0,5.0
4.767964600456918,5.0,5.0
1.0,5.0,4.3333335
4.797259768100141,5.0,5.0
2.1533611994967945,5.0,5.0
4.451866093068687,5.0,5.0
1.7631242694235323,4.666675361524799,4.0
4.451866093068687,5.0,5.0
2.337893389200204,5.0,5.0
4.430427810252678,5.0,5.0
4.463761159480584,5.0,5.0
4.797259768100141,5.0,5.0
4.449933778292093,5.0,5.0
4.430427810252678,5.0,5.0
1.7870985702699609,5.0,5.0
4.451866093068687,5.0,5.0
4.430427810252678,5.0,5.0
4.451866093068687,5.0,5.0
2.1533611994967945,5.0,5.0
