low,up,y_test
5.0,5.0,5.0
4.7251581361687585,5.0,5.0
1.396031958159668,5.0,2.0
5.0,5.0,5.0
4.7251581361687585,5.0,5.0
1.4232948847096616,5.0,5.0
1.2591945170906833,5.0,1.6666666
2.6979550123666978,5.0,5.0
4.7251581361687585,5.0,5.0
1.396031958159668,5.0,5.0
1.396031958159668,5.0,5.0
2.882760181636311,5.0,5.0
5.0,5.0,5.0
4.7251581361687585,5.0,5.0
2.796016477793224,5.0,5.0
4.7251581361687585,5.0,5.0
4.933333349227906,5.0,5.0
1.2591945170906833,5.0,1.6666666
5.0,5.0,5.0
5.0,5.0,5.0
3.8248268258410136,5.0,5.0
5.0,5.0,5.0
3.5824164776631338,5.0,5.0
3.669160181506221,5.0,5.0
5.0,5.0,5.0
1.396031958159668,5.0,2.0
3.669160181506221,5.0,5.0
3.8248268258410136,5.0,5.0
2.6979550123666978,5.0,5.0
5.0,5.0,5.0
4.933333349227906,5.0,5.0
5.0,5.0,5.0
4.7251581361687585,5.0,5.0
1.396031958159668,5.0,5.0
2.796016477793224,5.0,5.0
2.796016477793224,5.0,5.0
4.933333349227906,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
1.396031958159668,5.0,1.6666666
4.933333349227906,5.0,5.0
4.933333349227906,5.0,5.0
1.2591945170906833,5.0,2.6666667
2.882760181636311,5.0,2.6666667
2.6979550123666978,5.0,1.6666666
1.396031958159668,5.0,4.6666665
4.933333349227906,5.0,5.0
5.0,5.0,5.0
2.882760181636311,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
1.396031958159668,3.4474822924101147,5.0
5.0,5.0,5.0
1.8404143569360485,5.0,5.0
2.882760181636311,5.0,5.0
5.0,5.0,5.0
2.796016477793224,5.0,5.0
2.3505143380294533,5.0,1.6666666
1.1824957399774776,5.0,5.0
1.396031958159668,5.0,4.3333335
5.0,5.0,5.0
3.669160181506221,5.0,5.0
1.4317290427452818,5.0,5.0
5.0,5.0,5.0
3.669160181506221,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
1.9091000069751518,5.0,5.0
3.8248268258410136,5.0,5.0
2.419199988068557,5.0,5.0
2.6979550123666978,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
3.669160181506221,5.0,5.0
1.1824957399774776,5.0,1.0
2.882760181636311,5.0,5.0
4.933333349227906,5.0,5.0
3.669160181506221,5.0,5.0
4.7251581361687585,5.0,5.0
5.0,5.0,4.6666665
5.0,5.0,5.0
2.796016477793224,5.0,5.0
5.0,5.0,5.0
1.9404143688569786,5.0,5.0
1.8404143569360485,5.0,5.0
1.396031958159668,5.0,5.0
2.796016477793224,5.0,5.0
4.7251581361687585,5.0,5.0
1.2813986111609765,5.0,1.6666666
4.447685685331182,5.0,5.0
1.1824957399774776,5.0,2.0
5.0,5.0,5.0
4.933333349227906,5.0,5.0
4.7251581361687585,5.0,5.0
5.0,5.0,4.6666665
5.0,5.0,5.0
5.0,5.0,5.0
4.933333349227906,5.0,5.0
4.784100034539174,5.0,5.0
5.0,5.0,5.0
2.706733776066137,5.0,5.0
4.933333349227906,5.0,5.0
5.0,5.0,5.0
1.3637105025118528,5.0,1.3333334
