low,up,y_test
2.220351448814074,5.0,5.0
2.220351448814074,5.0,5.0
1.4108573392733121,4.333351199874089,2.0
1.346158373059764,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
2.2927671223952943,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.228741792435393,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
1.5503514947096515,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
1.0,4.333351199874089,2.3333333
4.223109674568287,5.0,5.0
2.2927671223952943,5.0,5.0
4.88963053265694,5.0,5.0
4.817391173141278,5.0,5.0
4.228741792435393,5.0,5.0
4.228741792435393,5.0,5.0
1.346158373059764,5.0,5.0
4.223109674568287,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
1.8364504428987556,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
2.2927671223952943,5.0,5.0
4.88963053265694,5.0,5.0
4.817391173141278,5.0,5.0
2.2927671223952943,5.0,5.0
1.0,4.333351199874089,5.0
1.0,4.333351199874089,2.3333333
4.88963053265694,5.0,5.0
2.2927671223952943,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.228741792435393,5.0,5.0
4.228741792435393,5.0,5.0
4.570911658312477,5.0,5.0
4.88963053265694,5.0,5.0
1.229266653001309,4.333351199874089,1.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
1.6227671682908718,5.0,5.0
4.228741792435393,5.0,5.0
4.228741792435393,5.0,5.0
2.2927671223952943,5.0,5.0
4.228741792435393,5.0,5.0
2.2927671223952943,5.0,5.0
1.4108573392733121,4.333351199874089,1.6666666
3.1493992852056323,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
1.5503514947096515,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
4.228741792435393,5.0,4.0
1.6227671682908718,5.0,1.6666666
4.228741792435393,5.0,5.0
1.5503514947096515,5.0,2.0
4.228741792435393,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
1.977018130580584,5.0,5.0
1.0,4.333351199874089,1.6666666
4.228741792435393,5.0,4.6666665
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
1.2055906853779343,5.0,1.6666666
1.5220625144671933,5.0,5.0
4.223109674568287,5.0,5.0
4.223109674568287,5.0,4.3333335
4.223109674568287,5.0,5.0
1.5942814985729876,4.333351199874089,1.6666666
4.88963053265694,5.0,5.0
1.7676345868597563,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.223109674568287,5.0,5.0
4.88963053265694,5.0,5.0
4.228741792435393,5.0,5.0
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,5.0
4.88963053265694,5.0,4.6666665
4.228741792435393,5.0,5.0
4.88963053265694,5.0,5.0
4.228741792435393,5.0,5.0
1.6227671682908718,5.0,5.0
2.2927671223952943,5.0,5.0
1.346158373059764,5.0,5.0
4.223109674568287,5.0,5.0
