low,up,y_test
1.65721630518383,4.585531365483714,2.6666667
2.8504281661201105,4.915973840578625,3.6666667
2.4846581556916822,4.915973840578625,2.6666667
2.384658167612611,4.915973840578625,3.6666667
3.3333332538604736,5.0,5.0
2.8504281661201105,4.915973840578625,4.3333335
1.424902985441867,3.9086344034223677,1.0
1.8238829917187116,4.933333349227905,2.6666667
3.0008965926599505,5.0,5.0
2.8504281661201105,4.918868620027929,4.3333335
2.5179915049195873,4.933333349227905,3.0
2.8504281661201105,4.915973840578625,4.0
3.3333332538604736,4.98264049135072,4.6666665
1.7145785110731644,3.9086344034223677,2.3333333
2.8504281661201105,4.918868620027929,3.6666667
2.717094828813134,4.915973840578625,4.0
2.9950793485442375,5.0,5.0
2.5179915049195873,4.915973840578625,3.6666667
2.8504281661201105,4.915973840578625,3.6666667
3.3333332538604736,4.98264049135072,5.0
2.8504281661201105,4.918868620027929,4.0
2.8504281661201105,4.915973840578625,3.0
2.8504281661201105,4.915973840578625,4.0
3.3333332538604736,4.915973840578625,4.3333335
1.6905496544117355,4.585531365483714,3.3333333
2.8170948168922054,4.915973840578625,3.6666667
3.0008965926599505,5.0,5.0
1.6905496544117355,4.585531365483714,3.0
2.8504281661201105,4.915973840578625,3.6666667
2.8504281661201105,4.915973840578625,2.6666667
2.8504281661201105,4.915973840578625,3.6666667
3.3333332538604736,4.915973840578625,3.6666667
2.5179915049195873,4.915973840578625,2.3333333
2.8678884045586575,4.918868620027929,5.0
3.3333332538604736,4.98264049135072,3.6666667
1.6905496544117355,3.9086344034223677,2.3333333
1.790549642490806,4.933333349227905,4.6666665
2.8504281661201105,4.918868620027929,4.0
3.3333332538604736,4.915973840578625,4.3333335
2.5179915049195873,4.915973840578625,3.6666667
3.3333332538604736,4.98264049135072,4.6666665
2.8170948168922054,4.915973840578625,3.6666667
3.3333332538604736,4.918869603783913,5.0
2.8504281661201105,4.915973840578625,4.0
3.0008965926599505,5.0,5.0
3.3333332538604736,5.0,5.0
1.690549654411735,4.933333349227905,3.0
2.8504281661201105,4.915973840578625,4.0
3.3333332538604736,4.915973840578625,4.3333335
3.3333332538604736,4.98264049135072,4.0
3.3333332538604736,4.915973840578625,4.0
2.8504281661201105,4.915973840578625,3.6666667
1.5099259154627964,4.585531365483714,3.0
2.8504281661201105,4.915973840578625,4.0
2.717094828813134,4.915973840578625,4.0
2.8678884045586575,4.918868620027929,4.6666665
1.6905496544117355,4.585531365483714,3.6666667
2.8504281661201105,4.915973840578625,3.6666667
2.8504281661201105,4.915973840578625,3.3333333
2.8504281661201105,4.918868620027929,3.3333333
1.6905496544117355,4.933333349227905,3.3333333
3.3333332538604736,4.918868620027929,4.3333335
3.3333332538604736,4.98264049135072,5.0
1.0837714841257378,3.9086344034223677,3.3333333
