low,up,y_test
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,4.3333335
1.182312637924194,5.0,1.6666666
4.504625680109067,5.0,5.0
2.8335540662542673,5.0,5.0
4.504625680109067,5.0,5.0
4.504625680109067,5.0,5.0
1.6362673293612953,5.0,1.3333334
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
1.296945984922886,4.333351199874089,1.0
1.4373999739289283,5.0,5.0
4.504625680109067,5.0,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,4.3333335
4.835049849811483,5.0,5.0
4.504625680109067,5.0,5.0
4.835049849811483,5.0,5.0
1.6362673293612953,5.0,1.3333334
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
1.3227666269302367,5.0,2.6666667
4.504625680109067,5.0,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,4.6666665
1.9362673174403662,5.0,5.0
1.499934021439409,4.333351199874089,2.6666667
4.835049849811483,5.0,5.0
4.504625680109067,5.0,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
2.5031298965518474,5.0,5.0
4.835049849811483,5.0,5.0
2.5031298965518474,5.0,5.0
2.2364632457797526,5.0,5.0
1.776721318367338,5.0,1.6666666
4.835049849811483,5.0,5.0
4.504625680109067,5.0,5.0
4.835049849811483,5.0,5.0
1.499934021439409,5.0,4.6666665
4.835049849811483,5.0,5.0
4.504625680109067,5.0,4.3333335
4.835049849811483,5.0,5.0
1.6362673293612953,5.0,4.6666665
2.5031298965518474,5.0,5.0
4.504625680109067,5.0,5.0
4.504625680109067,5.0,5.0
2.202933968212461,5.0,5.0
2.202933968212461,5.0,5.0
4.835049849811483,5.0,5.0
2.0960092567737103,5.0,5.0
4.504625680109067,5.0,5.0
1.3562136919881458,4.333351199874089,5.0
4.835049849811483,5.0,5.0
4.835049849811483,5.0,5.0
