low,up,y_test
5.0,5.0,5.0
4.315416263232601,5.0,5.0
2.393802772963955,5.0,5.0
4.315416263232601,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
3.4631491842269666,5.0,2.0
1.348918360518751,5.0,2.0
4.315416263232601,5.0,5.0
4.315416263232601,5.0,5.0
1.4473173722764239,5.0,5.0
4.742103717064229,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
2.8606327400425213,5.0,5.0
4.667059514060938,5.0,4.3333335
1.0417461808671853,5.0,5.0
4.903572553992994,5.0,5.0
5.0,5.0,5.0
1.0,5.0,1.0
4.903572553992994,5.0,5.0
5.0,5.0,5.0
3.127299390814616,5.0,5.0
4.903572553992994,5.0,5.0
3.609406575903537,5.0,4.3333335
4.903572553992994,5.0,5.0
2.4656721832043638,5.0,2.0
5.0,5.0,5.0
5.0,5.0,5.0
4.920506755424869,5.0,5.0
3.6888998204786683,5.0,4.6666665
4.667059514060938,5.0,5.0
3.127299390814616,5.0,5.0
5.0,5.0,5.0
1.005077801521699,5.0,1.3333334
4.315416263232601,5.0,5.0
5.0,5.0,5.0
2.8941989875558747,5.0,5.0
3.685532861990011,5.0,5.0
4.23592301865747,5.0,5.0
4.048749612460506,5.0,5.0
2.4555249409399322,5.0,5.0
5.0,5.0,5.0
4.9249557969967075,5.0,5.0
1.000193175913682,5.0,2.0
2.8606327400425213,5.0,4.3333335
1.0417461808671853,5.0,2.0
4.183191395491654,5.0,5.0
3.8639439996401,5.0,4.6666665
5.0,5.0,5.0
4.315416263232601,5.0,5.0
5.0,5.0,5.0
1.0096991740153027,5.0,1.0
2.4656721832043638,5.0,4.6666665
5.0,5.0,5.0
4.763486960067944,5.0,5.0
5.0,5.0,5.0
4.903572553992994,5.0,5.0
1.2762483982363007,5.0,4.6666665
2.668149880340205,5.0,5.0
4.400392863288843,5.0,5.0
4.763486960067944,5.0,5.0
3.3221995205107104,5.0,5.0
4.315416263232601,5.0,5.0
2.8038847155666726,5.0,5.0
4.390460466235892,5.0,5.0
5.0,5.0,5.0
2.69822457534943,5.0,5.0
1.0417461808671853,5.0,5.0
1.5398887824034728,5.0,5.0
4.903572553992994,5.0,5.0
3.4631491842269666,5.0,5.0
2.8606327400425213,5.0,5.0
5.0,5.0,5.0
4.315416263232601,5.0,5.0
1.005077801521699,5.0,4.6666665
5.0,5.0,5.0
4.742103717064229,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
3.6888998204786683,5.0,5.0
4.978616756996285,5.0,5.0
3.010781616508776,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
3.103299392245127,5.0,5.0
5.0,5.0,5.0
4.315416263232601,5.0,5.0
3.2391796194684845,5.0,5.0
3.7888997966368096,5.0,5.0
2.829010190548175,5.0,5.0
1.038735735534037,5.0,2.6666667
4.315416263232601,5.0,5.0
1.348918360518751,5.0,2.6666667
4.315416263232601,5.0,5.0
1.2585850487225627,5.0,1.6666666
1.0417461808671853,5.0,5.0
1.5551434368717483,5.0,2.3333333
3.4631491842269666,5.0,5.0
1.4792957616495586,5.0,5.0
4.9249557969967075,5.0,5.0
4.390460466235892,5.0,5.0
4.903572553992994,5.0,5.0
5.0,5.0,5.0
4.903572553992994,5.0,5.0
2.8606327400425213,5.0,5.0
4.315416263232601,5.0,4.3333335
5.0,5.0,5.0
4.667059514060938,5.0,5.0
3.6888998204786683,5.0,5.0
5.0,5.0,5.0
2.3027747295960808,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
2.2035590619164207,5.0,5.0
4.315416263232601,5.0,5.0
1.4473173722764239,5.0,5.0
2.9366327176311735,5.0,5.0
4.390460466235892,5.0,5.0
4.920506755424869,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.315416263232601,5.0,2.3333333
4.903572553992994,5.0,5.0
4.315416263232601,5.0,5.0
4.400392863288843,5.0,4.6666665
5.0,5.0,5.0
5.0,5.0,5.0
4.048749612460506,5.0,5.0
5.0,5.0,5.0
1.0339991769120884,5.0,1.3333334
4.315416263232601,5.0,5.0
5.0,5.0,5.0
1.0904991565463067,4.666675361524799,1.6666666
5.0,5.0,5.0
4.9249557969967075,5.0,5.0
4.667059514060938,5.0,5.0
1.0,5.0,2.3333333
1.2762483982363007,5.0,5.0
4.315416263232601,5.0,5.0
4.315416263232601,5.0,5.0
5.0,5.0,5.0
1.2762483982363007,5.0,2.0
4.315416263232601,5.0,4.6666665
1.4230173693796382,4.666675361524799,1.6666666
4.667059514060938,5.0,5.0
5.0,5.0,5.0
3.075211716968466,5.0,5.0
3.127299390814616,5.0,5.0
4.315416263232601,5.0,5.0
1.051252178968806,5.0,5.0
4.315416263232601,5.0,4.6666665
1.066046183763971,5.0,1.3333334
5.0,5.0,5.0
2.8606327400425213,5.0,5.0
5.0,5.0,5.0
4.667059514060938,5.0,4.6666665
2.8606327400425213,5.0,5.0
4.742103717064229,5.0,5.0
4.978616756996285,5.0,5.0
4.315416263232601,5.0,5.0
4.978616756996285,5.0,5.0
1.3408991378851223,5.0,5.0
4.310967221660759,5.0,5.0
4.315416263232601,5.0,5.0
5.0,5.0,5.0
4.400392863288843,5.0,5.0
4.400392863288843,5.0,5.0
1.038735735534037,5.0,1.6666666
4.390460466235892,5.0,5.0
2.8606327400425213,5.0,5.0
1.0096991740153027,5.0,1.6666666
4.183191395491654,5.0,5.0
5.0,5.0,5.0
4.920506755424869,5.0,5.0
3.127299390814616,5.0,4.6666665
4.258235598494945,5.0,5.0
2.4870554262080753,5.0,5.0
1.0,5.0,3.6666667
5.0,5.0,5.0
4.920506755424869,5.0,5.0
3.0590164192360767,5.0,1.6666666
4.048749612460506,5.0,5.0
5.0,5.0,5.0
4.667059514060938,5.0,4.3333335
5.0,5.0,5.0
2.3027747295960808,5.0,5.0
2.5939660892704266,5.0,4.6666665
5.0,5.0,5.0
5.0,5.0,5.0
1.8879242333517527,4.666675361524799,2.0
4.315416263232601,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
3.413000283918854,5.0,5.0
3.7888997966368096,5.0,5.0
5.0,5.0,5.0
4.048749612460506,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.667059514060938,5.0,5.0
5.0,5.0,5.0
4.315416263232601,5.0,5.0
5.0,5.0,5.0
2.668149880340205,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.315416263232601,5.0,5.0
4.315416263232601,5.0,4.3333335
3.8147924350553013,5.0,5.0
2.836632741473032,5.0,5.0
2.4656721832043638,5.0,5.0
1.5398887824034728,5.0,5.0
4.667059514060938,5.0,5.0
4.9249557969967075,5.0,5.0
4.315416263232601,5.0,5.0
4.742103717064229,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.742103717064229,5.0,5.0
4.667059514060938,5.0,5.0
2.4656721832043638,5.0,5.0
1.4795259246014476,5.0,5.0
1.9394413881167787,5.0,5.0
4.742103717064229,5.0,4.6666665
1.4636111075243157,5.0,1.6666666
1.2762483982363007,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.183191395491654,5.0,5.0
4.315416263232601,5.0,4.3333335
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
1.2762483982363007,5.0,5.0
4.903572553992994,5.0,5.0
2.7527927749026935,5.0,5.0
1.4636111075243157,5.0,4.3333335
4.400392863288843,5.0,5.0
1.2609937437680252,5.0,4.6666665
5.0,5.0,5.0
4.667059514060938,5.0,5.0
4.903572553992994,5.0,5.0
5.0,5.0,5.0
4.978616756996285,5.0,5.0
1.4473173722764239,5.0,4.6666665
4.315416263232601,5.0,4.6666665
5.0,5.0,5.0
3.103299392245127,5.0,5.0
4.078824307469732,5.0,5.0
4.667059514060938,5.0,5.0
3.127299390814616,5.0,4.6666665
4.742103717064229,5.0,5.0
5.0,5.0,5.0
4.315416263232601,5.0,5.0
1.4473173722764239,5.0,4.0
4.315416263232601,5.0,5.0
5.0,5.0,4.3333335
5.0,5.0,5.0
5.0,5.0,4.6666665
4.390460466235892,5.0,5.0
3.4631491842269666,5.0,5.0
3.127299390814616,5.0,5.0
2.46092576707893,5.0,1.6666666
2.3595227540719295,5.0,1.6666666
5.0,5.0,5.0
5.0,5.0,5.0
1.481597391168449,5.0,5.0
4.390460466235892,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
1.000193175913682,5.0,2.6666667
5.0,5.0,5.0
4.903572553992994,5.0,5.0
5.0,5.0,5.0
3.2248499089474993,5.0,5.0
5.0,5.0,5.0
3.685532861990011,5.0,5.0
4.315416263232601,5.0,4.6666665
3.2091652957023316,5.0,5.0
4.265267362924488,5.0,5.0
2.8606327400425213,5.0,5.0
3.839048696944923,5.0,5.0
5.0,5.0,5.0
2.483123849625771,5.0,4.3333335
5.0,5.0,5.0
4.315416263232601,5.0,5.0
4.400392863288843,5.0,5.0
4.315416263232601,5.0,5.0
4.903572553992994,5.0,5.0
4.315416263232601,5.0,4.6666665
1.4473173722764239,5.0,4.3333335
5.0,5.0,5.0
2.8606327400425213,5.0,5.0
5.0,5.0,5.0
