y_qlow,y_qup,y_test
2.42,4.83,3.67
1.56,4.32,2.0
2.66,5.0,4.33
2.66,5.0,4.33
1.84,4.68,2.33
1.59,4.4,3.33
2.66,5.0,3.67
3.07,5.0,4.33
2.17,4.77,4.0
2.0,4.73,4.67
3.08,5.0,3.67
3.06,5.0,4.0
2.53,4.85,2.67
2.66,5.0,4.0
2.66,5.0,4.67
2.97,5.0,4.0
3.1,5.0,4.0
2.66,5.0,3.0
2.99,5.0,4.0
2.5,4.85,3.67
2.13,4.76,3.33
3.11,5.0,4.67
3.05,5.0,3.67
2.66,5.0,3.67
2.66,5.0,4.0
3.09,5.0,4.33
2.66,5.0,4.0
3.12,5.0,4.67
3.2,5.0,4.0
2.55,4.86,4.67
1.56,4.32,3.33
3.18,5.0,5.0
2.97,5.0,3.67
3.17,5.0,4.67
2.66,5.0,4.0
2.66,5.0,3.67
2.66,5.0,4.67
2.23,4.79,3.0
2.95,5.0,4.0
1.56,4.34,3.0
3.1,5.0,4.33
3.2,5.0,4.33
1.59,4.4,3.0
3.05,5.0,4.33
2.66,5.0,4.0
1.0,4.19,1.33
1.56,4.34,4.0
3.05,5.0,5.0
2.0,5.0,4.67
2.66,5.0,4.0
3.17,5.0,4.0
3.15,5.0,4.67
2.39,4.83,1.67
1.0,4.19,2.33
1.56,4.34,2.33
2.42,4.83,2.67
3.37,5.0,3.0
3.14,5.0,4.67
2.35,4.82,4.0
1.59,4.4,3.33
2.66,5.0,3.67
3.21,5.0,4.67
2.66,5.0,4.67
3.37,5.0,3.0
2.66,5.0,4.0
2.66,5.0,4.33
2.66,5.0,4.33
2.17,4.77,2.33
2.5,4.85,3.67
2.66,5.0,4.33
3.01,5.0,4.0
3.15,5.0,4.67
3.13,5.0,3.67
2.42,4.83,3.67
2.5,4.85,4.0
2.66,5.0,3.33
3.37,5.0,4.0
3.37,5.0,5.0
3.12,5.0,4.0
2.66,5.0,5.0
2.36,4.82,4.0
2.21,4.78,3.0
3.02,5.0,4.0
3.37,5.0,4.33
1.53,4.3,1.67
3.37,5.0,3.67
2.95,5.0,3.33
3.07,5.0,5.0
2.51,4.85,3.33
2.97,5.0,3.67
3.06,5.0,5.0
2.48,4.84,3.67
3.04,5.0,3.67
3.1,5.0,3.33
1.0,4.19,2.33
2.1,4.75,3.0
2.66,5.0,4.33
2.66,5.0,4.33
2.66,5.0,2.67
3.2,5.0,3.67
2.66,5.0,4.33
1.83,4.67,3.67
2.66,5.0,4.33
2.66,5.0,3.67
2.66,5.0,4.33
1.59,4.4,4.0
2.66,5.0,3.0
2.66,5.0,4.0
2.66,5.0,5.0
3.37,5.0,5.0
1.59,4.4,3.67
3.37,5.0,5.0
3.14,5.0,4.0
1.86,4.69,2.67
3.18,5.0,4.0
2.66,5.0,4.67
3.13,5.0,3.33
2.66,5.0,3.33
2.03,4.74,3.33
2.15,4.77,3.0
2.66,5.0,4.0
2.66,5.0,4.33
2.99,5.0,4.67
3.37,5.0,4.67
1.59,4.55,4.33
3.1,5.0,4.0
2.66,5.0,3.67
1.59,4.4,2.0
3.16,5.0,4.0
2.54,4.86,3.67
2.28,4.8,3.33
1.56,4.34,5.0
2.49,4.85,3.33
1.0,4.19,1.0
3.37,5.0,4.67
2.15,4.76,3.33
2.66,5.0,2.67
2.66,5.0,4.0
2.56,4.86,3.33
2.97,5.0,4.33
2.97,5.0,4.33
2.66,5.0,3.67
1.59,4.4,4.33
3.08,5.0,4.33
3.1,5.0,4.67
2.66,5.0,4.0
2.66,5.0,3.0
2.56,4.86,3.67
2.66,5.0,4.67
3.37,5.0,4.0
3.0,5.0,5.0
3.37,5.0,5.0
2.58,4.87,3.0
1.56,4.34,3.0
1.59,4.4,4.0
2.66,5.0,4.67
3.12,5.0,2.33
2.32,4.81,4.67
3.17,5.0,4.33
2.66,5.0,4.0
2.66,5.0,4.0
3.01,5.0,3.67
2.66,5.0,4.33
3.01,5.0,4.33
2.66,5.0,4.0
2.55,4.86,3.67
3.18,5.0,4.67
1.0,4.19,2.67
2.55,4.86,3.33
2.66,5.0,3.33
1.56,4.34,3.0
1.54,4.3,1.67
2.66,5.0,4.67
2.54,4.86,3.0
1.56,4.35,2.33
3.02,5.0,4.0
2.49,4.85,3.33
2.66,5.0,4.67
3.22,5.0,4.0
3.17,5.0,5.0
2.97,5.0,4.67
1.56,4.33,3.67
2.54,4.86,4.33
3.22,5.0,3.33
2.49,4.85,3.33
1.0,4.19,1.67
2.66,5.0,3.33
3.11,5.0,4.33
2.93,5.0,3.67
3.37,5.0,4.67
1.56,4.33,4.0
2.3,4.81,3.67
2.03,4.74,3.0
1.59,4.4,2.67
3.08,5.0,3.67
3.06,5.0,4.0
3.15,5.0,4.0
3.03,5.0,4.67
3.19,5.0,4.0
1.55,4.35,2.33
1.56,4.33,2.0
3.17,5.0,4.33
3.06,5.0,4.0
3.0,5.0,4.33
3.23,5.0,4.33
2.1,4.75,3.67
2.51,4.85,2.67
2.66,5.0,3.67
2.27,4.8,2.67
3.37,5.0,4.33
2.98,5.0,2.67
3.37,5.0,3.67
2.93,5.0,2.67
2.49,4.85,4.0
1.99,5.0,3.33
3.37,5.0,4.67
2.23,4.79,2.67
3.1,5.0,4.0
2.66,5.0,5.0
2.66,5.0,3.33
3.05,5.0,4.33
2.66,5.0,5.0
2.39,4.83,3.33
2.66,5.0,4.0
3.21,5.0,4.33
1.59,4.4,2.0
3.14,5.0,4.33
2.66,5.0,2.67
2.66,5.0,4.33
3.12,5.0,3.67
2.31,4.81,4.0
1.59,4.4,3.67
2.98,5.0,4.0
3.19,5.0,4.67
2.66,5.0,3.33
2.51,4.85,4.0
2.66,5.0,4.0
1.99,4.73,2.33
2.95,5.0,3.33
2.98,5.0,4.33
3.13,5.0,4.0
3.08,5.0,4.0
2.66,5.0,4.33
2.66,5.0,4.0
2.47,4.84,3.33
3.14,5.0,4.67
2.66,5.0,3.33
1.98,4.72,3.67
2.28,4.8,3.67
2.66,5.0,4.33
2.95,5.0,2.67
2.29,4.81,3.33
2.66,5.0,2.33
