y_qlow,y_qup,y_test
2.51,5.0,4.33
1.74,4.83,2.67
1.21,4.0,3.67
2.51,5.0,2.33
2.75,5.0,4.33
2.99,5.0,3.67
1.55,4.68,4.67
1.21,4.0,1.67
1.47,4.57,3.33
1.28,4.25,2.67
1.54,4.67,2.67
1.94,4.97,4.33
2.96,5.0,5.0
1.83,4.9,4.67
1.59,4.72,3.67
1.81,5.0,3.0
1.21,4.0,2.0
3.13,5.0,5.0
1.74,4.83,2.67
1.0,3.65,1.67
3.07,5.0,4.33
2.51,5.0,5.0
1.21,4.0,2.67
2.63,5.0,4.67
1.39,4.46,2.33
2.57,5.0,4.67
2.12,5.0,3.67
3.43,5.0,4.67
2.83,5.0,4.67
2.68,5.0,5.0
1.87,4.93,4.0
1.81,5.0,4.0
1.0,3.74,3.33
2.79,5.0,3.33
1.0,3.71,2.0
1.95,4.98,3.67
1.54,4.66,4.33
1.73,4.83,2.67
1.38,4.45,4.33
1.44,4.52,2.67
1.65,4.78,1.67
2.51,5.0,4.33
1.51,4.62,1.67
3.1,5.0,4.0
1.21,4.0,2.67
1.63,4.77,3.33
1.0,3.65,2.33
1.28,4.27,3.33
1.85,4.92,2.0
1.81,5.0,3.0
2.05,5.0,2.33
1.21,4.0,4.67
1.81,5.0,1.67
2.51,5.0,4.33
2.51,5.0,3.33
2.51,5.0,4.0
2.66,5.0,4.0
2.17,5.0,4.67
1.21,4.0,1.33
2.62,5.0,1.67
1.46,4.55,2.67
1.58,4.71,4.33
1.81,5.0,2.33
2.51,5.0,4.67
1.24,4.1,2.67
2.51,5.0,3.0
1.81,5.0,5.0
1.27,4.25,4.33
1.0,3.62,1.67
1.21,4.0,2.33
2.67,5.0,5.0
1.51,4.63,1.67
1.62,4.75,2.67
2.96,5.0,3.67
2.01,5.0,3.67
1.0,3.74,4.0
1.88,4.94,4.33
2.99,5.0,3.33
1.81,5.0,3.67
3.11,5.0,4.33
1.96,4.98,2.33
3.09,5.0,3.67
1.21,4.0,2.0
2.73,5.0,4.33
1.81,5.0,4.33
1.27,4.24,2.0
2.99,5.0,3.67
2.51,5.0,2.67
1.0,3.69,2.67
1.88,4.94,3.0
1.29,4.33,2.33
1.21,4.0,4.33
1.94,4.97,2.33
1.0,3.74,2.33
1.23,4.08,3.33
1.24,4.11,3.0
1.0,3.74,2.0
1.0,3.73,4.33
1.28,4.26,3.33
1.21,4.0,1.67
2.78,5.0,4.67
1.78,4.86,2.33
2.17,5.0,3.67
2.81,5.0,4.0
1.21,4.0,4.67
2.51,5.0,2.0
2.51,5.0,4.33
2.51,5.0,4.33
3.04,5.0,3.67
1.27,4.21,2.0
1.81,5.0,3.33
1.0,3.71,1.33
1.81,5.0,3.67
2.85,5.0,4.33
1.23,4.08,3.0
2.51,5.0,3.0
1.35,4.41,4.67
1.21,4.0,1.0
2.72,5.0,5.0
3.09,5.0,5.0
3.43,5.0,4.33
2.03,5.0,2.67
1.76,4.84,2.33
1.57,4.7,4.67
2.82,5.0,4.67
2.68,5.0,4.67
