y_qlow,y_qup,y_test
4.04,5.0,5.0
2.19,5.0,2.33
3.82,5.0,5.0
3.84,5.0,5.0
2.19,5.0,3.67
3.83,5.0,5.0
4.27,5.0,5.0
3.22,5.0,2.67
2.19,5.0,1.67
4.08,5.0,5.0
3.83,5.0,5.0
3.83,5.0,5.0
4.1,5.0,5.0
3.83,5.0,3.33
4.11,5.0,5.0
4.27,5.0,4.67
4.14,5.0,5.0
4.05,5.0,2.67
4.05,5.0,4.33
3.16,5.0,3.67
4.03,5.0,5.0
3.74,5.0,5.0
2.19,5.0,5.0
3.65,5.0,5.0
4.16,5.0,5.0
3.81,5.0,5.0
4.04,5.0,4.33
3.8,5.0,5.0
4.27,5.0,5.0
1.0,4.57,1.67
3.83,5.0,5.0
4.01,5.0,5.0
4.07,5.0,5.0
3.59,5.0,5.0
3.81,5.0,5.0
4.05,5.0,5.0
3.83,5.0,5.0
3.83,5.0,4.33
2.19,5.0,2.33
3.77,5.0,5.0
4.1,5.0,5.0
3.7,5.0,4.67
3.44,5.0,4.67
4.1,5.0,5.0
3.15,5.0,5.0
4.15,5.0,5.0
4.27,5.0,5.0
4.09,5.0,4.67
4.09,5.0,5.0
1.0,4.64,1.67
2.19,5.0,5.0
4.05,5.0,5.0
3.58,5.0,5.0
4.08,5.0,1.33
4.05,5.0,4.67
1.0,2.78,1.67
4.03,5.0,4.67
3.83,5.0,5.0
2.19,5.0,4.67
3.83,5.0,5.0
2.19,5.0,4.33
4.13,5.0,5.0
4.07,5.0,5.0
4.05,5.0,5.0
3.52,5.0,5.0
3.27,5.0,5.0
4.11,5.0,5.0
4.13,5.0,5.0
4.06,5.0,4.67
3.83,5.0,5.0
3.65,5.0,4.33
4.27,5.0,5.0
4.07,5.0,5.0
3.16,5.0,4.67
4.06,5.0,5.0
4.1,5.0,5.0
3.77,5.0,5.0
3.83,5.0,5.0
3.49,5.0,3.33
2.19,5.0,4.0
3.83,5.0,5.0
4.03,5.0,5.0
3.84,5.0,4.67
3.83,5.0,5.0
3.38,5.0,5.0
2.19,5.0,3.67
3.82,5.0,5.0
4.04,5.0,5.0
4.04,5.0,5.0
3.83,5.0,5.0
3.71,5.0,3.0
4.14,5.0,5.0
4.13,5.0,5.0
4.07,5.0,5.0
4.09,5.0,5.0
3.82,5.0,5.0
3.71,5.0,5.0
3.83,5.0,5.0
3.79,5.0,4.33
4.07,5.0,5.0
4.11,5.0,5.0
3.83,5.0,5.0
4.16,5.0,4.33
4.12,5.0,5.0
4.26,5.0,5.0
4.08,5.0,5.0
4.05,5.0,5.0
4.14,5.0,5.0
3.76,5.0,5.0
3.84,5.0,2.67
3.52,5.0,5.0
3.84,5.0,3.0
4.16,5.0,5.0
4.1,5.0,5.0
3.21,5.0,5.0
4.07,5.0,5.0
4.08,5.0,4.67
4.06,5.0,4.67
2.19,5.0,5.0
4.08,5.0,5.0
3.83,5.0,4.0
3.09,5.0,5.0
4.14,5.0,5.0
4.12,5.0,5.0
4.03,5.0,5.0
4.14,5.0,5.0
3.83,5.0,5.0
4.27,5.0,5.0
4.16,5.0,5.0
4.27,5.0,4.33
4.16,5.0,5.0
4.12,5.0,5.0
4.05,5.0,5.0
3.83,5.0,5.0
4.07,5.0,5.0
4.11,5.0,5.0
4.12,5.0,5.0
4.11,5.0,5.0
4.1,5.0,5.0
4.04,5.0,4.0
4.14,5.0,5.0
4.09,5.0,5.0
3.83,5.0,4.33
4.16,5.0,5.0
4.1,5.0,5.0
4.07,5.0,4.67
4.05,5.0,5.0
4.11,5.0,5.0
4.07,5.0,4.67
3.53,5.0,4.0
3.31,5.0,3.0
4.1,5.0,5.0
4.16,5.0,5.0
2.19,5.0,4.67
4.03,5.0,5.0
4.12,5.0,4.67
3.83,5.0,5.0
3.66,5.0,5.0
4.16,5.0,5.0
3.66,5.0,5.0
4.07,5.0,5.0
4.14,5.0,5.0
2.19,5.0,3.0
2.19,5.0,4.33
3.48,5.0,5.0
2.19,5.0,5.0
3.83,5.0,5.0
4.14,5.0,5.0
3.83,5.0,4.0
2.19,5.0,2.0
3.79,5.0,4.67
3.52,5.0,5.0
4.09,5.0,5.0
4.05,5.0,5.0
3.67,5.0,5.0
4.27,5.0,5.0
4.06,5.0,5.0
4.03,5.0,5.0
4.1,5.0,5.0
4.06,5.0,5.0
4.1,5.0,5.0
3.79,5.0,5.0
3.83,5.0,4.33
4.05,5.0,5.0
4.15,5.0,5.0
3.83,5.0,5.0
2.19,5.0,5.0
4.16,5.0,4.67
3.59,5.0,5.0
4.14,5.0,5.0
4.04,5.0,3.67
3.19,5.0,3.0
4.27,5.0,4.67
4.11,5.0,5.0
3.57,5.0,5.0
4.07,5.0,5.0
4.27,5.0,5.0
4.11,5.0,5.0
3.83,5.0,4.33
4.27,5.0,5.0
4.07,5.0,5.0
3.78,5.0,4.0
3.22,5.0,3.0
3.83,5.0,5.0
3.51,5.0,4.33
4.04,5.0,5.0
3.22,5.0,5.0
