y_qlow,y_qup,y_test
3.15,5.0,3.67
2.93,5.0,4.67
3.03,5.0,4.33
3.01,5.0,4.67
3.42,5.0,4.67
2.93,5.0,3.67
2.93,5.0,4.67
2.93,5.0,4.33
2.53,4.74,3.67
1.78,4.13,2.67
2.55,4.75,4.33
3.11,5.0,3.33
2.93,5.0,4.0
3.19,5.0,4.33
2.54,4.75,2.0
2.55,4.75,4.33
2.93,5.0,3.33
2.4,4.71,2.33
1.78,4.13,3.33
1.78,4.13,2.33
2.93,5.0,3.0
1.57,3.8,3.67
3.09,5.0,5.0
2.29,4.68,4.0
2.16,4.63,1.33
2.93,5.0,4.33
3.42,5.0,4.67
3.46,4.83,3.67
2.93,5.0,4.67
1.78,4.13,2.0
2.93,5.0,3.67
3.34,5.0,4.33
2.93,5.0,4.33
3.04,5.0,3.67
3.06,5.0,4.0
3.07,5.0,4.33
3.83,5.0,2.67
3.24,5.0,4.0
2.93,5.0,3.0
3.0,5.0,3.67
3.16,5.0,4.33
3.42,5.0,4.0
2.93,5.0,2.33
2.94,5.0,4.33
2.46,4.72,4.0
3.2,5.0,3.67
1.78,4.13,4.0
2.16,4.63,1.67
2.13,4.62,2.33
3.07,5.0,4.33
2.29,4.68,2.33
2.52,4.74,3.33
2.56,4.75,5.0
3.09,5.0,5.0
2.93,5.0,3.33
2.57,4.75,3.33
2.55,4.75,3.33
2.29,4.68,3.0
3.06,5.0,4.67
2.93,5.0,2.67
2.93,5.0,3.67
2.3,4.69,4.0
3.18,5.0,3.67
2.57,4.76,3.33
2.93,5.0,4.33
1.03,3.19,2.0
1.57,3.82,2.67
2.93,5.0,5.0
2.93,5.0,4.67
3.03,5.0,3.67
3.24,5.0,3.67
1.53,3.76,3.67
2.93,5.0,4.0
3.02,5.0,5.0
3.42,5.0,4.67
3.19,5.0,4.33
2.93,5.0,4.0
2.93,5.0,4.0
3.29,5.0,4.67
3.09,5.0,4.33
2.24,4.66,2.33
2.93,5.0,2.67
1.47,3.73,2.33
2.93,5.0,3.67
2.56,4.75,4.33
2.4,4.71,4.0
1.57,3.81,2.33
3.26,5.0,4.0
3.28,5.0,3.67
2.35,4.7,4.0
2.2,4.65,2.33
2.54,4.74,3.67
2.45,4.72,2.0
2.93,5.0,3.0
1.56,3.78,3.67
2.56,4.75,3.67
3.28,5.0,4.67
2.56,4.75,3.0
3.84,5.0,4.33
2.49,4.73,3.33
3.12,5.0,5.0
3.08,5.0,4.0
2.46,4.72,3.67
2.99,5.0,4.0
3.0,5.0,4.0
2.93,5.0,4.67
2.93,5.0,4.67
2.93,5.0,5.0
2.54,4.75,3.0
1.57,3.82,4.33
3.26,5.0,4.0
2.93,5.0,3.67
2.98,5.0,4.33
2.93,5.0,3.67
3.24,5.0,2.67
2.97,5.0,4.33
2.57,4.76,3.67
2.13,4.62,2.67
2.52,4.74,4.33
3.0,5.0,4.0
3.0,5.0,3.33
2.35,4.7,3.67
3.3,5.0,4.67
3.31,5.0,4.67
2.54,4.74,2.67
3.42,5.0,4.0
3.2,5.0,2.33
2.55,4.75,2.67
3.03,5.0,4.33
3.15,5.0,4.33
1.78,4.13,4.33
2.53,4.74,2.67
2.15,4.63,3.67
2.99,5.0,4.0
3.42,5.0,4.33
3.01,5.0,4.0
2.93,5.0,3.67
2.26,4.67,3.33
2.93,5.0,3.33
3.06,5.0,4.33
1.78,4.13,2.0
2.93,5.0,4.33
3.24,5.0,3.0
2.45,4.72,3.0
3.21,5.0,3.67
2.93,5.0,3.33
2.32,4.69,4.0
2.42,4.71,3.33
1.46,3.72,1.33
2.93,5.0,4.33
2.54,4.75,4.33
2.54,4.74,3.67
3.15,5.0,4.0
3.28,5.0,5.0
2.93,5.0,4.67
3.2,5.0,4.33
1.57,3.8,3.0
3.12,5.0,3.33
2.98,5.0,4.67
3.0,5.0,4.33
1.52,3.75,1.67
3.03,5.0,4.67
1.55,3.78,2.0
2.93,5.0,3.67
2.54,4.75,3.33
2.46,4.72,4.67
3.12,5.0,4.67
1.78,4.13,2.67
3.22,5.0,3.33
3.24,5.0,4.67
2.93,5.0,4.0
3.04,5.0,4.0
2.93,5.0,4.33
2.93,5.0,3.67
1.46,3.72,1.67
2.56,4.75,3.33
3.34,5.0,4.33
1.78,4.13,3.33
3.25,5.0,4.0
3.42,5.0,4.0
1.03,3.19,1.0
2.93,5.0,4.0
2.56,4.75,4.67
3.23,5.0,4.0
3.11,5.0,4.0
3.09,5.0,4.0
2.48,4.73,4.0
3.42,5.0,4.33
2.24,4.66,4.0
2.5,4.73,4.0
3.27,5.0,4.33
2.93,5.0,4.33
3.42,5.0,4.33
2.59,4.77,4.33
3.16,5.0,4.0
1.55,3.78,2.0
3.31,5.0,3.67
3.36,5.0,4.33
3.2,5.0,4.0
2.98,5.0,4.33
1.48,3.73,3.0
1.78,4.13,3.67
2.93,5.0,3.67
3.1,5.0,4.0
2.93,5.0,4.0
3.13,5.0,4.67
2.55,4.75,4.0
