y_qlow,y_qup,y_test
4.35,5.0,5.0
4.45,5.0,5.0
4.45,5.0,5.0
4.45,5.0,5.0
4.34,5.0,4.67
4.45,5.0,5.0
4.46,5.0,5.0
4.36,5.0,5.0
4.35,5.0,4.33
4.35,5.0,5.0
4.35,5.0,5.0
4.23,5.0,5.0
1.0,3.26,2.67
4.35,5.0,5.0
4.35,5.0,5.0
4.44,5.0,5.0
1.0,2.5,2.33
4.35,5.0,5.0
4.24,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.45,5.0,5.0
4.35,5.0,5.0
4.44,5.0,5.0
3.91,5.0,5.0
4.34,5.0,5.0
4.22,5.0,5.0
4.44,5.0,5.0
3.56,5.0,1.67
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.36,5.0,5.0
3.94,5.0,5.0
4.44,5.0,5.0
4.05,5.0,3.0
1.0,3.2,4.33
4.44,5.0,5.0
1.0,2.5,1.0
4.34,5.0,5.0
4.43,5.0,5.0
4.45,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.46,5.0,5.0
3.87,5.0,5.0
4.35,5.0,5.0
3.38,5.0,4.0
4.44,5.0,4.67
3.82,5.0,5.0
3.23,5.0,1.67
4.45,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.34,5.0,5.0
4.44,5.0,5.0
4.35,5.0,5.0
3.41,5.0,2.33
1.0,3.26,4.67
4.22,5.0,2.67
3.98,5.0,5.0
4.35,5.0,5.0
3.99,5.0,5.0
4.01,5.0,5.0
4.44,5.0,5.0
4.35,5.0,5.0
1.0,3.19,1.67
4.35,5.0,5.0
3.95,5.0,5.0
4.35,5.0,5.0
1.0,3.12,2.0
4.45,5.0,5.0
1.0,3.19,1.67
4.36,5.0,5.0
4.45,5.0,4.33
4.44,5.0,5.0
4.45,5.0,5.0
4.23,5.0,5.0
4.36,5.0,5.0
4.35,5.0,5.0
4.45,5.0,5.0
4.35,5.0,5.0
4.45,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.36,5.0,5.0
4.35,5.0,5.0
4.2,5.0,5.0
4.35,5.0,5.0
4.27,5.0,4.67
4.44,5.0,5.0
4.36,5.0,5.0
1.0,3.12,2.0
4.35,5.0,5.0
4.35,5.0,5.0
3.54,5.0,4.0
4.43,5.0,5.0
4.44,5.0,5.0
4.46,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.0,5.0,5.0
4.35,5.0,5.0
3.95,5.0,5.0
3.77,5.0,5.0
4.24,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.36,5.0,5.0
4.35,5.0,5.0
3.91,5.0,5.0
4.36,5.0,5.0
4.03,5.0,5.0
4.44,5.0,5.0
4.46,5.0,5.0
4.36,5.0,5.0
4.35,5.0,5.0
4.43,5.0,5.0
4.45,5.0,5.0
4.35,5.0,5.0
4.45,5.0,5.0
4.35,5.0,5.0
3.99,5.0,5.0
4.23,5.0,5.0
1.25,4.54,1.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.45,5.0,5.0
4.35,5.0,5.0
4.36,5.0,5.0
4.46,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
4.35,5.0,5.0
