y_qlow,y_qup,y_test
4.0,5.0,4.33
4.0,5.0,4.33
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,3.0
4.0,5.0,5.0
4.0,5.0,5.0
4.27,5.0,5.0
4.0,5.0,4.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,2.67
4.25,5.0,5.0
4.0,5.0,4.33
4.23,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
3.24,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,3.33
4.35,5.0,5.0
4.0,5.0,5.0
4.0,5.0,3.67
4.23,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.29,5.0,5.0
4.05,5.0,5.0
4.23,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.29,5.0,5.0
4.0,5.0,5.0
4.21,5.0,1.67
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.24,5.0,4.33
4.0,5.0,5.0
4.0,5.0,2.67
4.0,5.0,4.67
4.29,5.0,5.0
4.23,5.0,3.33
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.24,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,3.67
4.0,5.0,5.0
3.94,5.0,5.0
4.0,5.0,5.0
4.0,5.0,2.33
4.0,5.0,5.0
4.22,5.0,4.67
4.0,5.0,2.0
4.0,5.0,5.0
4.0,5.0,4.33
4.11,5.0,5.0
4.0,5.0,3.67
4.0,5.0,5.0
4.0,5.0,3.0
4.22,5.0,5.0
4.0,5.0,4.0
4.0,5.0,5.0
4.29,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,5.0
4.24,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,1.67
4.23,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.0
4.24,5.0,5.0
4.29,5.0,5.0
4.25,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.27,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
3.67,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,4.67
3.74,5.0,5.0
4.16,5.0,5.0
4.0,5.0,5.0
4.28,5.0,5.0
4.0,5.0,5.0
4.23,5.0,4.67
4.31,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,2.67
4.0,5.0,4.33
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.26,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,5.0
4.24,5.0,5.0
4.25,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.2,5.0,5.0
4.01,5.0,5.0
4.0,5.0,5.0
4.25,5.0,5.0
4.24,5.0,5.0
4.24,5.0,5.0
4.26,5.0,5.0
4.0,5.0,5.0
4.24,5.0,5.0
4.22,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.0,5.0,4.33
4.0,5.0,5.0
4.0,5.0,5.0
4.15,5.0,5.0
4.0,5.0,3.67
4.0,5.0,5.0
4.0,5.0,4.67
4.21,5.0,5.0
4.0,5.0,4.67
4.0,5.0,2.0
4.0,5.0,3.67
4.19,5.0,4.33
4.0,5.0,4.67
4.0,5.0,2.67
4.0,5.0,4.33
4.0,5.0,3.67
4.0,5.0,4.67
4.0,5.0,5.0
4.24,5.0,5.0
4.0,5.0,5.0
4.0,5.0,2.33
4.23,5.0,5.0
4.0,5.0,4.67
4.0,5.0,4.33
4.24,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.0,5.0,5.0
4.0,5.0,5.0
4.27,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,2.0
4.25,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.24,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.25,5.0,3.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.27,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.3,5.0,4.67
4.0,5.0,5.0
4.0,5.0,5.0
4.25,5.0,3.0
2.49,5.0,2.67
4.0,5.0,1.67
4.0,5.0,5.0
4.0,5.0,3.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.0,5.0,5.0
4.23,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,4.33
4.24,5.0,4.67
4.0,5.0,1.67
4.22,5.0,5.0
4.0,5.0,4.33
4.25,5.0,5.0
4.24,5.0,5.0
4.0,5.0,2.0
4.0,5.0,2.0
4.23,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,3.67
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.24,5.0,5.0
4.28,5.0,3.67
4.0,5.0,5.0
4.0,5.0,4.67
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
4.0,5.0,5.0
