y_qlow,y_qup,y_test
4.54,5.0,5.0
4.42,5.0,5.0
4.5,5.0,5.0
4.6,5.0,5.0
4.3,5.0,5.0
1.58,5.0,5.0
4.3,5.0,5.0
4.56,5.0,5.0
4.56,5.0,5.0
4.51,5.0,5.0
4.45,5.0,5.0
1.0,2.35,2.67
4.56,5.0,5.0
4.56,5.0,5.0
4.35,5.0,5.0
4.3,5.0,5.0
1.0,2.35,2.67
4.55,5.0,5.0
3.95,5.0,2.0
4.38,5.0,2.67
4.3,5.0,5.0
4.08,5.0,5.0
4.59,5.0,5.0
4.54,5.0,5.0
4.48,5.0,4.67
4.58,5.0,5.0
4.37,5.0,5.0
3.99,5.0,2.0
4.3,5.0,5.0
4.55,5.0,5.0
4.49,5.0,1.67
4.54,5.0,5.0
4.59,5.0,5.0
4.48,5.0,5.0
4.54,5.0,5.0
4.55,5.0,5.0
4.59,5.0,5.0
4.55,5.0,5.0
4.55,5.0,5.0
1.51,5.0,5.0
4.55,5.0,5.0
4.14,5.0,4.67
3.94,5.0,5.0
4.6,5.0,5.0
4.59,5.0,5.0
4.3,5.0,2.0
4.3,5.0,5.0
4.57,5.0,5.0
4.59,5.0,5.0
4.54,5.0,5.0
4.58,5.0,5.0
4.54,5.0,5.0
4.34,5.0,3.67
1.18,2.68,1.33
4.39,5.0,4.67
3.93,5.0,1.67
4.3,5.0,5.0
4.47,5.0,4.67
4.39,5.0,5.0
4.3,5.0,2.0
4.55,5.0,5.0
4.56,5.0,5.0
4.54,5.0,5.0
3.94,5.0,1.0
4.21,5.0,4.33
4.54,5.0,5.0
4.3,5.0,3.67
4.54,5.0,5.0
4.5,5.0,5.0
4.55,5.0,5.0
4.53,5.0,5.0
4.56,5.0,5.0
1.19,2.67,2.0
4.58,5.0,5.0
4.59,5.0,4.67
4.3,5.0,5.0
4.5,5.0,5.0
4.3,5.0,5.0
4.6,5.0,5.0
4.53,5.0,5.0
4.14,5.0,5.0
4.54,5.0,5.0
4.57,5.0,5.0
4.6,5.0,5.0
4.3,5.0,5.0
4.6,5.0,5.0
4.28,5.0,5.0
4.37,5.0,5.0
4.5,5.0,5.0
4.58,5.0,5.0
4.47,5.0,5.0
4.6,5.0,5.0
4.48,5.0,5.0
4.4,5.0,4.67
4.59,5.0,5.0
4.57,5.0,5.0
4.1,5.0,5.0
4.3,5.0,5.0
4.57,5.0,5.0
4.13,5.0,5.0
4.3,5.0,5.0
4.58,5.0,5.0
4.56,5.0,5.0
4.48,5.0,5.0
4.6,5.0,5.0
4.41,5.0,5.0
4.3,5.0,5.0
