y_qlow,y_qup,y_test
3.1,5.0,5.0
3.49,5.0,3.0
3.13,5.0,4.0
3.09,5.0,4.33
2.53,4.95,4.0
2.3,4.92,2.33
3.04,5.0,4.0
3.07,5.0,3.0
2.41,5.0,2.67
3.14,5.0,4.0
3.17,5.0,5.0
3.15,5.0,3.0
2.11,4.52,3.0
1.89,4.56,2.0
3.03,5.0,4.0
3.14,5.0,4.33
3.55,5.0,4.33
2.02,4.51,4.0
3.43,5.0,3.67
3.17,5.0,4.67
3.15,5.0,4.0
3.14,5.0,3.67
3.39,5.0,3.67
3.04,5.0,3.33
3.03,5.0,4.0
2.58,4.85,2.67
1.89,4.17,3.33
3.06,5.0,3.67
3.02,5.0,2.33
3.42,5.0,4.67
2.9,5.0,3.67
2.33,4.94,4.67
3.0,5.0,3.0
2.13,4.57,3.67
2.19,4.62,3.67
2.2,4.52,3.67
3.07,5.0,4.0
3.12,5.0,4.33
2.47,5.0,3.0
3.06,5.0,3.0
2.9,5.0,3.67
2.9,5.0,3.67
1.83,4.73,4.0
2.84,4.92,4.67
2.19,4.53,1.67
3.36,5.0,3.67
3.13,5.0,3.33
3.44,5.0,4.33
2.46,4.71,2.33
3.11,5.0,4.33
3.09,5.0,4.0
1.76,4.0,3.0
3.13,5.0,4.0
2.21,4.87,2.67
3.41,5.0,5.0
2.9,5.0,4.67
3.15,5.0,4.33
2.1,4.49,3.33
1.48,3.12,1.33
2.9,5.0,3.67
3.03,5.0,3.67
1.9,4.46,2.33
3.02,5.0,4.33
3.54,5.0,4.0
2.9,5.0,4.67
2.25,4.71,4.0
2.96,5.0,4.67
2.9,5.0,4.67
3.11,5.0,4.33
3.07,5.0,3.67
3.33,5.0,4.67
3.05,5.0,4.33
3.14,5.0,3.33
3.17,5.0,4.67
3.19,5.0,4.33
3.47,5.0,4.67
3.37,5.0,4.67
2.9,5.0,4.67
2.9,5.0,3.0
2.7,4.85,4.33
2.29,4.39,3.67
2.59,4.87,2.33
2.9,5.0,3.0
1.88,4.0,2.33
3.17,5.0,4.33
3.09,5.0,4.67
2.9,4.98,3.33
2.29,4.65,4.33
2.09,4.41,3.0
2.16,4.85,1.67
3.14,5.0,4.0
1.91,4.77,2.67
2.69,4.84,3.0
2.9,5.0,4.0
1.59,4.92,5.0
3.13,5.0,2.33
3.55,5.0,4.0
3.39,5.0,3.33
2.28,4.9,1.67
3.57,5.0,4.33
3.46,5.0,4.67
3.48,5.0,4.0
2.9,5.0,3.67
1.79,4.01,4.33
2.32,4.4,4.33
3.14,5.0,4.0
3.12,5.0,4.33
2.84,4.95,4.33
3.52,5.0,5.0
2.9,5.0,3.33
2.25,4.88,3.0
3.17,5.0,4.67
1.47,3.11,3.33
3.12,5.0,3.67
2.01,4.49,4.0
3.42,5.0,4.33
1.56,4.22,3.0
3.4,5.0,3.33
3.12,5.0,4.33
3.17,5.0,4.67
3.0,5.0,5.0
3.54,5.0,4.33
2.67,4.82,4.0
2.62,4.65,4.67
3.39,5.0,4.0
2.9,5.0,2.0
3.09,5.0,4.0
2.3,4.92,3.0
2.64,5.0,4.0
2.62,4.8,3.67
2.9,5.0,2.67
2.9,5.0,2.33
2.96,5.0,4.0
3.47,5.0,4.33
2.9,5.0,4.33
3.44,5.0,3.67
2.27,4.9,4.0
3.02,5.0,4.0
3.48,5.0,4.67
2.29,4.4,4.0
1.57,4.35,3.0
2.84,4.91,4.33
3.12,5.0,3.67
2.9,5.0,3.33
2.31,4.4,2.33
1.57,4.35,2.67
2.9,5.0,1.0
2.9,5.0,3.0
2.9,5.0,4.0
3.19,5.0,5.0
3.36,5.0,4.67
2.3,4.92,3.0
1.9,4.01,3.33
3.1,5.0,4.0
2.49,4.7,3.67
3.05,5.0,4.0
2.5,4.7,2.67
2.28,4.9,2.33
2.9,5.0,4.33
3.2,5.0,5.0
3.41,5.0,4.0
