y_qlow,y_qup,y_test
1.58,4.61,3.67
3.09,5.0,4.33
3.24,5.0,4.0
1.54,4.44,2.33
1.36,4.09,4.0
1.68,5.0,4.33
1.33,4.06,4.33
1.92,4.96,3.67
1.0,2.97,2.33
3.31,5.0,4.33
3.1,5.0,3.67
1.0,3.53,3.33
3.25,5.0,3.67
1.49,4.29,2.33
1.61,4.76,3.33
1.45,4.19,3.33
1.0,3.53,3.67
1.58,4.64,2.0
1.0,3.45,2.33
1.0,3.52,2.33
1.65,4.87,2.67
1.0,3.52,3.33
1.96,4.98,4.33
1.0,3.6,1.67
1.52,4.42,3.33
1.51,4.41,2.0
1.5,4.31,1.0
1.31,4.62,3.67
1.94,4.97,2.33
1.69,5.0,4.67
1.69,5.0,1.67
1.61,4.77,2.33
2.88,5.0,4.33
2.02,5.0,3.33
2.93,5.0,2.33
1.56,5.0,2.67
2.05,5.0,3.33
1.69,5.0,3.67
1.49,4.23,4.33
2.07,5.0,2.67
1.77,5.0,4.0
1.0,3.51,2.67
3.34,5.0,4.67
1.69,5.0,5.0
1.86,5.0,3.33
3.19,5.0,4.67
2.34,5.0,2.33
2.38,5.0,4.33
2.28,5.0,2.67
3.37,5.0,4.33
3.22,5.0,4.33
2.92,5.0,4.33
1.63,5.0,4.33
1.74,5.0,4.33
1.9,4.95,3.33
1.0,2.99,4.67
2.47,5.0,4.67
1.67,5.0,1.67
1.65,5.0,3.67
2.92,5.0,4.33
1.0,3.53,1.33
1.85,5.0,3.0
2.89,5.0,4.0
1.69,5.0,2.67
1.92,4.97,2.67
2.56,5.0,4.33
3.41,5.0,4.33
1.47,4.26,1.67
1.63,5.0,2.0
3.01,5.0,3.33
1.69,5.0,5.0
1.93,4.95,4.33
1.69,5.0,3.33
2.31,5.0,2.33
1.69,5.0,4.33
3.14,5.0,4.67
1.11,4.41,2.33
1.93,4.96,4.67
1.84,5.0,3.0
1.0,3.68,2.33
1.61,4.75,3.0
1.93,4.97,4.67
2.59,5.0,3.67
1.91,4.96,4.67
2.83,5.0,3.33
1.54,4.48,3.33
1.83,5.0,4.67
1.45,4.9,4.67
1.58,4.71,3.67
3.16,5.0,5.0
1.5,4.38,4.33
1.69,5.0,4.67
2.92,5.0,4.33
2.35,5.0,4.33
3.07,5.0,4.33
1.0,3.48,3.67
2.94,5.0,3.67
1.64,4.8,3.33
1.93,4.96,4.33
1.0,3.51,2.33
1.62,5.0,1.67
2.2,5.0,2.67
2.95,5.0,5.0
3.01,5.0,4.33
1.91,5.0,1.67
1.7,5.0,4.33
2.91,5.0,2.67
2.16,5.0,2.67
