y_qlow,y_qup,y_test
2.73,5.0,3.33
1.04,3.72,2.33
1.91,4.71,2.33
1.93,5.0,3.67
1.66,4.78,2.33
2.89,5.0,4.67
3.28,5.0,4.33
1.57,4.63,3.33
1.7,4.8,1.67
1.27,3.92,4.33
1.19,3.72,3.0
1.87,4.83,4.0
1.52,4.26,2.33
1.95,4.81,1.67
1.86,4.83,4.33
2.01,4.82,3.67
2.89,5.0,5.0
1.39,4.05,2.67
2.38,5.0,2.67
2.0,5.0,4.0
1.56,4.33,2.67
1.93,5.0,5.0
1.48,4.19,3.33
1.12,3.72,2.0
1.93,5.0,3.0
1.82,4.64,2.67
1.64,4.46,4.33
1.3,3.96,4.33
1.93,5.0,5.0
1.77,4.81,1.67
1.93,4.8,3.0
2.8,5.0,4.67
2.13,4.6,3.67
1.6,4.4,3.0
1.69,4.52,4.0
1.58,4.63,1.67
1.65,4.78,2.33
1.94,4.82,3.0
1.0,3.72,1.67
1.61,4.41,3.33
1.93,5.0,3.0
1.97,4.82,2.67
1.95,4.81,2.33
1.59,4.38,4.0
1.34,3.99,2.33
2.02,4.83,4.33
3.26,5.0,4.33
1.98,4.82,2.0
3.14,5.0,4.0
2.16,5.0,1.67
1.0,5.0,2.33
2.93,5.0,4.0
1.12,3.72,2.67
1.0,3.72,1.33
1.0,5.0,2.67
1.0,3.73,1.33
1.5,4.21,3.33
1.93,5.0,3.33
1.0,3.72,1.0
1.94,4.81,4.67
1.91,4.79,1.67
3.0,5.0,3.67
1.93,5.0,3.67
2.85,5.0,4.0
1.19,3.72,1.67
1.57,4.35,5.0
2.9,5.0,4.67
2.12,5.0,1.67
2.48,5.0,2.67
2.46,5.0,3.0
1.37,4.03,2.33
1.93,5.0,4.0
1.93,5.0,2.67
1.0,5.0,1.33
2.14,4.86,4.33
2.01,4.83,4.33
3.14,5.0,4.33
1.93,5.0,4.33
1.93,5.0,3.67
1.97,4.82,2.67
1.59,4.39,3.0
2.69,5.0,5.0
1.76,4.81,2.0
1.61,4.76,2.67
3.02,5.0,4.33
1.0,5.0,1.67
2.61,5.0,4.33
2.58,5.0,5.0
1.94,4.74,5.0
3.29,5.0,3.67
1.79,4.82,1.0
2.65,5.0,4.0
2.94,5.0,3.67
1.87,4.83,4.33
3.3,5.0,4.33
1.45,4.13,2.67
1.91,4.72,3.33
1.55,4.3,3.33
2.88,5.0,4.33
1.0,3.72,4.67
2.61,5.0,5.0
1.59,4.37,2.67
2.92,5.0,3.0
1.96,4.82,4.33
4.17,5.0,4.67
2.98,5.0,4.0
2.57,5.0,3.33
3.15,5.0,5.0
1.55,4.32,3.67
1.93,5.0,1.67
2.12,4.93,3.0
1.49,4.2,1.67
1.93,5.0,4.33
2.74,5.0,4.0
1.44,4.59,2.0
3.24,5.0,4.33
1.85,4.83,3.0
1.99,4.83,4.67
1.6,4.39,3.33
2.83,5.0,3.0
1.93,5.0,5.0
1.17,3.82,5.0
1.0,3.73,5.0
3.32,5.0,4.0
1.33,3.99,2.0
1.98,4.81,4.33
1.93,5.0,1.67
2.16,5.0,3.67
1.93,5.0,3.67
1.96,4.81,5.0
1.93,5.0,3.0
3.12,5.0,5.0
1.75,4.57,3.0
2.92,5.0,4.0
2.89,5.0,2.67
2.26,5.0,2.67
1.98,4.81,4.67
1.93,5.0,3.67
3.33,5.0,4.67
1.42,4.07,3.0
3.04,5.0,4.33
2.56,5.0,5.0
1.84,4.83,4.33
1.93,5.0,4.67
2.54,5.0,3.0
2.83,5.0,4.0
3.27,5.0,4.67
1.52,4.62,2.67
3.13,5.0,4.67
1.6,4.39,3.33
1.97,4.81,3.0
2.29,5.0,2.67
1.52,4.61,2.67
1.33,3.98,2.67
1.66,4.49,2.33
2.8,5.0,4.33
1.88,4.84,2.0
1.51,4.59,1.67
1.93,5.0,5.0
3.27,5.0,4.67
2.83,5.0,4.33
1.93,5.0,4.67
1.0,3.72,1.33
1.93,5.0,2.67
1.93,5.0,5.0
1.53,4.61,2.33
2.0,4.83,3.67
1.98,4.81,5.0
1.45,4.13,1.67
1.43,4.59,1.67
1.81,4.82,2.0
1.96,4.8,2.67
2.54,5.0,4.33
2.91,5.0,3.0
1.76,4.58,2.67
2.93,5.0,2.33
1.8,4.62,3.67
1.88,4.83,3.67
1.85,4.83,4.33
2.98,5.0,5.0
2.27,5.0,4.33
1.36,4.02,2.67
1.85,4.83,3.0
3.05,5.0,5.0
1.57,4.62,4.0
1.41,4.07,2.0
2.82,5.0,5.0
3.2,5.0,4.33
1.12,3.72,1.67
2.91,5.0,4.33
1.64,4.77,4.0
1.15,3.79,2.67
3.42,5.0,4.67
3.37,5.0,5.0
1.0,3.71,2.0
1.62,4.42,3.0
3.23,5.0,4.0
2.22,5.0,4.67
1.42,4.08,3.67
2.19,4.95,2.67
2.0,4.83,4.0
1.93,5.0,2.67
1.93,5.0,2.0
1.87,4.83,4.0
1.29,3.95,2.33
3.08,5.0,4.33
2.4,5.0,5.0
3.47,5.0,4.33
1.27,3.91,2.33
3.23,5.0,4.0
1.62,4.42,2.67
1.53,4.62,3.0
1.44,4.12,3.33
1.93,5.0,2.67
2.47,5.0,3.33
1.2,3.82,1.67
1.54,4.27,3.33
1.93,5.0,2.33
1.93,5.0,3.0
2.12,4.6,4.0
1.85,4.83,1.67
3.06,5.0,5.0
1.45,4.14,2.33
1.91,4.71,3.33
1.07,3.72,1.67
2.23,5.0,4.33
3.08,5.0,4.67
2.13,4.6,3.33
1.49,4.2,2.67
1.68,4.79,4.33
2.36,5.0,1.67
3.43,5.0,4.33
1.17,3.72,2.33
2.88,5.0,3.0
3.39,5.0,4.0
2.0,4.83,3.0
1.91,4.71,2.67
1.2,3.73,1.0
3.08,5.0,4.33
2.13,4.61,4.33
2.82,5.0,3.0
2.76,5.0,4.0
1.93,5.0,3.0
3.24,5.0,3.0
1.99,4.83,4.0
1.24,3.88,1.0
2.51,5.0,3.0
3.25,5.0,4.67
1.5,4.61,1.67
1.24,3.89,4.0
1.47,4.15,2.33
3.24,5.0,4.33
1.93,4.8,4.33
1.5,4.21,3.33
3.41,5.0,4.33
2.2,5.0,3.0
1.87,4.83,4.67
1.51,4.22,3.33
1.81,4.82,1.67
1.94,4.74,1.67
1.5,4.61,2.33
1.7,4.52,2.67
1.31,3.96,2.33
3.05,5.0,4.33
2.18,5.0,4.33
1.56,4.63,2.0
3.08,5.0,4.67
2.66,5.0,3.33
1.52,4.62,3.33
2.96,5.0,4.33
2.2,5.0,3.0
2.76,5.0,4.33
2.55,5.0,4.0
1.92,4.72,5.0
1.2,3.73,3.33
3.13,5.0,4.33
2.0,4.83,4.0
1.09,3.72,2.67
1.73,4.8,3.0
1.93,5.0,2.0
2.14,5.0,2.67
1.93,5.0,2.33
3.13,5.0,4.67
1.36,4.01,2.33
1.31,3.96,3.0
1.95,4.8,3.33
3.18,5.0,4.0
1.0,5.0,2.33
2.46,5.0,3.33
2.81,5.0,5.0
1.55,4.31,3.0
2.33,5.0,4.33
3.18,5.0,4.0
1.16,3.72,1.67
2.74,5.0,2.67
2.11,4.6,4.67
1.21,3.73,2.0
1.6,4.39,2.67
1.64,4.47,4.0
1.59,4.38,3.67
1.88,4.83,4.67
3.01,5.0,4.67
3.19,5.0,4.33
3.24,5.0,4.0
1.5,4.21,2.0
2.34,5.0,3.33
1.93,5.0,1.67
1.5,4.21,2.33
3.21,5.0,4.33
1.56,4.33,5.0
2.84,5.0,5.0
1.96,4.81,4.33
1.5,4.6,3.0
1.46,4.15,5.0
1.96,4.82,1.33
1.99,4.83,3.0
1.73,4.56,3.67
1.98,4.83,1.67
1.0,3.71,1.67
1.95,4.81,2.67
1.52,4.23,4.33
2.83,5.0,3.67
3.41,5.0,3.67
2.49,5.0,3.67
1.55,4.31,3.33
1.77,4.81,3.0
1.94,4.8,3.33
2.21,5.0,4.0
1.31,3.96,2.67
1.0,5.0,2.0
1.58,4.36,2.0
1.96,4.81,4.67
2.86,5.0,4.0
2.32,5.0,2.67
1.74,4.56,4.0
1.1,3.72,3.67
3.08,5.0,4.33
1.0,5.0,3.33
2.92,5.0,4.0
2.16,5.0,4.33
3.42,5.0,4.0
2.77,5.0,4.33
1.93,5.0,4.33
2.84,5.0,5.0
2.18,5.0,4.67
1.17,3.72,2.33
1.18,3.72,1.67
