1,2,3,4,5,coherence
-1.6503623723983765,-0.5722373723983765,-1.5409873723983765,-3.853487491607666,-6.087862491607666,1.3333333333333333
-3.632725715637207,-1.820225715637207,-0.726475715637207,-1.304600715637207,-3.070225715637207,2.3333333333333335
-4.445602893829346,-2.3674778938293457,-0.7737277746200562,-1.0081027746200562,-2.8206028938293457,2.3333333333333335
-2.193237781524658,-0.7401129007339478,-1.0526129007339478,-3.021362781524658,-5.255737781524658,1.6666666666666667
-3.7357399463653564,-1.9544899463653564,-0.7669899463653564,-1.1732399463653564,-2.9388649463653564,3.3333333333333335
-3.6216557025909424,-1.7622807025909424,-0.7310307621955872,-1.3091557025909424,-3.1841557025909424,4.0
-3.0075531005859375,-1.3825531005859375,-0.7731780409812927,-1.6169281005859375,-3.5231781005859375,3.3333333333333335
-4.4985246658325195,-2.4203994274139404,-0.7485244274139404,-1.0453994274139404,-2.6860244274139404,3.3333333333333335
-0.7668806314468384,-0.9387556314468384,-2.157505512237549,-4.220005512237549,-4.860630512237549,4.666666666666667
-2.8493123054504395,-1.3336873054504395,-0.7711873054504395,-1.7555623054504395,-3.3024373054504395,4.333333333333333
-2.7253165245056152,-1.1471915245056152,-0.78781658411026,-2.0065665245056152,-3.9440665245056152,2.6666666666666665
-2.5851194858551025,-1.3194944858551025,-0.8663694858551025,-1.7101194858551025,-3.0538694858551025,2.6666666666666665
-4.582726955413818,-2.6921017169952393,-0.957726776599884,-0.910851776599884,-2.0514767169952393,3.3333333333333335
-3.5457444190979004,-1.46761953830719,-0.6394945383071899,-1.67074453830719,-4.1863694190979,1.6666666666666667
-3.7879459857940674,-1.8504459857940674,-0.6941959261894226,-1.3348209857940674,-3.0379459857940674,1.6666666666666667
-2.476207971572876,-0.9605830311775208,-0.8668330311775208,-2.382457971572876,-4.429333209991455,1.0
-2.0535809993743896,-0.7567059397697449,-1.0848309993743896,-2.9598309993743896,-5.2098307609558105,2.0
-2.641160011291504,-1.3599098920822144,-0.8286598920822144,-1.6255348920822144,-3.516160011291504,4.0
-5.804588317871094,-4.945213317871094,-2.0702133178710938,-0.6327133178710938,-1.1170883178710938,4.333333333333333
-3.8263492584228516,-2.3419742584228516,-0.920099139213562,-0.982599139213562,-2.2794742584228516,3.6666666666666665
-4.923615455627441,-3.3923654556274414,-1.2517404556274414,-0.6892403960227966,-1.7986154556274414,4.0
-5.807262420654297,-4.651012420654297,-1.9166371822357178,-0.6197621822357178,-1.2135121822357178,4.0
-6.020040035247803,-5.082540035247803,-2.1919150352478027,-0.676289975643158,-1.0044150352478027,4.333333333333333
-3.7485952377319336,-2.2485952377319336,-0.8423452973365784,-1.0454702377319336,-2.5298452377319336,2.6666666666666665
-0.6915679574012756,-1.1290678977966309,-2.144692897796631,-3.879067897796631,-3.488442897796631,4.666666666666667
-4.937436580657959,-3.656186580657959,-1.234311580657959,-0.640561580657959,-1.953061580657959,4.666666666666667
-3.3448729515075684,-2.2511229515075684,-0.9698729515075684,-1.0479979515075684,-2.1417479515075684,3.6666666666666665
-5.804588317871094,-4.945213317871094,-2.0702133178710938,-0.6327133178710938,-1.1170883178710938,4.333333333333333
-2.8018856048583984,-1.2393856048583984,-0.7393856048583984,-1.9581356048583984,-3.8175106048583984,4.0
-3.858858108520508,-2.280733108520508,-0.8432331681251526,-1.0463581085205078,-2.436983108520508,3.6666666666666665
-1.992258071899414,-0.8360080122947693,-1.054758071899414,-2.726633071899414,-4.789133071899414,3.3333333333333335
-1.5086936950683594,-0.5711937546730042,-1.6649436950683594,-4.055568695068359,-6.539943695068359,3.0
-1.5432722568511963,-0.5432722568511963,-1.7151472568511963,-4.121397018432617,-6.496397018432617,3.0
-3.466693878173828,-1.9666937589645386,-0.8104437589645386,-1.1698187589645386,-2.763568878173828,4.333333333333333
-2.489117383956909,-1.1922423839569092,-0.8484923839569092,-1.8953673839569092,-3.707867383956909,3.6666666666666665
-1.6033728122711182,-0.7752477526664734,-1.2908728122711182,-3.165872812271118,-4.728372573852539,3.6666666666666665
-3.266545295715332,-1.438420295715332,-0.6884202361106873,-1.672795295715332,-3.610295295715332,4.333333333333333
-2.4545633792877197,-1.0483133792877197,-0.8764383792877197,-2.0951883792877197,-4.251438140869141,4.0
-2.5853395462036133,-1.2884645462036133,-0.8665896058082581,-1.6790895462036133,-3.4603395462036133,4.0
-5.0322675704956055,-3.6103925704956055,-1.3916425704956055,-0.6416425704956055,-1.7041425704956055,4.0
-1.5085201263427734,-0.7428951859474182,-1.3991451263427734,-3.2897701263427734,-4.774145126342773,4.333333333333333
-3.119598627090454,-1.838348627090454,-0.8383486866950989,-1.307098627090454,-2.510223627090454,5.0
-3.545351982116699,-2.185976982116699,-0.9359771013259888,-1.0766021013259888,-2.154726982116699,3.3333333333333335
-3.545351982116699,-2.185976982116699,-0.9359771013259888,-1.0766021013259888,-2.154726982116699,4.0
-3.2507741451263428,-1.7820241451263428,-0.7976491451263428,-1.3132741451263428,-2.7663991451263428,4.0
-1.7917160987854004,-1.2760910987854004,-1.1042160987854004,-1.9792160987854004,-2.6667160987854004,4.0
-3.326148748397827,-1.6542737483978271,-0.7480237483978271,-1.3886487483978271,-3.279273748397827,3.6666666666666665
-3.5005264282226562,-1.8755264282226562,-0.7349014282226562,-1.2505264282226562,-3.3442764282226562,2.6666666666666665
-2.5798730850219727,-1.0798730850219727,-0.8142481446266174,-2.1111230850219727,-4.501748085021973,3.3333333333333335
-3.9474270343780518,-2.8068020343780518,-1.2599270343780518,-0.9318020343780518,-1.4474270343780518,4.0
-3.5115625858306885,-1.9959375858306885,-0.8396875262260437,-1.1521875858306885,-2.5584375858306885,3.3333333333333335
-5.692033290863037,-4.738908290863037,-2.035783290863037,-0.7857832908630371,-0.9264082908630371,4.666666666666667
-5.838449478149414,-4.869699478149414,-2.104074716567993,-0.7446997165679932,-0.9478247165679932,4.333333333333333
-4.552981853485107,-3.3811066150665283,-1.3967316150665283,-0.8342316746711731,-1.3186066150665283,3.6666666666666665
-3.0303401947021484,-1.5615901947021484,-0.8428401350975037,-1.4209651947021484,-2.7959651947021484,3.0
-5.20777702331543,-3.8640270233154297,-1.4734020233154297,-0.6296519637107849,-1.5827770233154297,5.0
-0.6184841394424438,-0.9622341394424438,-2.7278590202331543,-5.087234020233154,-6.384109020233154,2.0
-5.488924503326416,-4.207674503326416,-1.660799503326416,-0.6607995629310608,-1.317049503326416,4.333333333333333
-2.4808313846588135,-1.1370813846588135,-0.8558313250541687,-1.9964563846588135,-3.6527063846588135,2.6666666666666665
-4.174785137176514,-2.9404101371765137,-1.3154100179672241,-0.8779100179672241,-1.4247850179672241,3.0
-5.79380989074707,-4.82505989074707,-2.1219348907470703,-0.7938099503517151,-0.8875599503517151,4.666666666666667
-3.81844162940979,-2.47469162940979,-0.97469162940979,-0.95906662940979,-2.08406662940979,3.0
-4.432022571563721,-3.0257725715637207,-1.0413976907730103,-0.7601476907730103,-2.2132725715637207,5.0
-2.68001389503479,-0.9612639546394348,-0.8050139546394348,-2.44563889503479,-4.851889133453369,2.6666666666666665
-2.0312063694000244,-0.46870630979537964,-1.5155813694000244,-4.156206130981445,-6.828081130981445,1.6666666666666667
