1,2,3,4,5,relevance
-1.5109679698944092,-0.7922179698944092,-1.3703429698944092,-3.057842969894409,-4.589093208312988,1.6666666666666667
-4.7873663902282715,-4.0842413902282715,-1.4436166286468506,-0.6154915690422058,-1.7092416286468506,2.6666666666666665
-5.174287796020508,-4.549287796020508,-1.6430379152297974,-0.5336629152297974,-1.6742879152297974,2.6666666666666665
-2.4524831771850586,-1.3587331771850586,-0.8743581175804138,-1.7649831771850586,-2.9837331771850586,2.6666666666666665
-4.758519649505615,-3.7585196495056152,-1.4147696495056152,-0.6335196495056152,-1.7116446495056152,4.0
-4.623211860656738,-3.5138370990753174,-1.2638370990753174,-0.6700870394706726,-1.8888370990753174,4.0
-3.8931074142456055,-2.8149824142456055,-1.1118574142456055,-0.8306074738502502,-1.9868574142456055,3.0
-5.254449367523193,-4.066949367523193,-1.3794493675231934,-0.6294493675231934,-1.7075743675231934,3.6666666666666665
-0.8488773107528687,-1.0363773107528687,-1.8801273107528687,-3.505127429962158,-3.973877429962158,2.6666666666666665
-3.8266897201538086,-2.4985647201538086,-0.920439600944519,-0.982939600944519,-2.2016897201538086,4.0
-2.9272024631500244,-1.7397024631500244,-0.8334524631500244,-1.3803274631500244,-2.6772024631500244,3.0
-3.194263219833374,-2.459888219833374,-1.069263219833374,-1.038013219833374,-1.850513219833374,2.0
-5.5235443115234375,-4.7110443115234375,-1.8360443115234375,-0.5704192519187927,-1.3829193115234375,4.0
-4.258728981018066,-3.1337289810180664,-1.0399788618087769,-0.7431038618087769,-2.3681039810180664,2.3333333333333335
-4.748510360717773,-3.6547603607177734,-1.1860103607177734,-0.6703853011131287,-2.0297603607177734,4.0
-2.8424839973449707,-1.9831089973449707,-0.9206089973449707,-1.2018589973449707,-2.4518589973449707,1.6666666666666667
-2.371028423309326,-1.2147784233093262,-0.8397783637046814,-1.9804034233093262,-3.777278423309326,3.0
-2.8376941680908203,-1.8376941680908203,-0.8376941084861755,-1.2595691680908203,-3.0720691680908203,4.333333333333333
-5.67742395401001,-6.05242395401001,-2.974299192428589,-0.7867991328239441,-0.7399241328239441,4.0
-3.891974925994873,-2.782599925994873,-0.9700998663902283,-0.8763498663902283,-2.220099925994873,4.0
-5.095550060272217,-4.548675060272217,-1.7205501794815063,-0.5643001794815063,-1.5018001794815063,4.333333333333333
-5.433652400970459,-5.339902400970459,-2.214902400970459,-0.5742774605751038,-1.183652400970459,4.333333333333333
-5.598209381103516,-5.902896881103516,-2.8950846195220947,-0.8169596195220947,-0.7232096195220947,4.666666666666667
-4.2183732986450195,-3.4839982986450195,-1.218373417854309,-0.6714984178543091,-2.0464982986450195,4.666666666666667
-0.6191797256469727,-1.4941797256469727,-2.1973047256469727,-3.3223047256469727,-2.6660547256469727,4.0
-4.938819408416748,-4.626319408416748,-1.6575692892074585,-0.5169442892074585,-1.7044442892074585,4.333333333333333
