1,2,3,4,5,relevance
-5.4670610427856445,-4.5451860427856445,-1.8420610427856445,-0.6389359831809998,-1.2326860427856445,4.0
-3.1458539962768555,-1.6614789962768555,-0.7708539366722107,-1.3646039962768555,-3.2396039962768555,3.6666666666666665
-2.2596595287323,-1.5409095287322998,-0.8221595287322998,-1.8377845287322998,-2.6034095287323,3.3333333333333335
-1.3941826820373535,-0.9098077416419983,-1.3316826820373535,-2.9098076820373535,-3.7535576820373535,1.3333333333333333
-0.6506813764572144,-1.0413063764572144,-2.338181495666504,-4.244431495666504,-4.791306495666504,1.6666666666666667
-6.834446430206299,-6.553196430206299,-3.100071430206299,-0.8188214302062988,-0.6781964302062988,3.6666666666666665
-6.465768814086914,-6.184518814086914,-2.809518814086914,-0.8876438736915588,-0.6532688736915588,4.0
-6.777870178222656,-6.410682678222656,-3.004432439804077,-0.9106824398040771,-0.6138074398040771,4.333333333333333
-6.065121173858643,-5.393246173858643,-2.5182461738586426,-0.7369961142539978,-0.8463711142539978,3.6666666666666665
-5.75726842880249,-5.11664342880249,-2.2572684288024902,-0.7885183095932007,-0.8510183095932007,3.6666666666666665
-6.456169128417969,-6.081169128417969,-2.706169366836548,-0.6749193668365479,-0.8780443668365479,4.333333333333333
-6.069169044494629,-5.678544044494629,-2.287919044494629,-0.6316691040992737,-1.037919044494629,4.333333333333333
-6.393389701843262,-5.705889701843262,-2.3933897018432617,-0.5808898210525513,-1.0808898210525513,4.666666666666667
-5.6158766746521,-4.8658766746521,-2.0690019130706787,-0.7096268534660339,-1.0065019130706787,3.6666666666666665
-5.686656475067139,-4.952281475067139,-1.9679064750671387,-0.6241564750671387,-1.1866564750671387,4.666666666666667
-1.7354869842529297,-1.1417369842529297,-1.1417369842529297,-2.1261119842529297,-3.0167369842529297,4.666666666666667
-1.7916561365127563,-1.4479061365127563,-1.0729061365127563,-1.8229061365127563,-2.510406017303467,3.6666666666666665
-0.6448164582252502,-0.9885664582252502,-2.5510663986206055,-4.5823163986206055,-5.6760663986206055,3.0
-0.4426645338535309,-1.2551645040512085,-2.989539623260498,-5.177039623260498,-5.989539623260498,1.6666666666666667
-2.5551435947418213,-2.0082685947418213,-1.0707685947418213,-1.4613935947418213,-1.6020185947418213,3.3333333333333335
-2.3984546661376953,-2.0234546661376953,-1.0234546661376953,-1.5547046661376953,-1.6328296661376953,3.3333333333333335
-4.636192798614502,-3.839317798614502,-1.651817798614502,-0.8080677390098572,-1.136192798614502,4.333333333333333
-2.3154542446136475,-0.7217043042182922,-1.0654542446136475,-2.8779542446136475,-4.987329483032227,4.333333333333333
-5.886344909667969,-5.417594909667969,-2.3394699096679688,-0.667594850063324,-0.980094850063324,4.333333333333333
-5.018784523010254,-4.284409523010254,-1.7687842845916748,-0.7844092845916748,-1.0656592845916748,4.333333333333333
-5.46185302734375,-4.53997802734375,-2.039978265762329,-0.8212282061576843,-0.8993532061576843,4.0
-5.657200336456299,-5.360325336456299,-2.485325336456299,-0.8290752172470093,-0.7665752172470093,4.333333333333333
-3.7393908500671387,-2.6612658500671387,-1.0206409692764282,-0.9425159692764282,-1.9268909692764282,4.333333333333333
-4.564164161682129,-3.470414161682129,-1.329789161682129,-0.8141641020774841,-1.423539161682129,4.0
-0.995389461517334,-0.901639461517334,-1.807889461517334,-3.401639461517334,-4.292264461517334,4.333333333333333
