1,2,3,4,5,human
-1.158685564994812,-1.158685564994812,-1.408685564994812,-2.8618106842041016,-2.6899356842041016,3
-3.1785497665405273,-1.8660497665405273,-0.8347998261451721,-1.4441747665405273,-2.0379247665405273,3
-1.6178441047668457,-0.9147191047668457,-1.1178441047668457,-2.9772191047668457,-3.8678441047668457,3
-2.583378791809082,-1.145878791809082,-0.7552537322044373,-2.239628791809082,-3.599003791809082,2
-2.983116865158081,-1.436241865158081,-0.7799918055534363,-1.733116865158081,-2.608116865158081,4
-1.454086184501648,-1.063461184501648,-1.204086184501648,-2.7665863037109375,-2.8915863037109375,5
-0.5501636266708374,-1.3001636266708374,-2.112663745880127,-3.847038745880127,-4.987663745880127,2
-1.8100199699401855,-0.9037699699401855,-1.1068949699401855,-2.8412699699401855,-3.2162699699401855,5
-1.2280316352844238,-1.3842816352844238,-1.2592816352844238,-2.290531635284424,-2.681156635284424,3
-1.2896108627319336,-0.9614858627319336,-1.3208608627319336,-3.0708608627319336,-3.6489858627319336,3
-2.1265861988067627,-1.0015861988067627,-0.8765861392021179,-2.7047111988067627,-3.5484611988067627,4
-1.095369577407837,-1.032869577407837,-1.501619577407837,-3.204744577407837,-3.126619577407837,5
-1.5159885883331299,-1.3753635883331299,-1.3597385883331299,-1.9847385883331299,-2.03161358833313,3
-1.0521374940872192,-1.0833874940872192,-1.4583874940872192,-3.0677623748779297,-3.4896373748779297,2
-1.175291895866394,-0.925291895866394,-1.394041895866394,-3.4252920150756836,-4.487792015075684,3
-3.8092031478881836,-2.6842031478881836,-1.449828028678894,-1.543578028678894,-0.777953028678894,5
-1.2631882429122925,-1.1694382429122925,-1.2319382429122925,-2.513188362121582,-3.466313362121582,2
-1.3667747974395752,-0.8980247378349304,-1.2886497974395752,-3.163649797439575,-4.069899559020996,4
-4.710816383361816,-3.3045663833618164,-1.2733163833618164,-0.9608164429664612,-1.2420663833618164,4
-4.864651679992676,-2.974026679992676,-1.0677765607833862,-1.0052765607833862,-1.4740265607833862,5
-4.5383758544921875,-2.9602508544921875,-1.1633758544921875,-0.9133758544921875,-1.5071258544921875,5
-1.8336975574493408,-1.1774475574493408,-0.9586975574493408,-2.239947557449341,-3.239947557449341,2
-2.5852134227752686,-1.5227134227752686,-0.9758384227752686,-1.8195884227752686,-1.8039634227752686,5
-1.6499874591827393,-1.0093624591827393,-1.1343624591827393,-2.7281124591827393,-2.9312374591827393,5
-0.6371886730194092,-1.5746886730194092,-1.9340636730194092,-3.027813673019409,-2.684063673019409,4
-0.38929370045661926,-2.029918670654297,-2.217418670654297,-3.279918670654297,-3.154918670654297,3
-4.526197910308838,-3.573072910308838,-1.8699480295181274,-1.3230730295181274,-0.6199480295181274,3
-4.365467071533203,-2.584216833114624,-0.990466833114624,-1.021716833114624,-1.724841833114624,4
-0.8307766914367676,-1.6745266914367676,-1.5964016914367676,-2.6589016914367676,-2.3151516914367676,1
-1.6133475303649902,-0.9570974707603455,-1.1133475303649902,-2.8477225303649902,-3.5664725303649902,5
-2.3668246269226074,-1.1324496269226074,-0.8043246865272522,-2.3199496269226074,-3.3355746269226074,4
-0.6737404465675354,-1.2518653869628906,-1.8612403869628906,-3.5331153869628906,-4.048740386962891,2
-1.8734835386276245,-1.0609835386276245,-1.0609835386276245,-2.467233657836914,-2.701608657836914,4
-2.3757288455963135,-1.4538538455963135,-1.0319788455963135,-1.9226038455963135,-1.7819788455963135,3
-2.0908071994781494,-1.1845571994781494,-0.9658071398735046,-2.2783071994781494,-2.4814321994781494,4
-0.6059705018997192,-1.3403455018997192,-1.9497205018997192,-3.5122203826904297,-4.02784538269043,1
-2.4446702003479004,-1.5852950811386108,-0.9915450811386108,-1.8196700811386108,-1.7571700811386108,5
-3.673520088195801,-1.9235202074050903,-0.7516452074050903,-1.3453952074050903,-2.361020088195801,4
-2.5899312496185303,-1.4024312496185303,-0.8711812496185303,-1.8711812496185303,-2.2618062496185303,5
-3.8005661964416504,-2.2224411964416504,-0.9099411964416504,-1.2068161964416504,-1.8005661964416504,5
-2.012970447540283,-1.1535955667495728,-1.0129705667495728,-2.309845447540283,-2.450470447540283,5
-1.5950301885604858,-1.1575301885604858,-1.2044051885604858,-2.4700303077697754,-2.3450303077697754,4
-2.949906349182129,-1.4499062299728394,-0.7467812299728394,-1.6530312299728394,-3.106156349182129,4
-2.5664706230163574,-1.175845742225647,-0.785220742225647,-2.1445956230163574,-3.2539706230163574,3
-0.8981505036354065,-1.0231504440307617,-1.6794004440307617,-3.5544004440307617,-4.116900444030762,5
-2.5196781158447266,-2.1603031158447266,-1.269677996635437,-1.707177996635437,-1.082177996635437,4
-1.2965725660324097,-1.6090725660324097,-1.4840725660324097,-2.562197685241699,-1.5153225660324097,4
-1.238662600517273,-1.598037600517273,-1.441787600517273,-2.5511627197265625,-1.660537600517273,5
-2.8701274394989014,-1.8545024394989014,-1.2451274394989014,-1.7138774394989014,-1.1513774394989014,5
-2.8391785621643066,-1.8548036813735962,-1.2610536813735962,-1.6985536813735962,-1.1516786813735962,2
-2.968461751937866,-1.4528367519378662,-0.765336811542511,-1.7497117519378662,-2.609086751937866,4
-2.4810075759887695,-1.3247575759887695,-0.8560075759887695,-1.9653825759887695,-2.4966325759887695,5
-1.7422285079956055,-1.3516035079956055,-1.1641035079956055,-2.1641035079956055,-1.9922285079956055,5
-1.1337181329727173,-1.3837181329727173,-1.4149681329727173,-2.4618430137634277,-2.3368430137634277,3
-0.8082978129386902,-0.9645478129386902,-1.839547872543335,-4.402047634124756,-7.112985134124756,1
-0.8663716912269592,-1.3819966316223145,-1.4601216316223145,-2.9288716316223145,-3.2569966316223145,3
-3.5898642539978027,-1.9179892539978027,-0.9336142539978027,-1.4492392539978027,-1.6367392539978027,4
-2.1494855880737305,-1.211985468864441,-1.040110468864441,-2.1807355880737305,-2.1494855880737305,5
-1.7450647354125977,-0.9794397354125977,-1.1044397354125977,-2.6825647354125977,-3.0575647354125977,4
-1.9613968133926392,-1.2270218133926392,-0.9301468133926392,-2.2895216941833496,-2.6957716941833496,4
-1.7659000158309937,-1.2034000158309937,-1.0471500158309937,-2.187775135040283,-2.765900135040283,4
-1.668480396270752,-1.230980396270752,-1.215355396270752,-2.340355396270752,-2.090355396270752,5
-2.22982120513916,-1.5579462051391602,-1.3235712051391602,-1.6829462051391602,-1.4798212051391602,3
-3.176908493041992,-1.5987833738327026,-0.7862833738327026,-1.5831583738327026,-2.380033493041992,5
-4.636734962463379,-3.152359962463379,-1.527359962463379,-1.261734962463379,-0.8086099028587341,5
-1.4696305990219116,-1.1571305990219116,-1.2352555990219116,-2.563380718231201,-2.469630718231201,3
-1.4933215379714966,-1.1339465379714966,-1.1808215379714966,-2.587071418762207,-2.680821418762207,4
-0.6633402705192566,-1.3352153301239014,-1.8664653301239014,-3.4758403301239014,-3.3977153301239014,4
-1.2026116847991943,-0.9994866847991943,-1.5151116847991943,-2.9369866847991943,-2.8744866847991943,3
-1.253674864768982,-0.9567998647689819,-1.347424864768982,-3.2536749839782715,-3.5349249839782715,4
-1.3511040210723877,-0.9292290210723877,-1.3042290210723877,-3.1167290210723877,-3.5854790210723877,1
-2.0105626583099365,-1.3230626583099365,-1.0418126583099365,-2.1199376583099365,-2.0886876583099365,4
-2.161375045776367,-1.4426250457763672,-1.0520000457763672,-1.9426250457763672,-1.8801250457763672,4
-1.2501976490020752,-0.9845726490020752,-1.4376976490020752,-2.984572649002075,-3.000197649002075,3
-2.0526552200317383,-1.2714052200317383,-1.0370302200317383,-2.1307802200317383,-2.1776552200317383,5
-1.925214171409607,-0.8783391714096069,-1.003339171409607,-2.9252142906188965,-4.1283392906188965,4
-2.0330989360809326,-1.3143489360809326,-0.9705989360809326,-2.0330989360809326,-2.4393489360809326,4
-0.4613555669784546,-1.8207305669784546,-2.117605686187744,-3.164480686187744,-3.148855686187744,3
-3.2132599353790283,-1.6976349353790283,-0.7445099353790283,-1.5413849353790283,-2.4788849353790283,4
-1.927419900894165,-1.130544900894165,-1.036794900894165,-2.396169900894165,-2.489919900894165,5
-1.8272751569747925,-1.0460251569747925,-1.0772751569747925,-2.608525276184082,-2.639775276184082,5
-1.0959782600402832,-1.2834782600402832,-1.4084782600402832,-2.502228260040283,-2.830353260040283,2
-1.6187340021133423,-1.1656090021133423,-1.1812340021133423,-2.4937338829040527,-2.3218588829040527,5
-2.1363837718963623,-1.1832587718963623,-0.9957587718963623,-2.2926337718963623,-2.2770087718963623,4
-0.951443612575531,-1.4670686721801758,-1.5139436721801758,-2.498318672180176,-2.560818672180176,4
-4.947868347167969,-3.057243585586548,-1.1666185855865479,-0.9634935855865479,-1.3853685855865479,5
-1.3770707845687866,-1.2051957845687866,-1.1739457845687866,-2.314570903778076,-3.283320903778076,2
-1.9541970491409302,-1.1104470491409302,-1.0010720491409302,-2.3448219299316406,-2.7666969299316406,4
-2.1487622261047363,-1.4768871068954468,-1.0237621068954468,-1.9925121068954468,-1.8518871068954468,5
-2.532993793487549,-1.9392437934875488,-1.3142437934875488,-1.7048687934875488,-1.1267437934875488,3
-2.144169807434082,-1.0035446882247925,-0.9097946882247925,-2.534794807434082,-3.425419807434082,3
-1.5424976348876953,-0.9487476348876953,-1.1518726348876953,-2.7924976348876953,-3.9487476348876953,2
-0.60056471824646,-1.47556471824646,-1.92868971824646,-3.13181471824646,-3.45993971824646,2
-2.9289112091064453,-1.6945362091064453,-0.8507861495018005,-1.5070362091064453,-2.1945362091064453,2
