1,2,3,4,5,consistency
-4.353816509246826,-3.963191509246826,-2.338191509246826,-1.2444416284561157,-0.5413166284561157,4.666666666666667
-2.9243698120117188,-2.4556198120117188,-1.2368699312210083,-0.9087449312210083,-1.8149949312210083,4.333333333333333
-3.064971923828125,-3.330596923828125,-1.3774718046188354,-2.111846923828125,-0.6118468046188354,3.6666666666666665
-1.2158606052398682,-0.9502356052398682,-1.4658606052398682,-2.700235605239868,-4.122110366821289,1.0
-0.41901659965515137,-1.3096415996551514,-2.8877665996551514,-4.7783918380737305,-5.2627668380737305,1.6666666666666667
-5.373138427734375,-5.685638427734375,-3.373138427734375,-1.4981385469436646,-0.31063851714134216,4.0
-4.994258880615234,-5.228633880615234,-3.1192588806152344,-1.8380088806152344,-0.24425894021987915,4.333333333333333
-5.332606315612793,-5.582606315612793,-3.395106315612793,-1.707606315612793,-0.25448137521743774,4.666666666666667
-4.738420486450195,-4.785295486450195,-3.2696704864501953,-1.7852954864501953,-0.2540455162525177,3.6666666666666665
-4.863559246063232,-4.941684246063232,-3.2698092460632324,-1.7698092460632324,-0.25418418645858765,4.0
-5.386624813079834,-5.667874813079834,-3.308499813079834,-1.417874813079834,-0.3397497832775116,4.333333333333333
-5.388410568237305,-5.654035568237305,-3.2009105682373047,-1.5290355682373047,-0.3102855384349823,4.333333333333333
-5.373359680175781,-5.451484680175781,-3.1858599185943604,-1.3889849185943604,-0.3577348589897156,4.333333333333333
-4.755746364593506,-4.818246364593506,-3.0369961261749268,-1.4744962453842163,-0.3494962155818939,4.0
-4.091997146606445,-4.045122146606445,-1.9669973850250244,-0.8576223850250244,-0.9201223850250244,4.666666666666667
-1.2700903415679932,-1.5357153415679932,-1.3794653415679932,-2.066965341567993,-2.129465341567993,4.666666666666667
-2.1678812503814697,-2.5741312503814697,-1.6366312503814697,-1.5272562503814697,-0.9335063099861145,4.666666666666667
-0.47707533836364746,-1.2270753383636475,-2.6802003383636475,-4.602075576782227,-5.477075576782227,2.6666666666666665
-0.3805316984653473,-1.443031668663025,-2.7867817878723145,-4.7086567878723145,-5.6774067878723145,1.3333333333333333
-2.593596935272217,-2.374846935272217,-1.5154719352722168,-1.4217219352722168,-0.9998469948768616,3.3333333333333335
-2.4702138900756836,-2.5639638900756836,-1.4858388900756836,-1.4702138900756836,-0.9702138304710388,3.6666666666666665
-3.5599164962768555,-3.4661664962768555,-1.778666615486145,-0.997416615486145,-0.919291615486145,4.0
-2.1270911693573,-1.5645911693572998,-0.986466109752655,-1.4864661693572998,-2.6895911693573,4.666666666666667
-4.630725860595703,-4.536975860595703,-2.224475860595703,-0.8182258605957031,-0.8494758605957031,4.333333333333333
-4.176908016204834,-4.333158016204834,-2.255033016204834,-1.1300328969955444,-0.6144078969955444,5.0
-4.430386066436768,-4.352261066436768,-2.3678860664367676,-1.0553860664367676,-0.6335111260414124,3.6666666666666665
-4.471933841705322,-4.721933841705322,-2.5656840801239014,-1.1281840801239014,-0.5500590205192566,4.666666666666667
-3.4917654991149902,-3.3823904991149902,-1.6948904991149902,-1.0386404991149902,-0.9292654991149902,3.6666666666666665
-4.299970626831055,-4.159345626831055,-2.4562206268310547,-1.3155957460403442,-0.48747074604034424,3.3333333333333335
-0.7337841987609863,-1.1712841987609863,-1.9212841987609863,-3.3431591987609863,-3.7962841987609863,4.0
-2.3878493309020996,-2.7784743309020996,-2.0753493309020996,-1.6690993309020996,-0.6378492712974548,4.0
-1.437307357788086,-1.171682357788086,-1.421682357788086,-2.093557357788086,-2.484182357788086,2.6666666666666665
-0.1641959547996521,-2.211071014404297,-3.773571014404297,-5.570446014404297,-5.164196014404297,1.0
-2.336946964263916,-1.8369470834732056,-1.2431970834732056,-1.2431970834732056,-1.8213220834732056,2.6666666666666665
-3.262284994125366,-2.746659994125366,-1.9654099941253662,-1.4185349941253662,-0.6685349941253662,3.3333333333333335
-1.5462062358856201,-0.9993312358856201,-1.1399562358856201,-2.57745623588562,-4.014956474304199,3.6666666666666665
