1,2,3,4,5,consistency
-1.2228059768676758,-0.9103059768676758,-1.4259309768676758,-3.066555976867676,-4.629055976867676,1.0
-3.9814488887786865,-3.9501988887786865,-1.9345738887786865,-0.8095738291740417,-0.9970738291740417,5.0
-3.937560558319092,-3.718810558319092,-1.8594355583190918,-0.8594355583190918,-0.9844355583190918,5.0
-3.0612661838531494,-3.0925161838531494,-1.7175161838531494,-1.1393911838531494,-0.9050161242485046,5.0
-3.3942878246307373,-3.0661628246307373,-1.5505378246307373,-0.8942878842353821,-1.2224128246307373,5.0
-3.1801679134368896,-2.7426679134368896,-1.3051679134368896,-0.8832929730415344,-1.5864179134368896,5.0
-2.8744235038757324,-2.8119235038757324,-1.6244235038757324,-1.0150485038757324,-1.1400485038757324,4.666666666666667
-3.914669990539551,-3.899044990539551,-1.8052949905395508,-0.8365449905395508,-1.0240449905395508,5.0
-1.3995728492736816,-1.7276978492736816,-1.3526978492736816,-1.7745728492736816,-1.9464478492736816,5.0
-3.2003540992736816,-3.2316040992736816,-1.669103980064392,-0.9503539800643921,-1.075353980064392,5.0
-3.0326786041259766,-2.7670536041259766,-1.3764286041259766,-1.0483036041259766,-1.2670536041259766,5.0
-2.8361222743988037,-2.9298722743988037,-1.7423722743988037,-1.1173722743988037,-0.9611222743988037,5.0
-4.165421009063721,-4.290421009063721,-2.2279210090637207,-0.8997961282730103,-0.7904211282730103,5.0
-2.866560459136963,-2.210310459136963,-1.0540605783462524,-0.9603105783462524,-2.335310459136963,3.0
-3.9285173416137695,-3.6941423416137695,-1.834767460823059,-0.8503924608230591,-1.006642460823059,5.0
-2.3571650981903076,-2.2634150981903076,-1.2634150981903076,-1.1071650981903076,-1.7009150981903076,5.0
-1.8552486896514893,-1.3083736896514893,-0.964623749256134,-1.8396236896514893,-3.5896236896514893,2.0
-1.8256916999816895,-1.4038166999816895,-1.0288166999816895,-1.6069416999816895,-3.5288166999816895,5.0
-4.074138164520264,-5.136638164520264,-3.0897634029388428,-1.3085132837295532,-0.4178883135318756,5.0
-3.150529623031616,-3.213029623031616,-1.6349046230316162,-0.9005296230316162,-1.1661546230316162,4.333333333333333
-3.4692347049713135,-3.6879847049713135,-1.7973597049713135,-0.8598597049713135,-1.0473597049713135,5.0
-3.841597557067871,-4.591597557067871,-2.560347557067871,-1.044722557067871,-0.6228476166725159,5.0
-3.855048418045044,-4.980048656463623,-3.058173418045044,-1.4175485372543335,-0.3862985074520111,5.0
-3.5203776359558105,-3.7860026359558105,-1.9422526359558105,-0.8328776955604553,-1.0047526359558105,5.0
-2.763201951980591,-3.966326951980591,-3.310076951980591,-2.606951951980591,-0.21632696688175201,5.0
-3.5754857063293457,-4.028610706329346,-1.9036107063293457,-0.7317356467247009,-1.1379857063293457,4.333333333333333
-3.235470771789551,-3.594845771789551,-2.047970771789551,-1.2354707717895508,-0.672970712184906,5.0
-4.074138164520264,-5.136638164520264,-3.0897634029388428,-1.3085132837295532,-0.4178883135318756,5.0
-1.9897383451461792,-1.9741133451461792,-1.1616133451461792,-1.3491133451461792,-1.9272383451461792,5.0
-3.147550582885742,-3.194425582885742,-1.5694257020950317,-0.9756757020950317,-1.1163007020950317,5.0
-1.555701732635498,-1.133826732635498,-1.086951732635498,-2.227576732635498,-4.102576732635498,4.666666666666667
-1.4941987991333008,-1.1504487991333008,-1.1348237991333008,-2.197323799133301,-3.837948799133301,5.0
-1.4139314889907837,-0.8670564889907837,-1.3045564889907837,-3.038931369781494,-5.007681369781494,4.333333333333333
