1,2,3,4,5
-1.7818594,-6.0318594,-7.9068594,-11.512925464970229,-11.512925464970229
-0.1004302,-2.3504303,-10.9754305,-11.512925464970229,-11.512925464970229
-0.018315343000000015,-4.0183153,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.004226559000000043,-5.5042267,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-3.7119646,-0.08696459000000001,-2.8369646,-8.961965,-11.512925464970229
-4.0278435,-0.027843560000000028,-4.6528435,-11.512925464970229,-11.512925464970229
-4.150799,-0.025798893999999947,-4.650799,-11.512925464970229,-11.512925464970229
-3.6609435,-0.03594352700000003,-4.6609435,-11.512925464970229,-11.512925464970229
-2.351727,-0.10172703999999998,-6.601727,-11.512925464970229,-11.512925464970229
-4.282631,-0.15763113,-2.0326312,-7.032631,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.00010902656000001244,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-4.0734515,-0.19845147000000005,-1.8234515,-6.5734515,-11.512925464970229
-4.3984685,-0.023468731000000027,-4.5234685,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-3.8992074,-0.024207426000000018,-5.6492076,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-5.2810326,-0.6560325599999999,-0.78103256,-4.0310326,-9.031033
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-5.2312174,-0.10621732499999995,-2.3562174,-9.606217,-11.512925464970229
-4.723335,-0.09833460000000004,-2.4733346,-9.473334,-11.512925464970229
-3.9286034,-0.05360350400000002,-3.4286034,-11.178603,-11.512925464970229
-3.9643054,-0.0893054,-2.7143054,-9.089306,-11.512925464970229
-3.9051874,-0.030187318000000005,-4.655187,-11.512925464970229,-11.512925464970229
-0.0041199539999999925,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-3.6558566,-0.030856714000000004,-5.4058566,-11.512925464970229,-11.512925464970229
-8.064731,-1.5647306,-0.31473063999999995,-2.8147306,-7.9397306
-6.398568,-0.773568,-0.648568,-4.273568,-11.273568
-8.92632,-2.0513206,-0.17632046000000004,-3.4263206,-11.512925464970229
-6.5163927,-0.6413924700000001,-0.76639247,-5.0163927,-11.512925464970229
-7.4028683,-0.90286833,-0.5278683300000001,-5.5278683,-11.512925464970229
-8.320751,-2.1957507,-0.32075083,-1.8207508,-7.6957507
-9.091129,-1.8411294,-0.21612946999999996,-3.3411295,-11.512925464970229
-0.0028271043999999463,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-9.194182,-1.3191824,-0.31918233999999995,-5.1941824,-11.512925464970229
-11.512925464970229,-5.512236499924152e-07,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.35037628000000004,-1.2253762,-6.350376,-10.350376,-11.512925464970229
-0.5774088500000001,-0.82740885,-6.577409,-11.512925464970229,-11.512925464970229
-11.512925464970229,-1.3306016000031535e-05,-11.512925464970229,-11.512925464970229,-11.512925464970229
-1.5784605,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.500015,-1.5213273999947925e-05,-11.512925464970229,-11.512925464970229,-11.512925464970229
-9.985474,-3.1104734,-0.3604734499999999,-1.3604734,-6.8604736
-7.4586625,-0.8336624,-0.5836624000000001,-4.9586625,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.009847458000000036,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-6.601958,-0.22695802000000004,-1.601958,-9.101958,-11.512925464970229
-11.343511,-4.5310106,-0.78101075,-0.65601075,-4.4060106
-9.090966,-2.2159657,-0.21596579999999999,-2.4659657,-9.340966
