1,2,3,4,5
-0.02324850699999997,-3.7732484,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.06690825500000004,-5.3169084,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.008950056000000005,-8.25895,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.10065282000000002,-7.7256527,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.0007358930300000359,-8.625736,-11.512925464970229,-11.512925464970229,-11.512925464970229
-10.32656,-0.20155961999999997,-1.7015597,-11.32656,-11.512925464970229
-6.087755,-0.21275541,-4.712755,-11.512925464970229,-11.512925464970229
-7.3236766,-0.32367680000000004,-4.6986766,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.011048170999999987,-4.5110483,-11.512925464970229,-11.512925464970229
-3.7205248,-0.09552471000000003,-6.970525,-11.512925464970229,-11.512925464970229
-9.063481,-0.31348129999999996,-1.3134813,-9.313481,-11.512925464970229
-11.512925464970229,-0.03364581199999995,-3.4086459,-11.512925464970229,-11.512925464970229
-4.8921275,-0.017127453999999948,-6.1421275,-11.512925464970229,-11.512925464970229
-8.738791,-0.9887918,-4.238792,-11.512925464970229,-11.512925464970229
-4.6384907,-0.13849086999999996,-6.3884907,-11.512925464970229,-11.512925464970229
-6.7587905,-0.00879041499999996,-4.8837905,-11.512925464970229,-11.512925464970229
-5.0250854,-0.02508543999999998,-6.0250854,-11.512925464970229,-11.512925464970229
-5.4595566,-0.20955665000000004,-6.4595566,-11.512925464970229,-11.512925464970229
-5.822044,-0.6970439,-7.072044,-11.512925464970229,-11.512925464970229
-2.858279,-0.10827895,-7.7332788,-11.512925464970229,-11.512925464970229
-11.512925464970229,-6.3782053,-0.0032051617999999706,-6.7532053,-11.512925464970229
-11.512925464970229,-1.1369061,-0.38690618,-10.261907,-11.512925464970229
-11.512925464970229,-0.57598287,-0.82598287,-10.075983,-11.512925464970229
-11.512925464970229,-1.9106402,-0.16064022000000006,-7.7856402,-11.512925464970229
-8.619555,-1.3695558,-0.86955583,-10.869555,-11.512925464970229
-10.127498,-0.25249758000000005,-1.5024976,-10.877498,-11.512925464970229
-6.6709557,-0.17095576,-4.6709557,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.01416410200000004,-4.264164,-11.512925464970229,-11.512925464970229
-7.353436,-0.9784358,-5.603436,-11.512925464970229,-11.512925464970229
-2.6150124,-0.11501244500000003,-7.1150126,-11.512925464970229,-11.512925464970229
-11.512925464970229,-6.438618,-0.06361830999999998,-2.8136184,-11.512925464970229
-11.512925464970229,-6.8779607,-0.12796046,-2.1279604,-11.512925464970229
-11.512925464970229,-1.9129323,-0.16293229999999997,-5.9129324,-11.512925464970229
-11.512925464970229,-3.0244005,-1.0244005,-7.6494,-11.512925464970229
-10.4156065,-1.4156067,-0.6656066999999999,-7.7906065,-11.512925464970229
-11.512925464970229,-6.8898253,-0.014825334000000039,-4.7648253,-11.512925464970229
-11.512925464970229,-6.047017,-0.17201694999999995,-4.672017,-11.512925464970229
-11.512925464970229,-3.9629626,-0.71296275,-8.462963,-11.512925464970229
-11.512925464970229,-4.702731,-0.7027313,-7.702731,-11.512925464970229
-11.512925464970229,-3.0027525,-0.25275250000000005,-7.8777523,-11.512925464970229
-5.266435,-0.01643491000000005,-4.516435,-11.512925464970229,-11.512925464970229
-2.5923073,-0.09230741000000006,-5.2173076,-11.512925464970229,-11.512925464970229
-6.774405,-0.02440521899999995,-3.7744052,-11.0244055,-11.512925464970229
-6.6404777,-0.015477567000000018,-4.2654777,-11.512925464970229,-11.512925464970229
-4.6366663,-0.011666365000000053,-6.2616663,-11.512925464970229,-11.512925464970229
-11.512925464970229,-6.254253,-0.004252677300000014,-6.379253,-11.512925464970229
-11.512925464970229,-4.152803,-1.1528027,-9.527802,-11.512925464970229
-11.512925464970229,-0.57594055,-0.82594055,-11.512925464970229,-11.512925464970229
-11.512925464970229,-1.7014177,-0.20141762000000002,-11.512925464970229,-11.512925464970229
-9.981929,-0.7319288000000002,-1.4819288,-11.106929,-11.512925464970229
-11.512925464970229,-10.388828,-1.1388285,-0.38882845999999993,-10.888828
-11.512925464970229,-8.498643,-1.2486432,-2.2486432,-11.512925464970229
-11.512925464970229,-6.4693527,-0.5943525399999999,-4.0943527,-11.512925464970229
-11.512925464970229,-8.155038,-0.030037764000000015,-3.5300379,-11.512925464970229
-11.512925464970229,-6.318453,-0.31845285999999995,-5.693453,-11.512925464970229
-11.512925464970229,-8.849412,-0.47441195999999997,-0.97441196,-9.974412
-11.512925464970229,-3.836356,-1.3363558,-6.7113557,-11.512925464970229
-11.512925464970229,-2.1297278,-0.12972774000000004,-5.879728,-11.512925464970229
-11.512925464970229,-3.2930806,-0.04308049000000005,-5.2930803,-11.512925464970229
-11.512925464970229,-2.8721302,-0.3721302000000001,-7.4971304,-11.512925464970229
-11.512925464970229,-11.512925464970229,-1.9111121,-0.16111205999999997,-11.512925464970229
-11.512925464970229,-11.512925464970229,-2.6967413,-0.19674145000000007,-11.512925464970229
-11.512925464970229,-8.599223,-0.34922323000000005,-3.3492231,-11.512925464970229
-11.512925464970229,-10.5280075,-0.5280077,-2.0280077,-11.512925464970229
-11.512925464970229,-8.357865,-0.23286486999999997,-3.4828649,-11.512925464970229
-10.012093,-0.3870921,-1.1370921,-9.262093,-11.512925464970229
-7.0458107,-0.29581076,-3.1708107,-11.045811,-11.512925464970229
-7.253786,-0.12878611999999998,-3.628786,-11.512925464970229,-11.512925464970229
-5.9520636,-0.7020634,-5.0770636,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.004082555000000041,-5.5040827,-11.512925464970229,-11.512925464970229
-0.25195541999999993,-1.5019554,-10.876955,-11.512925464970229,-11.512925464970229
-3.0485873,-0.04858737,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.9001897,-2.6501896,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.5759394000000001,-0.8259394,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.01987434400000004,-6.3948746,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-2.127724,-0.12772398999999995,-8.377724,-11.512925464970229
-11.202001,-1.0770006,-0.5770007,-8.577001,-11.512925464970229
-11.512925464970229,-0.6931474,-0.6931474,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.82593954,-0.5759395400000001,-11.512925464970229,-11.512925464970229
-9.51614,-0.6411403400000001,-2.7661405,-10.76614,-11.512925464970229
-0.12693693000000006,-2.126937,-11.512925464970229,-11.512925464970229,-11.512925464970229
-1.9102241,-0.16022412000000003,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.028384142000000015,-4.153384,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.58025193,-5.4552517,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.5908485999999998,-4.2158484,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-4.0192056,-0.019205553000000007,-6.8942056,-11.512925464970229
-11.512925464970229,-3.0029926,-0.25299275000000004,-7.3779926,-11.512925464970229
-11.512925464970229,-3.62825,-0.12824989999999997,-6.87825,-11.512925464970229
-11.512925464970229,-4.1415143,-0.016514398000000048,-7.6415143,-11.512925464970229
-11.512925464970229,-1.3133776,-0.31337762,-9.063377,-11.512925464970229
-7.53584,-0.16083989,-1.9108399,-9.53584,-11.512925464970229
-7.057379,-0.3073786499999999,-2.3073788,-9.932379,-11.512925464970229
-11.001343,-0.0013426122999999875,-6.626343,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.07889000000000002,-2.57889,-11.512925464970229,-11.512925464970229
-7.6448236,-0.14482362999999998,-2.3948236,-11.144824,-11.512925464970229
-10.704013,-0.07901317000000002,-2.579013,-11.512925464970229,-11.512925464970229
-6.3454933,-0.09549340600000002,-4.2204933,-11.512925464970229,-11.512925464970229
-8.128161,-0.2531618500000001,-3.003162,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.08893948000000004,-2.4639394,-11.512925464970229,-11.512925464970229
-6.862644,-0.11264433999999995,-4.487644,-11.512925464970229,-11.512925464970229
-7.4136868,-0.03868691600000004,-3.288687,-11.512925464970229,-11.512925464970229
-7.8540063,-0.8540063500000001,-3.6040063,-10.854007,-11.512925464970229
-8.551159,-0.17615923,-3.0511591,-11.512925464970229,-11.512925464970229
-9.714508,-0.46450814999999995,-1.9645082,-10.964508,-11.512925464970229
-4.271457,-0.14645709,-5.271457,-11.512925464970229,-11.512925464970229
-7.5303254,-0.030325646000000046,-3.5303257,-11.512925464970229,-11.512925464970229
-6.105562,-0.9805623,-5.480562,-11.512925464970229,-11.512925464970229
-4.1560116,-0.031011812000000003,-6.9060116,-11.512925464970229,-11.512925464970229
-3.7260082,-0.60100824,-7.3510084,-11.512925464970229,-11.512925464970229
-1.0771923,-0.57719237,-7.9521923,-11.512925464970229,-11.512925464970229
-11.512925464970229,-6.7622337,-0.012233661999999947,-4.5122337,-11.512925464970229
-11.512925464970229,-6.0871377,-0.08713756499999997,-3.3371375,-11.512925464970229
-11.512925464970229,-4.759929,-0.009929148499999995,-6.634929,-11.512925464970229
-11.512925464970229,-2.8837209,-0.8837209000000001,-8.50872,-11.512925464970229
-11.512925464970229,-3.0487382,-0.04873827000000001,-8.7987385,-11.512925464970229
-0.6931656,-0.6931656,-10.943166,-11.512925464970229,-11.512925464970229
-0.035519883000000016,-3.5355198,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.13815846999999995,-2.1381586,-10.013159,-11.512925464970229,-11.512925464970229
-1.6804817,-0.6804817,-8.555482,-11.512925464970229,-11.512925464970229
-0.009101275000000018,-4.8841014,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.029753957,-3.529754,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.008626867000000009,-11.508627,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.0015293825000000448,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.002132537000000029,-8.502132,-11.512925464970229,-11.512925464970229,-11.512925464970229
-0.00015395533000004476,-9.500154,-11.512925464970229,-11.512925464970229,-11.512925464970229
-10.0353,-0.16030018000000001,-1.9103001,-11.512925464970229,-11.512925464970229
-8.813992,-0.3139914,-2.8139913,-11.188992,-11.512925464970229
-7.4012327,-0.27623259999999994,-3.7762327,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.07888978999999997,-2.5788898,-11.512925464970229,-11.512925464970229
-4.699002,-0.07400166999999998,-5.949002,-11.512925464970229,-11.512925464970229
-7.14904,-0.024040317000000016,-3.7740402,-11.512925464970229,-11.512925464970229
-7.4933314,-0.9933315,-3.9933314,-11.118332,-11.512925464970229
-11.512925464970229,-0.004622253600000037,-5.3796225,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.0008098635000000037,-7.1258097,-11.512925464970229,-11.512925464970229
-5.393921,-0.3939208699999999,-6.018921,-11.512925464970229,-11.512925464970229
