low,up,y_test
4.735701084136963,5.0,5.0
1.0,5.0,1.0
4.866754531860352,5.0,4.3333335
4.618778705596924,5.0,5.0
2.22145676612854,5.0,5.0
4.130526542663574,5.0,5.0
1.8999751806259155,5.0,5.0
4.486098766326904,5.0,5.0
5.0,5.0,5.0
1.3799536228179932,5.0,1.6666666
4.781519412994385,5.0,5.0
4.640964984893799,5.0,5.0
4.324193000793457,5.0,4.3333335
4.223715782165527,5.0,5.0
1.0,4.771778106689453,3.0
4.697128772735596,5.0,5.0
1.2359840869903564,5.0,5.0
4.687465667724609,5.0,5.0
4.737699031829834,5.0,5.0
4.7377448081970215,5.0,5.0
1.2522084712982178,5.0,1.6666666
4.809416770935059,5.0,5.0
4.6278395652771,5.0,5.0
4.660949230194092,5.0,5.0
4.720424175262451,5.0,5.0
4.827790260314941,5.0,5.0
4.703657150268555,5.0,5.0
1.0060687065124512,5.0,1.6666666
4.714476585388184,5.0,5.0
4.682577610015869,5.0,5.0
4.194685935974121,5.0,5.0
1.0,4.999674320220947,2.6666667
4.737740993499756,5.0,5.0
4.129404067993164,5.0,5.0
4.0782151222229,5.0,5.0
3.8387503623962402,5.0,1.3333334
5.0,5.0,5.0
4.700483322143555,5.0,5.0
3.9547996520996094,5.0,5.0
4.567342758178711,5.0,5.0
4.565803527832031,5.0,1.6666666
3.5100042819976807,5.0,5.0
4.72886848449707,5.0,5.0
4.808763027191162,5.0,5.0
1.2002661228179932,5.0,2.6666667
1.0,5.0,5.0
4.701512813568115,5.0,5.0
4.488776683807373,5.0,5.0
4.807061195373535,5.0,5.0
4.205857276916504,5.0,5.0
3.7809042930603027,5.0,5.0
4.792314529418945,5.0,5.0
4.7717790603637695,5.0,5.0
1.0,4.949384927749634,5.0
4.62319278717041,5.0,5.0
1.151010513305664,5.0,5.0
4.725301265716553,5.0,5.0
4.474963665008545,5.0,5.0
3.614203453063965,5.0,5.0
1.6481876373291016,5.0,3.6666667
4.8318610191345215,5.0,5.0
4.43818998336792,5.0,5.0
1.0,4.998826026916504,1.6666666
4.825096130371094,5.0,5.0
