y_qlow,y_qup,y_test
1.68,4.64,4.67
1.0,3.05,1.33
3.61,5.0,4.0
1.9,4.83,3.33
1.77,4.24,3.0
1.38,4.22,3.33
2.62,5.0,3.33
1.2,3.7,3.33
2.08,4.49,2.33
2.4,5.0,4.33
2.15,5.0,2.33
1.43,5.0,4.67
3.8,5.0,4.33
3.19,5.0,4.67
2.34,5.0,5.0
1.9,4.79,3.33
1.95,4.89,5.0
2.05,4.87,2.67
1.34,4.06,1.67
1.0,3.19,1.33
2.9,5.0,4.33
1.57,4.23,4.0
2.0,5.0,4.0
2.18,5.0,4.33
1.97,5.0,3.67
1.84,4.26,2.67
1.23,3.53,2.33
1.74,4.66,4.0
1.19,3.52,1.67
1.19,3.55,2.0
3.04,5.0,4.0
1.5,4.18,1.67
1.96,5.0,3.33
1.0,4.97,4.33
1.82,4.4,2.33
1.3,4.14,3.33
3.03,5.0,4.33
3.3,5.0,3.33
3.0,5.0,5.0
3.09,5.0,5.0
1.63,4.57,4.67
2.33,5.0,4.33
1.73,4.61,3.67
1.62,4.53,4.0
2.64,5.0,4.0
1.8,4.68,2.33
3.08,5.0,4.0
2.47,5.0,3.33
1.96,5.0,2.0
1.68,4.63,3.0
2.95,5.0,5.0
2.09,4.7,4.0
1.19,3.93,2.33
1.44,5.0,2.33
2.01,5.0,4.33
2.36,5.0,2.67
1.4,4.37,3.0
3.18,5.0,4.33
1.09,3.74,2.33
1.81,4.69,4.0
2.18,5.0,4.33
1.68,4.39,4.67
2.5,5.0,3.67
1.31,4.26,2.33
1.63,4.61,3.33
2.64,5.0,3.67
2.08,5.0,3.0
3.31,5.0,3.67
2.81,5.0,4.33
1.0,3.6,4.67
2.25,5.0,2.67
2.88,5.0,3.33
1.86,4.82,4.33
1.42,4.33,4.67
2.25,5.0,4.33
1.0,3.16,5.0
2.08,5.0,3.33
1.87,4.78,4.0
1.61,4.55,2.0
2.75,5.0,4.33
1.0,3.44,1.67
1.78,4.66,4.33
1.62,4.55,4.33
2.82,5.0,5.0
2.74,5.0,4.33
1.49,4.38,2.67
1.21,3.24,1.67
1.0,3.4,1.67
1.0,3.99,2.33
1.88,4.85,4.0
1.67,4.59,2.33
3.49,5.0,4.33
1.63,4.57,3.67
1.0,3.84,4.0
1.0,3.28,2.33
1.0,3.11,3.0
1.18,3.88,5.0
2.9,5.0,3.67
3.78,5.0,4.67
2.16,5.0,1.67
2.94,5.0,2.67
2.72,5.0,4.33
1.3,3.88,3.33
1.63,4.57,2.33
2.27,5.0,3.67
2.85,5.0,3.67
1.0,3.62,2.0
2.6,5.0,4.33
2.11,5.0,3.33
1.05,3.87,3.33
1.79,4.46,4.0
1.33,3.8,2.67
1.81,4.71,2.33
1.34,4.24,2.0
2.23,5.0,3.33
2.45,5.0,4.0
2.3,5.0,4.0
3.16,5.0,4.0
1.68,4.49,4.0
2.2,5.0,3.67
2.4,5.0,4.33
1.5,4.44,2.33
1.71,4.26,3.67
1.0,3.41,1.67
2.69,5.0,4.33
1.93,4.88,4.67
1.62,4.24,4.33
1.98,4.7,3.0
2.69,5.0,4.33
1.97,4.84,2.67
1.33,3.93,2.0
1.26,5.0,3.67
2.86,5.0,4.33
1.73,4.69,3.33
3.24,5.0,4.33
1.0,3.44,1.67
3.22,5.0,4.33
1.24,3.68,2.67
1.82,4.75,2.0
1.0,3.75,1.67
2.19,5.0,3.0
2.8,5.0,5.0
3.92,5.0,4.67
2.51,5.0,4.0
1.36,4.72,2.33
1.7,4.62,3.67
2.87,5.0,5.0
2.38,5.0,3.0
1.43,4.36,2.0
1.88,4.77,2.0
2.65,5.0,4.0
1.47,4.73,2.33
1.85,4.78,3.33
1.47,4.42,1.67
1.19,4.05,2.67
2.13,5.0,5.0
1.49,4.42,4.0
2.61,5.0,4.33
2.03,4.86,3.33
2.67,5.0,4.33
2.53,5.0,2.67
1.0,3.39,2.0
2.0,5.0,3.67
2.04,5.0,4.33
1.99,4.5,3.33
2.93,5.0,5.0
2.97,5.0,4.67
1.35,3.88,1.67
2.83,5.0,3.33
3.43,5.0,4.33
2.82,5.0,4.33
1.84,4.75,4.67
2.4,5.0,3.67
1.0,3.71,1.33
1.11,3.42,2.33
2.83,5.0,4.0
1.39,4.29,5.0
2.09,4.86,4.0
1.99,5.0,3.33
2.21,5.0,4.67
2.01,5.0,3.0
1.35,4.69,2.67
2.08,5.0,2.33
1.52,4.13,1.67
1.62,4.38,3.67
2.45,5.0,3.67
2.1,5.0,2.33
1.86,4.81,4.33
1.63,4.77,4.33
2.82,5.0,4.0
1.51,4.41,3.33
2.74,5.0,4.33
3.57,5.0,4.33
2.81,5.0,4.33
1.39,4.25,4.33
1.92,4.84,1.67
1.92,4.82,4.33
3.21,5.0,4.33
1.8,4.36,4.0
2.94,5.0,5.0
3.0,5.0,4.67
2.11,4.64,2.33
2.82,5.0,4.0
2.24,5.0,3.67
2.96,5.0,4.33
1.6,4.54,2.33
2.86,5.0,4.67
2.07,5.0,4.67
2.87,5.0,2.67
1.23,3.86,2.33
2.89,5.0,4.33
1.37,4.09,4.33
2.35,5.0,4.0
1.69,4.38,3.0
1.95,4.85,4.33
3.8,5.0,5.0
3.1,5.0,4.0
3.83,5.0,4.33
1.63,4.57,4.0
3.06,5.0,5.0
1.0,3.82,3.0
2.41,5.0,4.33
2.55,5.0,2.67
2.0,5.0,3.67
2.01,5.0,4.33
1.67,4.22,4.33
1.24,3.56,2.0
1.1,3.36,2.0
2.44,5.0,5.0
3.26,5.0,4.33
1.2,4.14,1.67
3.12,5.0,3.33
1.11,3.88,3.33
2.4,5.0,4.0
1.26,3.59,3.0
2.09,5.0,4.33
2.03,5.0,3.67
1.0,3.75,1.0
3.66,5.0,4.33
2.31,5.0,4.0
2.18,5.0,4.33
1.52,4.36,2.67
1.53,4.49,3.67
1.0,3.53,2.0
1.88,4.81,3.0
1.96,4.89,2.67
2.76,5.0,4.33
2.13,4.65,3.0
2.83,5.0,3.67
2.58,5.0,4.33
2.99,5.0,4.33
1.87,4.58,4.33
3.84,5.0,5.0
1.05,3.72,1.67
1.0,3.16,3.33
3.05,5.0,4.33
2.79,5.0,5.0
1.19,3.9,1.67
3.63,5.0,4.33
1.68,4.56,2.67
1.6,4.54,2.67
2.07,4.44,3.0
2.02,4.53,5.0
2.62,5.0,3.0
1.91,4.69,3.67
1.0,3.65,2.0
2.06,5.0,3.0
1.61,4.53,2.67
2.9,5.0,4.67
1.62,4.57,4.0
1.58,4.12,3.33
2.43,5.0,5.0
2.81,5.0,3.33
1.24,4.17,3.0
2.23,5.0,5.0
1.79,4.74,4.33
1.22,3.74,1.67
1.55,4.31,4.33
1.38,4.29,3.0
2.82,5.0,3.33
2.88,5.0,5.0
2.25,5.0,2.0
1.58,4.17,2.67
1.27,3.61,2.0
1.15,3.86,3.67
1.63,4.57,4.0
1.01,3.83,1.67
1.0,2.99,1.33
1.79,4.55,3.0
2.07,4.78,2.67
1.12,3.8,2.0
2.48,5.0,5.0
2.31,5.0,4.0
1.58,5.0,4.33
1.41,4.49,2.0
1.93,5.0,5.0
1.94,4.86,4.33
1.04,3.04,2.67
1.0,3.61,3.0
1.19,3.41,2.33
3.26,5.0,4.33
2.71,5.0,3.33
2.08,5.0,2.67
1.84,4.54,2.67
2.33,5.0,4.0
2.14,5.0,4.33
