y_qlow,y_qup,y_test
4.27,5.0,4.67
4.09,5.0,5.0
4.23,5.0,5.0
3.85,5.0,5.0
4.11,5.0,5.0
4.38,5.0,5.0
4.12,5.0,5.0
4.15,5.0,5.0
3.96,5.0,5.0
4.19,5.0,5.0
3.68,5.0,5.0
4.14,5.0,5.0
3.92,5.0,5.0
4.39,5.0,4.33
4.13,5.0,5.0
4.12,5.0,5.0
3.75,5.0,5.0
4.19,5.0,5.0
3.86,5.0,5.0
4.18,5.0,5.0
4.14,5.0,4.67
4.41,5.0,5.0
4.2,5.0,5.0
4.39,5.0,5.0
4.19,5.0,5.0
4.08,5.0,5.0
3.85,5.0,5.0
4.39,5.0,5.0
4.4,5.0,5.0
3.78,5.0,5.0
4.2,5.0,5.0
4.26,5.0,5.0
4.05,5.0,5.0
4.1,5.0,4.67
4.37,5.0,5.0
4.14,5.0,5.0
4.1,5.0,4.67
4.15,5.0,5.0
4.13,5.0,5.0
4.1,5.0,5.0
4.28,5.0,5.0
4.1,5.0,5.0
4.34,5.0,5.0
4.13,5.0,5.0
4.15,5.0,5.0
3.91,5.0,5.0
4.07,5.0,5.0
4.15,5.0,4.33
3.68,5.0,5.0
1.0,4.05,3.67
4.3,5.0,5.0
4.18,5.0,3.67
4.16,5.0,5.0
3.96,5.0,5.0
3.83,5.0,5.0
4.12,5.0,5.0
4.48,5.0,5.0
4.24,5.0,3.67
4.22,5.0,5.0
4.14,5.0,5.0
3.71,5.0,5.0
4.04,5.0,5.0
1.82,5.0,1.67
4.1,5.0,3.67
4.07,5.0,5.0
4.14,5.0,5.0
3.83,5.0,4.0
4.15,5.0,5.0
4.14,5.0,5.0
4.18,5.0,5.0
4.04,5.0,4.67
3.97,5.0,2.67
4.16,5.0,5.0
1.0,2.35,1.33
4.39,5.0,5.0
3.9,5.0,5.0
4.14,5.0,4.0
4.15,5.0,5.0
3.98,5.0,5.0
4.11,5.0,5.0
4.16,5.0,5.0
4.06,5.0,5.0
4.4,5.0,5.0
4.21,5.0,5.0
3.88,5.0,5.0
4.11,5.0,5.0
3.96,5.0,5.0
4.16,5.0,5.0
4.13,5.0,5.0
3.99,5.0,5.0
3.98,5.0,5.0
4.27,5.0,5.0
4.29,5.0,5.0
1.53,5.0,2.0
4.14,5.0,5.0
4.16,5.0,5.0
1.0,3.07,3.0
4.13,5.0,4.67
1.0,4.74,5.0
2.83,5.0,3.67
4.21,5.0,5.0
4.23,5.0,5.0
4.15,5.0,5.0
4.06,5.0,5.0
4.34,5.0,4.67
1.0,2.18,2.33
3.93,5.0,5.0
4.34,5.0,5.0
4.28,5.0,4.67
4.1,5.0,5.0
2.64,5.0,1.67
3.85,5.0,4.33
3.72,5.0,4.67
3.87,5.0,5.0
4.14,5.0,4.33
2.39,5.0,5.0
4.11,5.0,5.0
4.26,5.0,5.0
3.95,5.0,5.0
2.78,5.0,4.0
4.15,5.0,5.0
4.32,5.0,5.0
3.93,5.0,4.33
4.15,5.0,5.0
4.19,5.0,5.0
3.91,5.0,5.0
4.1,5.0,5.0
4.42,5.0,5.0
1.71,3.4,3.0
4.18,5.0,5.0
4.15,5.0,5.0
4.05,5.0,5.0
4.28,5.0,5.0
4.2,5.0,5.0
4.12,5.0,5.0
3.99,5.0,2.67
3.91,5.0,5.0
4.01,5.0,5.0
2.03,5.0,2.67
4.19,5.0,5.0
4.18,5.0,5.0
4.1,5.0,5.0
4.14,5.0,5.0
4.16,5.0,5.0
4.15,5.0,4.67
4.41,5.0,2.33
3.66,5.0,5.0
4.13,5.0,5.0
4.13,5.0,5.0
4.08,5.0,5.0
4.09,5.0,5.0
3.45,5.0,5.0
4.42,5.0,5.0
4.1,5.0,5.0
4.35,5.0,5.0
4.17,5.0,5.0
4.08,5.0,5.0
4.01,5.0,5.0
3.94,5.0,4.67
4.2,5.0,4.67
4.13,5.0,5.0
3.94,5.0,1.33
4.14,5.0,4.33
4.24,5.0,4.67
