y_qlow,y_qup,y_test
4.53,5.0,4.67
1.45,2.64,1.67
4.62,5.0,5.0
4.49,5.0,5.0
4.26,5.0,5.0
4.47,5.0,5.0
4.61,5.0,5.0
4.41,5.0,5.0
4.58,5.0,5.0
4.62,5.0,5.0
4.61,5.0,5.0
4.52,5.0,5.0
4.62,5.0,5.0
4.58,5.0,5.0
4.61,5.0,5.0
4.6,5.0,4.67
4.62,5.0,5.0
4.59,5.0,5.0
4.46,5.0,5.0
4.29,5.0,4.67
4.61,5.0,5.0
4.6,5.0,5.0
4.62,5.0,5.0
4.6,5.0,5.0
4.6,5.0,5.0
4.45,5.0,5.0
4.36,5.0,5.0
4.54,5.0,5.0
4.14,5.0,2.0
4.58,5.0,4.33
4.64,5.0,5.0
4.14,5.0,5.0
4.62,5.0,5.0
4.51,5.0,5.0
4.47,5.0,5.0
4.17,5.0,2.33
4.6,5.0,5.0
4.6,5.0,5.0
4.61,5.0,5.0
4.62,5.0,5.0
4.61,5.0,5.0
4.6,5.0,5.0
4.47,5.0,5.0
4.63,5.0,5.0
4.57,5.0,5.0
4.62,5.0,5.0
4.64,5.0,5.0
4.62,5.0,5.0
4.64,5.0,5.0
4.38,5.0,5.0
4.61,5.0,5.0
4.55,5.0,5.0
1.59,5.0,5.0
4.34,5.0,5.0
4.6,5.0,5.0
4.62,5.0,5.0
4.42,5.0,5.0
4.57,5.0,5.0
4.38,5.0,5.0
4.52,5.0,5.0
4.61,5.0,5.0
4.49,5.0,5.0
4.59,5.0,5.0
1.5,2.56,5.0
4.61,5.0,5.0
4.6,5.0,5.0
4.6,5.0,5.0
4.63,5.0,5.0
4.6,5.0,5.0
4.33,5.0,5.0
4.61,5.0,5.0
4.6,5.0,5.0
4.6,5.0,5.0
1.32,2.57,4.33
4.63,5.0,5.0
4.16,5.0,5.0
4.62,5.0,5.0
4.6,5.0,5.0
4.47,5.0,5.0
4.62,5.0,5.0
2.23,5.0,4.67
4.62,5.0,5.0
4.58,5.0,5.0
4.62,5.0,5.0
4.6,5.0,5.0
4.13,5.0,3.67
4.6,5.0,5.0
4.36,5.0,4.33
