y_qlow,y_qup,y_test
3.5,5.0,4.0
3.3,5.0,4.33
3.39,5.0,4.33
3.52,5.0,4.33
2.81,4.73,3.67
2.85,4.73,4.33
2.93,4.88,3.67
3.22,5.0,3.67
1.21,3.19,3.67
3.45,5.0,5.0
3.36,5.0,4.33
2.91,4.74,3.67
3.53,5.0,4.67
3.58,5.0,4.33
3.42,5.0,4.33
3.57,5.0,4.0
3.61,5.0,4.0
3.02,5.0,3.67
2.55,4.61,4.33
3.06,4.98,4.33
3.41,5.0,3.67
3.26,5.0,4.67
2.15,4.18,4.67
3.56,5.0,4.0
3.47,5.0,4.33
1.73,4.06,2.0
2.85,4.72,5.0
2.24,4.15,3.0
2.6,4.64,4.67
2.53,4.68,3.67
3.58,5.0,3.33
2.94,4.75,4.0
1.22,3.13,2.67
2.48,4.61,4.0
2.99,4.87,3.67
3.49,5.0,4.33
2.55,4.68,3.0
2.28,4.43,3.0
3.16,5.0,4.33
2.88,4.73,4.0
3.38,5.0,4.67
3.57,5.0,4.33
2.55,4.6,4.33
2.28,4.51,4.0
2.46,4.57,4.0
2.47,4.57,4.0
2.8,4.7,4.33
2.82,4.74,3.67
2.89,4.75,4.33
2.62,4.73,4.67
2.89,4.98,3.67
3.01,5.0,4.33
2.22,4.24,4.0
3.43,5.0,3.33
2.92,4.75,4.33
1.6,3.9,3.0
2.59,4.68,4.33
3.5,5.0,3.67
2.82,4.72,4.33
3.01,5.0,2.67
2.93,4.77,2.33
2.75,4.71,2.67
2.8,4.72,3.67
2.13,4.22,4.0
2.65,4.7,3.67
2.53,4.65,5.0
2.96,4.98,3.0
2.4,4.48,4.0
2.83,4.74,3.67
2.48,4.59,4.0
3.39,5.0,3.67
2.56,4.66,4.0
2.64,4.69,3.0
2.91,4.92,4.33
3.48,5.0,5.0
2.91,4.74,4.0
3.49,5.0,4.33
2.35,4.54,3.0
2.86,4.72,4.0
2.9,4.83,3.0
2.73,4.71,3.0
2.58,4.68,2.67
3.42,5.0,4.0
3.03,4.79,4.0
2.02,4.28,4.33
3.38,5.0,5.0
2.83,4.85,4.0
2.87,4.86,3.67
2.22,4.23,3.67
2.25,4.39,3.0
3.54,5.0,4.0
2.28,4.48,3.0
3.04,5.0,5.0
3.03,5.0,4.33
3.59,5.0,5.0
3.59,5.0,4.33
2.96,4.98,3.0
2.98,4.77,4.0
2.57,4.64,3.0
2.55,4.62,3.0
2.44,4.6,3.0
2.95,5.0,4.67
3.33,5.0,3.0
3.15,5.0,3.67
2.9,4.96,4.0
2.48,4.58,3.33
3.36,5.0,5.0
2.49,4.52,4.0
2.86,4.93,4.67
3.28,5.0,4.67
2.92,5.0,4.0
3.57,5.0,4.33
2.17,4.07,2.67
2.99,4.83,3.67
2.8,4.72,3.67
3.28,5.0,5.0
3.4,5.0,4.0
3.55,5.0,4.67
2.98,5.0,4.33
2.82,4.74,3.67
2.12,4.14,4.0
2.28,4.46,3.67
3.42,5.0,4.0
3.15,5.0,4.67
2.56,4.61,4.67
2.98,5.0,4.0
2.59,4.68,3.33
2.35,4.5,4.0
2.28,4.39,4.67
3.46,4.87,4.0
3.51,5.0,4.0
1.96,4.35,4.0
3.43,5.0,3.67
3.57,5.0,4.67
3.03,5.0,4.67
2.9,4.74,4.67
2.87,4.81,3.33
2.85,4.72,3.0
3.1,5.0,4.0
2.89,4.73,2.67
3.3,5.0,5.0
3.56,5.0,4.0
2.4,4.59,3.67
2.91,4.74,3.33
3.54,5.0,4.67
2.33,4.45,3.0
3.61,5.0,4.67
2.96,4.76,5.0
3.47,5.0,3.67
2.58,4.65,3.0
2.94,4.76,3.0
3.03,5.0,4.67
2.41,4.54,3.67
2.79,4.72,3.67
3.61,5.0,4.33
3.05,4.78,3.67
1.85,4.04,2.0
3.56,5.0,4.0
3.02,5.0,4.33
2.89,4.74,4.0
3.57,5.0,3.33
3.61,5.0,4.0
2.91,4.81,4.33
2.31,4.52,3.33
1.25,3.12,2.33
2.6,4.69,3.67
3.45,5.0,5.0
3.28,5.0,4.0
2.36,4.56,3.0
3.56,5.0,4.67
2.73,4.71,3.0
3.01,5.0,4.67
3.52,5.0,4.33
2.87,4.73,3.0
3.48,5.0,3.33
