y_qlow,y_qup,y_test
3.21,4.94,4.33
2.5,4.73,3.67
3.49,5.0,4.67
3.48,5.0,5.0
2.97,4.99,3.0
3.4,5.0,4.33
1.86,4.34,3.33
3.16,5.0,4.0
2.37,3.96,2.67
2.95,5.0,2.67
2.91,4.95,3.67
3.13,5.0,4.0
3.69,5.0,4.33
3.5,5.0,4.33
2.95,4.95,4.33
2.66,4.88,3.67
2.36,4.37,4.67
2.87,4.89,2.67
2.36,4.4,3.67
2.74,4.83,4.0
3.45,5.0,4.67
2.5,4.74,2.67
2.34,4.48,3.0
1.73,4.2,2.67
3.47,5.0,4.0
2.22,4.44,3.33
1.45,3.73,3.67
2.84,4.87,2.67
2.92,5.0,3.67
3.34,5.0,4.33
3.35,5.0,4.33
3.2,5.0,4.67
3.16,5.0,4.67
2.06,4.32,3.33
3.12,5.0,4.67
2.87,4.88,4.0
2.42,4.58,3.0
1.92,4.25,3.33
2.34,4.4,4.0
3.34,5.0,3.67
2.88,4.84,2.67
2.35,4.7,3.0
3.46,5.0,4.67
2.16,4.52,4.0
3.42,5.0,3.67
3.48,5.0,5.0
3.0,5.0,5.0
3.65,5.0,4.33
3.0,4.99,4.0
3.06,4.87,4.0
3.06,5.0,4.33
3.36,5.0,5.0
3.04,5.0,4.0
1.67,4.03,2.0
2.85,4.91,4.33
1.43,3.71,3.33
2.76,4.79,3.67
2.83,4.91,3.0
1.0,4.69,3.0
2.91,4.93,4.0
2.52,4.73,3.67
1.55,3.99,4.33
3.42,5.0,3.67
1.37,3.75,2.0
2.52,4.75,3.33
2.39,4.47,3.67
3.12,5.0,2.33
3.47,5.0,5.0
2.2,4.14,3.33
2.84,4.84,4.33
2.32,4.22,4.33
3.4,5.0,4.67
3.37,5.0,4.67
3.44,5.0,3.67
2.96,4.97,4.33
3.05,5.0,2.67
3.29,4.99,4.67
2.49,4.75,4.0
2.96,5.0,4.33
2.88,5.0,3.33
2.58,4.78,3.67
2.77,4.87,4.0
2.79,4.86,4.33
2.82,4.92,3.67
2.85,4.92,4.33
1.34,3.51,3.33
3.63,5.0,5.0
3.05,5.0,3.33
2.85,4.88,3.67
2.35,4.4,2.67
3.02,5.0,4.33
3.46,5.0,4.67
2.83,4.84,4.33
3.2,5.0,5.0
2.99,4.91,4.67
3.37,5.0,4.67
3.2,5.0,3.67
2.9,4.95,3.33
3.24,5.0,4.33
2.95,4.96,4.0
3.12,5.0,4.67
3.18,5.0,4.67
2.35,4.38,2.67
3.0,5.0,4.33
