y_qlow,y_qup,y_test
4.52,5.0,5.0
1.88,5.0,1.67
1.53,4.35,1.67
4.54,5.0,5.0
4.58,5.0,5.0
4.53,5.0,5.0
1.29,3.06,1.0
4.48,5.0,5.0
4.27,5.0,5.0
1.5,2.95,5.0
4.48,5.0,5.0
4.54,5.0,5.0
4.52,5.0,5.0
4.53,5.0,5.0
4.54,5.0,5.0
4.53,5.0,5.0
4.21,5.0,5.0
4.53,5.0,5.0
4.02,5.0,5.0
4.43,5.0,5.0
3.97,5.0,5.0
4.52,5.0,5.0
4.37,5.0,4.67
4.42,5.0,5.0
4.43,5.0,5.0
4.04,5.0,4.67
4.53,5.0,5.0
4.11,5.0,3.67
4.53,5.0,5.0
4.12,5.0,5.0
4.54,5.0,5.0
4.55,5.0,5.0
4.52,5.0,5.0
1.22,3.0,2.67
4.29,5.0,5.0
2.23,5.0,1.67
4.51,5.0,5.0
4.53,5.0,5.0
4.1,5.0,5.0
1.29,3.04,5.0
1.86,5.0,5.0
4.52,5.0,5.0
4.54,5.0,5.0
4.53,5.0,5.0
4.53,5.0,5.0
4.45,5.0,4.67
4.53,5.0,5.0
4.32,5.0,4.67
3.73,5.0,2.0
4.47,5.0,4.67
4.53,5.0,5.0
4.53,5.0,5.0
4.55,5.0,5.0
4.54,5.0,5.0
4.12,5.0,1.67
4.53,5.0,5.0
4.53,5.0,5.0
4.54,5.0,5.0
4.23,5.0,5.0
1.84,5.0,1.67
4.53,5.0,5.0
4.16,5.0,5.0
4.53,5.0,5.0
4.53,5.0,5.0
4.29,5.0,5.0
4.11,5.0,4.67
4.52,5.0,5.0
4.34,5.0,5.0
4.53,5.0,5.0
4.54,5.0,5.0
4.52,5.0,5.0
1.87,5.0,4.33
4.53,5.0,5.0
4.53,5.0,5.0
4.52,5.0,5.0
1.0,3.05,4.33
4.53,5.0,5.0
4.53,5.0,5.0
4.52,5.0,5.0
4.17,5.0,5.0
4.33,5.0,4.67
4.56,5.0,5.0
4.03,5.0,5.0
4.53,5.0,5.0
4.47,5.0,5.0
4.47,5.0,5.0
4.53,5.0,5.0
4.53,5.0,5.0
4.43,5.0,4.33
4.54,5.0,5.0
1.31,3.07,1.0
4.48,5.0,5.0
4.46,5.0,5.0
4.53,5.0,5.0
4.52,5.0,5.0
4.54,5.0,5.0
4.53,5.0,5.0
2.14,5.0,4.0
1.47,3.1,4.67
4.52,5.0,5.0
4.46,5.0,5.0
4.45,5.0,4.67
4.54,5.0,5.0
4.57,5.0,5.0
4.01,5.0,4.67
4.58,5.0,5.0
4.53,5.0,5.0
4.53,5.0,5.0
4.21,5.0,5.0
4.52,5.0,5.0
4.55,5.0,5.0
4.28,5.0,2.33
4.53,5.0,4.67
4.54,5.0,5.0
3.73,5.0,4.67
3.76,5.0,5.0
4.54,5.0,5.0
4.57,5.0,5.0
4.54,5.0,5.0
4.34,5.0,5.0
4.53,5.0,5.0
4.23,5.0,5.0
4.53,5.0,5.0
4.52,5.0,5.0
4.53,5.0,5.0
4.48,5.0,5.0
4.54,5.0,5.0
4.53,5.0,5.0
4.52,5.0,5.0
1.27,2.94,4.33
3.91,5.0,5.0
4.55,5.0,5.0
4.17,5.0,5.0
4.55,5.0,2.67
4.54,5.0,5.0
4.54,5.0,5.0
4.38,5.0,5.0
4.52,5.0,5.0
4.54,5.0,5.0
4.58,5.0,5.0
4.56,5.0,5.0
