low,up,y_test
3.057633399963379,4.98188591003418,4.3333335
2.539018154144287,4.594323635101318,4.0
1.0371127128601074,3.348850727081299,2.6666667
2.3461127281188965,4.432417869567871,4.3333335
2.8281092643737793,4.84818696975708,4.6666665
1.8951590061187744,4.1972572803497314,4.3333335
1.6083815097808838,3.9951446056365967,3.3333333
3.07125186920166,4.995504379272461,4.3333335
2.765350103378296,4.780763387680054,4.3333335
3.264733076095581,5.0,5.0
2.621556043624878,4.6553733348846436,4.3333335
2.696528196334839,4.7303454875946045,4.3333335
3.455021858215332,5.0,4.0
2.793142080307007,4.803744554519653,4.3333335
2.760908603668213,4.7947258949279785,3.6666667
2.137573719024658,4.358585834503174,4.3333335
3.1328577995300293,4.827337265014648,5.0
3.4443604946136475,5.0,4.3333335
1.8552119731903076,4.345275163650513,3.0
2.07863712310791,4.3808512687683105,2.3333333
3.0002894401550293,4.708311557769775,4.0
1.7751569747924805,4.2652201652526855,3.0
1.7210681438446045,4.174253225326538,3.6666667
2.15409779548645,4.302233457565308,3.3333333
2.691218137741089,4.676069021224976,2.6666667
2.918057441711426,4.82668924331665,3.3333333
3.2036242485046387,5.0,4.3333335
2.5204365253448486,4.557406663894653,3.3333333
2.9818027019500732,4.6566150188446045,4.3333335
2.473327398300171,4.618792295455933,4.3333335
2.1263636350631714,4.419589638710022,4.3333335
2.98838472366333,4.947994709014893,4.0
2.979297637939453,4.687319755554199,4.0
2.4679365158081055,4.688948631286621,3.3333333
3.4547886848449707,5.0,5.0
2.878800630569458,4.9094398021698,3.0
3.073089122772217,5.0,3.3333333
3.390761375427246,4.993770599365234,3.6666667
1.0243496894836426,3.336087703704834,3.3333333
3.61153244972229,5.0,4.0
2.4289066791534424,4.5770423412323,3.6666667
3.4678640365600586,5.0,4.0
2.7041468620300293,4.796866416931152,4.0
3.550706148147583,5.0,4.0
3.488304376602173,5.0,4.6666665
2.1147974729537964,4.408023476600647,2.6666667
2.9929089546203613,4.901540756225586,4.3333335
3.389211654663086,4.984800338745117,4.6666665
3.429342031478882,5.0,4.3333335
3.01132869720459,4.877150058746338,5.0
3.3110084533691406,5.0,3.3333333
2.638929605484009,4.6758997440338135,4.3333335
3.284050464630127,4.893921375274658,4.0
3.24605131149292,4.848453998565674,4.6666665
1.8154246807098389,4.273161172866821,4.0
3.3586273193359375,4.921957015991211,3.6666667
2.7604434490203857,4.84674859046936,4.6666665
2.9405274391174316,4.849159240722656,3.3333333
2.883296489715576,4.794400215148926,4.0
2.9872355461120605,4.743579864501953,3.3333333
1.9994943141937256,4.3862574100494385,3.3333333
3.477891445159912,5.0,3.0
2.649616003036499,4.683433294296265,3.3333333
2.326876401901245,4.525238752365112,2.6666667
2.7227063179016113,4.753345489501953,2.6666667
3.159626007080078,5.0,3.6666667
1.882563829421997,4.3403003215789795,3.0
2.481027603149414,4.567332744598389,3.3333333
3.100029230117798,4.724279165267944,4.6666665
3.5147864818573,5.0,3.6666667
3.5033063888549805,5.0,4.6666665
2.236426830291748,4.3845624923706055,3.3333333
3.4910387992858887,5.0,4.0
2.9702417850494385,4.678263902664185,4.0
3.3480491638183594,4.959062576293945,4.3333335
3.249357223510742,4.859228134155273,4.3333335
1.3878662586212158,3.6996042728424072,3.6666667
2.113070487976074,4.415284633636475,1.6666666
3.4073688983917236,5.0,3.6666667
2.7140371799468994,4.701290845870972,3.0
2.916049003601074,4.834423542022705,3.3333333
2.278385639190674,4.399304389953613,3.0
1.3915045261383057,3.703242540359497,2.0
1.494823932647705,3.881587028503418,2.6666667
2.9900875091552734,4.860464572906494,4.3333335
2.566138505935669,4.596777677536011,3.6666667
1.8963844776153564,4.354120969772339,3.0
3.2293167114257812,5.0,4.6666665
2.716458559036255,4.713907480239868,3.6666667
2.0983312129974365,4.350456953048706,2.6666667
2.8333394527435303,4.757591962814331,4.0
2.7183258533477783,4.74896502494812,4.0
1.3833503723144531,3.6950883865356445,2.6666667
3.0208396911621094,5.0,4.3333335
3.797400951385498,5.0,4.0
3.2169313430786133,4.9800262451171875,4.3333335
3.443087339401245,5.0,5.0
2.901115655899048,4.9349329471588135,3.3333333
3.4222500324249268,5.0,4.6666665
3.2203617095947266,4.8227643966674805,3.6666667
2.5739665031433105,4.747824668884277,4.0
2.781183958053589,4.778632879257202,3.6666667
2.1125030517578125,4.364628791809082,2.3333333
2.9509637355804443,4.65898585319519,4.0
2.6139907836914062,4.629404067993164,4.3333335
3.5234174728393555,5.0,2.3333333
3.166929006576538,4.822779417037964,4.0
3.296403408050537,4.896275043487549,4.6666665
3.4138002395629883,5.0,4.6666665
3.1034462451934814,5.0,5.0
3.314420223236084,4.914291858673096,5.0
1.9610965251922607,4.451159715652466,2.3333333
2.7260448932647705,4.812350034713745,4.6666665
2.287997245788574,4.436132907867432,4.0
2.6986570358276367,4.7140703201293945,3.6666667
2.769366979598999,4.7799694538116455,3.6666667
2.152726888656616,4.375450372695923,4.0
1.8254917860031128,4.628592610359192,3.3333333
2.445385456085205,4.53169059753418,3.6666667
2.717723846435547,4.754693984985352,4.0
3.4342122077941895,5.0,4.6666665
3.037539005279541,4.961791515350342,4.0
2.9317715167999268,4.735370397567749,3.6666667
2.6653952598571777,4.699212551116943,4.0
3.849942445755005,5.0,4.3333335
3.104506492614746,5.0,4.3333335
3.406754970550537,5.0,5.0
2.917750120162964,4.842002630233765,4.0
3.4906532764434814,5.0,4.6666665
3.4263439178466797,5.0,4.6666665
3.3545615673065186,4.948260545730591,4.0
3.338613510131836,4.934202194213867,4.6666665
2.4901790618896484,4.638314723968506,3.3333333
3.102445602416992,5.0,4.3333335
1.551748514175415,4.004933595657349,2.3333333
2.3883538246154785,4.481073379516602,2.3333333
2.914569616317749,4.8003270626068115,3.6666667
3.3714470863342285,4.96703577041626,4.0
3.3239307403564453,4.923702239990234,5.0
3.4362292289733887,4.999558925628662,4.3333335
1.8415589332580566,4.299295425415039,2.3333333
3.458922863006592,5.0,4.0
3.27925443649292,4.879126071929932,5.0
3.8931093215942383,5.0,4.3333335
3.1809661388397217,4.984565019607544,4.3333335
2.985501289367676,4.888906955718994,4.0
2.5493242740631104,4.642043828964233,3.6666667
3.354489803314209,4.954361438751221,4.6666665
2.825403928756714,4.946322679519653,4.3333335
2.692514657974243,4.726331949234009,2.6666667
2.1098997592926025,4.269798517227173,3.6666667
3.459986686706543,5.0,4.3333335
2.803858757019043,4.837676048278809,4.0
2.22086501121521,4.463746786117554,3.6666667
3.05930233001709,4.980398178100586,4.3333335
2.8812358379364014,4.747057199478149,2.6666667
2.855098247528076,4.779350757598877,2.3333333
1.0308151245117188,3.34255313873291,2.0
3.014059543609619,4.879880905151367,4.6666665
3.6016476154327393,5.0,5.0
3.268087863922119,4.870490550994873,3.6666667
2.290654182434082,4.403162956237793,4.3333335
1.8672752380371094,4.325011730194092,3.6666667
2.6864521503448486,4.720269441604614,4.6666665
1.457383155822754,3.841604709625244,3.6666667
2.986255645751953,5.0,3.3333333
3.5298638343811035,5.0,4.6666665
2.8970277309417725,4.7628490924835205,3.3333333
3.186051607131958,4.942395925521851,4.0
3.488304376602173,5.0,4.3333335
2.6617493629455566,4.725742340087891,5.0
2.505969285964966,4.5397865772247314,4.6666665
2.1481852531433105,4.346547603607178,3.6666667
3.4572460651397705,5.0,5.0
2.6068036556243896,4.6222169399261475,3.3333333
2.9789931774139404,4.6870152950286865,5.0
2.2237539291381836,4.430438995361328,4.3333335
2.472012996673584,4.592931747436523,4.6666665
1.4703853130340576,3.854606866836548,4.0
1.818937063217163,4.2766735553741455,3.0
3.0200915336608887,4.690440654754639,4.0
2.554161787033081,4.591131925582886,3.6666667
2.462911367416382,4.5492165088653564,3.0
3.5093164443969727,5.0,4.3333335
2.9974770545959473,4.921729564666748,3.3333333
2.8422672748565674,4.857680559158325,4.0
2.665193796157837,4.66264271736145,4.0
2.960963487625122,4.906293630599976,3.6666667
1.0,2.8936548233032227,1.6666666
3.313218116760254,4.913089752197266,3.6666667
1.6414363384246826,4.025657892227173,1.6666666
3.687408208847046,5.0,4.6666665
3.3363890647888184,4.93626070022583,4.6666665
3.1461541652679443,4.75716757774353,4.0
2.114434003829956,4.416532278060913,3.0
2.9574666023254395,4.6654887199401855,4.0
2.9730687141418457,4.88170051574707,3.6666667
2.7646067142486572,4.72421669960022,4.6666665
2.5106253623962402,4.596930503845215,4.6666665
3.06412410736084,4.847214698791504,4.3333335
3.5480051040649414,5.0,4.6666665
1.9081308841705322,4.398194074630737,3.3333333
2.7898144721984863,4.876119613647461,3.3333333
1.8890106678009033,4.379073858261108,2.6666667
2.172868490219116,4.328172445297241,3.6666667
3.475166082382202,5.0,4.3333335
3.543264150619507,5.0,4.3333335
1.540189504623413,3.8519275188446045,3.0
2.2553727626800537,4.408172369003296,4.0
2.9376704692840576,4.889262914657593,3.6666667
1.8445065021514893,4.302242994308472,3.0
2.127763509750366,4.350486993789673,2.3333333
3.433462619781494,5.0,5.0
2.9994194507598877,4.908051252365112,4.3333335
1.687697410583496,4.1454339027404785,3.0
3.5533699989318848,5.0,4.0
3.623983860015869,5.0,4.6666665
2.8093361854553223,4.733588695526123,4.0
3.567047595977783,5.0,4.6666665
2.3592593669891357,4.557621717453003,2.6666667
3.4966468811035156,5.0,4.6666665
2.600130558013916,4.678316593170166,4.6666665
2.906377077102661,4.824751615524292,4.0
2.6321520805358887,4.7446608543396,3.6666667
2.9573142528533936,4.6276633739471436,2.3333333
2.351567268371582,4.444286823272705,3.6666667
2.7204878330230713,4.665817975997925,4.3333335
3.493920087814331,5.0,4.0
2.441030263900757,4.5864951610565186,3.6666667
2.925276517868042,4.849529027938843,4.6666665
3.412506103515625,4.9499921798706055,4.0
3.3403749465942383,4.94024658203125,5.0
3.085895538330078,4.755762100219727,4.0
3.6896092891693115,5.0,4.0
3.497331142425537,5.0,4.0
3.5012731552124023,5.0,4.6666665
3.1201865673065186,4.776036977767944,4.3333335
2.8634138107299805,4.772045612335205,3.6666667
2.4590442180633545,4.604509115219116,4.0
1.8292548656463623,4.282439947128296,2.0
3.0058491230010986,4.926944971084595,4.3333335
2.5538551807403564,4.633096933364868,3.3333333
3.065796375274658,4.721646785736084,4.3333335
2.861931085586548,4.7705628871917725,4.3333335
2.3515743017196655,4.644800305366516,4.3333335
3.221285104751587,5.0,3.3333333
3.551316499710083,5.0,4.6666665
2.9810802936553955,5.0,5.0
1.602391004562378,4.0555760860443115,3.0
2.1706513166427612,4.463877320289612,4.0
2.289358139038086,4.434823036193848,3.6666667
2.1029082536697388,4.394374251365662,4.0
2.5064942836761475,4.543464422225952,4.3333335
2.9478445053100586,4.66100549697876,4.3333335
1.4288976192474365,3.740635633468628,2.0
2.364932060241699,4.485850811004639,4.0
3.4073028564453125,4.970632553100586,4.3333335
3.118859052658081,5.0,4.0
3.5878055095672607,5.0,4.6666665
3.401338577270508,4.938824653625488,5.0
3.168794870376587,5.0,4.0
3.11720871925354,4.880303621292114,4.0
2.9801039695739746,4.901199817657471,2.0
2.4609806537628174,4.573489427566528,3.6666667
3.0697057247161865,4.988080263137817,3.3333333
3.0467095375061035,5.0,3.6666667
2.9740540981292725,4.6820762157440186,4.0
3.413621664047241,5.0,4.6666665
2.801654100418091,4.799103021621704,4.0
1.8221287727355957,4.311123847961426,3.3333333
1.99406099319458,4.37828254699707,1.0
3.434396266937256,5.0,3.6666667
3.5451204776763916,5.0,3.0
3.185337781906128,4.809587717056274,4.3333335
3.09698224067688,4.967359304428101,4.0
2.994656801223755,4.992105722427368,3.3333333
2.1580729484558105,4.2705817222595215,4.3333335
1.379136323928833,3.6908743381500244,3.6666667
2.5593814849853516,4.6233744621276855,3.0
2.708041191101074,4.738680362701416,4.0
3.4791259765625,5.0,4.0
3.0739238262176514,4.725528955459595,4.0
3.4938273429870605,5.0,4.3333335
1.8490326404571533,4.306769132614136,4.3333335
1.0,3.285898208618164,2.3333333
1.4794697761535645,3.791207790374756,1.6666666
3.371126174926758,4.966714859008789,4.3333335
3.3132805824279785,5.0,4.6666665
3.355638027191162,4.951226711273193,4.3333335
3.0485758781433105,4.972828388214111,4.0
3.4253509044647217,5.0,4.0
1.6016871929168701,3.9134252071380615,3.3333333
3.2962288856506348,4.896000385284424,4.3333335
2.59718656539917,4.634156703948975,3.6666667
3.0895817279815674,4.809918642044067,3.6666667
3.889298915863037,5.0,4.6666665
2.1742711067199707,4.420320510864258,4.0
1.9806509017944336,4.469645977020264,2.0
2.0852181911468506,4.455640077590942,3.3333333
3.052534818649292,4.770897150039673,4.0
3.2422144412994385,4.936693906784058,4.0
2.6176648139953613,4.628267288208008,4.6666665
3.468513011932373,5.0,4.3333335
3.1195476055145264,4.789896726608276,4.3333335
3.336275100708008,4.931863784790039,4.3333335
2.349637031555176,4.4951019287109375,3.6666667
2.9745137691497803,4.757604360580444,3.6666667
2.8879661560058594,4.808349132537842,3.6666667
2.3206863403320312,4.466151237487793,4.0
3.10772967338562,4.973551034927368,2.6666667
3.013062000274658,4.761651992797852,3.6666667
2.142336368560791,4.340698719024658,3.6666667
3.0020360946655273,4.722373008728027,4.3333335
3.3525686264038086,4.9549713134765625,4.0
1.9814143180847168,4.471477508544922,4.3333335
2.9785125255584717,4.899608373641968,3.3333333
2.9292750358581543,4.745944976806641,3.0
1.8616065979003906,4.350601673126221,2.6666667
3.1099188327789307,4.830255746841431,4.0
3.2293167114257812,5.0,4.6666665
2.858229875564575,4.8556787967681885,2.6666667
2.5821871757507324,4.646180152893066,2.0
3.5321693420410156,5.0,4.6666665
2.9019734859466553,4.826225996017456,3.6666667
3.0801608562469482,4.8837597370147705,4.6666665
2.335217237472534,4.483352899551392,4.3333335
3.580049991607666,5.0,4.0
1.8786351680755615,4.336371660232544,3.0
3.2051029205322266,4.814973831176758,4.3333335
3.3598806858062744,4.953579664230347,3.3333333
3.6896092891693115,5.0,4.0
3.012451410293579,4.668301820755005,5.0
2.9788544178009033,4.903106927871704,4.6666665
2.0127222537994385,4.5027854442596436,2.6666667
3.017977237701416,5.0,3.6666667
3.1565253734588623,4.874887704849243,3.6666667
3.06073260307312,4.817076921463013,3.6666667
3.30696964263916,4.906841278076172,4.6666665
2.4762468338012695,4.568966388702393,4.0
2.350308656692505,4.462817430496216,3.3333333
3.2018141746520996,4.876626491546631,4.6666665
3.8244576454162598,5.0,4.3333335
3.191525936126709,4.80139684677124,4.3333335
2.516688108444214,4.594874143600464,3.3333333
2.9125847816467285,4.836837291717529,4.0
2.8570892810821533,4.890906572341919,4.3333335
3.2653675079345703,4.921217918395996,3.3333333
2.023865222930908,4.326079368591309,2.0
2.9308664798736572,4.7434327602386475,3.6666667
3.4979686737060547,5.0,4.3333335
2.4651618003845215,4.5578813552856445,4.6666665
2.4272541999816895,4.625616550445557,2.3333333
3.363093852996826,4.962865352630615,4.3333335
1.4571411609649658,3.9103262424468994,2.0
1.5228722095489502,3.9806087017059326,2.3333333
1.8883492946624756,4.434844732284546,2.6666667
2.310577869415283,4.456042766571045,3.6666667
2.3340113162994385,4.482146978378296,4.3333335
2.88716983795166,4.795801639556885,5.0
2.995119571685791,4.913494110107422,3.6666667
2.505598545074463,4.569591522216797,3.3333333
3.2913122177124023,4.891083717346191,4.0
3.5925352573394775,5.0,4.3333335
2.196350336074829,4.370208501815796,3.3333333
1.7867486476898193,4.244485139846802,3.6666667
1.8240270614624023,4.281763553619385,4.0
2.7047436237335205,4.702192544937134,4.3333335
2.2711799144744873,4.36389946937561,4.0
2.141936421394348,4.433402419090271,3.3333333
3.3966786861419678,4.990365266799927,4.6666665
3.3688149452209473,4.979828357696533,5.0
2.1238789558410645,4.322241306304932,3.3333333
2.289125680923462,4.437261343002319,4.0
3.2949867248535156,4.904857635498047,4.0
2.4276609420776367,4.611776351928711,2.6666667
3.2010481357574463,4.895527601242065,3.6666667
2.8492822647094727,4.834133148193359,4.3333335
2.596874475479126,4.709383249282837,3.3333333
3.2954225540161133,4.8910112380981445,4.0
2.0173683166503906,4.401589870452881,4.0
