1,2,3,4,5,human
-11.107335090637207,-11.512925464970229,-8.279953956604004,-5.214478492736816,-0.006144324317574501,5
-11.044777870178223,-9.46739673614502,-4.854302406311035,-1.125136375427246,-0.4048967957496643,5
-4.533545970916748,-1.1860766410827637,-1.1555685997009277,-1.0610766410827637,-3.804378032684326,1
-10.744762420654297,-9.2283935546875,-5.834046840667725,-3.2001185417175293,-0.04535633698105812,5
-0.28666314482688904,-1.581304669380188,-3.149759292602539,-8.233091354370117,-9.557496070861816,1
-1.913110375404358,-0.3506104052066803,-1.9428707361221313,-5.5589423179626465,-7.820847988128662,2
-11.512925464970229,-11.512925464970229,-7.643707275390625,-5.259033203125,-0.00605593528598547,5
-3.773747682571411,-1.377915620803833,-0.3436901867389679,-4.279700756072998,-6.541606426239014,5
-1.113389492034912,-0.5330328941345215,-2.4973177909851074,-6.321723461151123,-8.777080535888672,2
-3.508370876312256,-1.0530143976211548,-0.4875389337539673,-5.011346340179443,-9.297061920166016,5
-11.051512718200684,-10.991989135742188,-6.334249973297119,-2.7330594062805176,-0.06936894357204437,5
-11.334441184997559,-11.512925464970229,-7.8671793937683105,-3.730273723602295,-0.02491714246571064,5
-9.816756248474121,-7.004255294799805,-3.1500892639160156,-0.12851323187351227,-2.569732666015625,2
-1.544529914855957,-0.5623884201049805,-1.5891733169555664,-4.520720481872559,-6.678460121154785,2
-5.684672832489014,-2.157886028289795,-0.2203880250453949,-2.5641379356384277,-6.5031256675720215,1
-7.555488109588623,-3.269774913787842,-0.18793052434921265,-2.0316805839538574,-6.498940944671631,2
-1.8003826141357422,-0.3569297790527344,-2.083120346069336,-4.617347717285156,-8.467048645019531,2
-11.512925464970229,-11.512925464970229,-8.804254531860352,-4.6971116065979,-0.009611520916223526,5
-11.512925464970229,-11.512925464970229,-8.211801528930664,-4.461801528930664,-0.012395722791552544,5
-2.9069607257843018,-1.0319607257843018,-0.6896983981132507,-2.5646984577178955,-4.633151054382324,2
-0.40596526861190796,-1.1797747611999512,-3.664895534515381,-7.861323833465576,-9.632156372070312,1
-9.798102378845215,-7.96774435043335,-4.15822172164917,-2.060006618499756,-0.15524429082870483,5
-11.288087844848633,-11.512925464970229,-8.371419906616211,-4.889276504516602,-0.008323621936142445,5
-11.318253517150879,-11.340575218200684,-6.0325398445129395,-3.014681339263916,-0.05337200313806534,5
-9.324548721313477,-6.556692123413086,-3.416810989379883,-0.1697884052991867,-2.1072864532470703,3
-10.742066383361816,-10.07242488861084,-6.992066860198975,-3.2123043537139893,-0.042661044746637344,4
-10.269203186035156,-10.209678649902344,-7.069797039031982,-3.5281310081481934,-0.031106486916542053,5
-9.842023849487305,-9.144851684570312,-4.9417266845703125,-1.9104746580123901,-0.16940294206142426,4
-1.938875436782837,-0.8079226016998291,-1.1650660037994385,-2.4239962100982666,-4.662090301513672,3
-1.0012664794921875,-0.5250758528709412,-3.233409881591797,-6.773590087890625,-9.4238862991333,1
-10.971813201904297,-10.272408485412598,-4.235951900482178,-0.6422017812728882,-0.7783616781234741,4
-2.89239501953125,-0.511442244052887,-1.106679916381836,-4.365610122680664,-7.252513885498047,1
-11.009281158447266,-8.849311828613281,-5.30987548828125,-1.1930617094039917,-0.36939987540245056,5
-11.353885650634766,-11.24971866607666,-7.559242248535156,-3.571146011352539,-0.02947995439171791,5
-10.634149551391602,-9.160934448242188,-5.083553791046143,-2.8216500282287598,-0.06867257505655289,5
-6.956984996795654,-3.8617472648620605,-0.5968679785728455,-1.1534132957458496,-2.1950812339782715,5
-10.367511749267578,-9.787155151367188,-5.248462677001953,-1.4389400482177734,-0.2782249450683594,5
-0.2623392939567566,-1.5421016216278076,-4.1313862800598145,-7.492250919342041,-9.63733959197998,1
-9.652101516723633,-8.044958114624023,-4.369361877441406,-0.5866260528564453,-0.8425769805908203,1
