1,2,3,4,5,fluency
-2.293097496032715,-0.12047861516475677,-4.599644660949707,-10.25440788269043,-11.512925464970229,3.0
-6.120712757110596,-0.361784428358078,-1.2248806953430176,-5.480831623077393,-9.186189651489258,5.0
-6.977843284606934,-1.070105791091919,-0.45998692512512207,-3.867724657058716,-7.602843284606934,5.0
-5.350234031677246,-0.5585662722587585,-0.9008285403251648,-4.32344913482666,-7.522852897644043,5.0
-6.664841175079346,-0.5785318613052368,-0.8463884592056274,-5.2957940101623535,-8.971390724182129,3.3333333333333335
-6.792256832122803,-0.452971875667572,-1.0333285331726074,-5.646424770355225,-9.36666202545166,5.0
-7.0052876472473145,-0.4874289631843567,-0.9785006642341614,-5.160049915313721,-8.671953201293945,5.0
-3.5093345642089844,-0.08671380579471588,-3.0033817291259766,-8.434928894042969,-11.512925464970229,5.0
-5.932030200958252,-2.405245304107666,-0.7534583806991577,-1.0659583806991577,-2.4350056648254395,5.0
-7.1028666496276855,-0.7635796666145325,-0.6594136357307434,-4.439176082611084,-8.233819007873535,5.0
-6.761233329772949,-0.674923837184906,-0.7344464659690857,-5.0201616287231445,-8.993376731872559,4.666666666666667
-7.415386199951172,-1.1951487064361572,-0.4213392734527588,-3.338005304336548,-6.998720169067383,4.333333333333333
-10.10393238067627,-6.837562084197998,-2.4923243522644043,-0.18577726185321808,-2.4923243522644043,5.0
-6.062969207763672,-0.3933255970478058,-1.1522538661956787,-5.512372970581055,-9.262372970581055,4.666666666666667
-5.351099967956543,-0.12788696587085724,-2.196337938308716,-7.315386772155762,-10.202291488647461,5.0
-3.2212231159210205,-0.08134201169013977,-3.3402721881866455,-8.742056846618652,-11.512925464970229,5.0
-4.5203657150268555,-0.11560342460870743,-2.362626075744629,-7.451912879943848,-11.512925464970229,3.0
-7.5284504890441895,-2.0969033241271973,-0.3260694742202759,-1.9183317422866821,-5.608808994293213,5.0
-8.56708812713623,-3.299229621887207,-0.45696741342544556,-1.1414918899536133,-5.099825859069824,5.0
-6.815520763397217,-1.0268299579620361,-0.49111682176589966,-3.720282793045044,-7.440520763397217,5.0
