1,2,3,4,5,relevance
-11.512925464970229,-5.327707290649414,-2.610443353652954,-0.1245824545621872,-3.3842527866363525,4.0
-5.86525297164917,-0.9366832375526428,-0.9545379281044006,-1.546058177947998,-6.549777507781982,3.6666666666666665
-1.9191845655441284,-0.2212703973054886,-3.0203750133514404,-7.174395561218262,-9.820971488952637,3.3333333333333335
-0.3443029820919037,-1.2639483213424683,-5.790733337402344,-11.512925464970229,-11.512925464970229,1.3333333333333333
-0.06150004640221596,-2.914924144744873,-6.78769063949585,-11.512925464970229,-11.512925464970229,1.6666666666666667
-7.72890567779541,-2.817448616027832,-1.508668065071106,-0.3486987054347992,-4.886643409729004,3.6666666666666665
-11.512925464970229,-5.702169418334961,-2.203655242919922,-0.1552942991256714,-3.661989212036133,4.0
-11.512925464970229,-5.922266960144043,-2.3991994857788086,-0.14101697504520416,-3.4557485580444336,4.333333333333333
-9.247299194335938,-3.7949202060699463,-1.5389654636383057,-0.2949201464653015,-4.217536926269531,3.6666666666666665
-7.844446182250977,-2.290132522583008,-1.118255615234375,-0.5870075821876526,-4.496232986450195,3.6666666666666665
-11.512925464970229,-8.291707992553711,-3.5625405311584473,-0.07295835763216019,-3.2798027992248535,4.333333333333333
-11.512925464970229,-7.155468463897705,-2.5431160926818848,-0.12421844899654388,-3.4657349586486816,4.333333333333333
-11.512925464970229,-8.184101104736328,-3.315796375274658,-0.07472649961709976,-3.4646058082580566,4.666666666666667
-8.03618049621582,-2.2058234214782715,-1.071893334388733,-0.627698540687561,-4.717727184295654,3.6666666666666665
-11.512925464970229,-7.9472126960754395,-2.0565879344940186,-0.18158788979053497,-3.462092161178589,4.666666666666667
-0.6263494491577148,-1.009535789489746,-2.337660789489746,-6.493910789489746,-7.307896614074707,4.666666666666667
-0.3749609589576721,-1.2306184768676758,-4.043118476867676,-9.433743476867676,-11.512925464970229,3.6666666666666665
-0.0820595994591713,-2.7360799312591553,-5.798579692840576,-11.512925464970229,-11.512925464970229,3.0
-0.0649152398109436,-2.996464252471924,-5.652714252471924,-11.512925464970229,-11.512925464970229,1.6666666666666667
-2.705033540725708,-0.2816726565361023,-1.766047716140747,-5.547297477722168,-8.285391807556152,3.3333333333333335
-3.5888478755950928,-0.4266468584537506,-1.1766468286514282,-4.879771709442139,-7.904323101043701,3.3333333333333335
-5.380053997039795,-0.7639841437339783,-0.6702341437339783,-4.373359203338623,-9.085410118103027,4.333333333333333
-4.5921735763549805,-0.41360369324684143,-1.132353663444519,-5.819853782653809,-11.512925464970229,4.333333333333333
-11.512925464970229,-5.847476005554199,-0.9881011247634888,-0.48810115456581116,-5.029021263122559,4.333333333333333
-8.11434555053711,-2.773573160171509,-0.289198100566864,-1.6954481601715088,-6.670892715454102,4.333333333333333
-11.512925464970229,-4.757593154907227,-0.7419679164886475,-0.6950929164886475,-4.558187484741211,4.0
-11.512925464970229,-6.2073259353637695,-1.394826054573059,-0.31670108437538147,-4.074139595031738,4.333333333333333
-5.277807235717773,-0.9065285921096802,-0.5627785921096802,-4.062778472900391,-8.655782699584961,4.333333333333333
-11.512925464970229,-5.306239128112793,-1.228114366531372,-0.38436436653137207,-4.052517890930176,4.0
-1.5559580326080322,-0.2948000431060791,-3.201050043106079,-8.5760498046875,-11.512925464970229,4.333333333333333
-0.6781139969825745,-0.7763310074806213,-3.5419559478759766,-8.651330947875977,-9.695972442626953,3.3333333333333335
-0.858113169670105,-0.6006745100021362,-3.897549629211426,-9.178799629211426,-11.512925464970229,2.6666666666666665
-0.053257059305906296,-3.2095088958740234,-5.475133895874023,-11.512925464970229,-11.512925464970229,1.0
-3.140604019165039,-0.209802508354187,-1.959802508354187,-6.162927627563477,-9.95608139038086,3.0
-3.471165657043457,-0.31194204092025757,-1.4838171005249023,-4.999442100524902,-8.47116756439209,3.0
-2.554318428039551,-0.15625464916229248,-2.765629768371582,-7.750004768371582,-11.512925464970229,3.3333333333333335
-0.08048104494810104,-2.7218518257141113,-5.237476825714111,-11.512925464970229,-11.512925464970229,2.0
-0.1808350533246994,-1.9204208850860596,-4.279796123504639,-8.99854564666748,-11.512925464970229,3.0
