1,2,3,4,5,fluency
-5.4697465896606445,-0.7822464108467102,-0.6631973385810852,-3.9816501140594482,-6.898318290710449,4.666666666666667
-2.410557985305786,-0.20817884802818298,-2.3659164905548096,-6.4135355949401855,-7.916511058807373,4.666666666666667
-2.1891088485717773,-0.8498221635818481,-1.1027995347976685,-2.799227714538574,-2.7248220443725586,4.333333333333333
-5.81968355178833,-0.9387307167053223,-0.5667080879211426,-3.334564685821533,-7.7988505363464355,4.666666666666667
-3.479937791824341,-0.5335094928741455,-1.098984956741333,-3.21208119392395,-5.027556419372559,2.6666666666666665
-11.512925464970229,-7.539191246032715,-2.8516902923583984,-0.3814524710178375,-1.3635958433151245,4.333333333333333
-9.21284294128418,-4.294687271118164,-0.5298063158988953,-0.9911157488822937,-3.7292120456695557,4.333333333333333
-6.892898082733154,-1.074445366859436,-0.44944533705711365,-4.139922618865967,-8.113136291503906,4.666666666666667
-10.094624519348145,-6.218135356903076,-1.9026598930358887,-0.38480144739151,-1.7984919548034668,4.666666666666667
-10.432923316955566,-6.839173316955566,-2.4790544509887695,-0.49988657236099243,-1.1844110488891602,4.666666666666667
-11.512925464970229,-7.975039958953857,-3.3619444370269775,-0.5940859913825989,-0.8917048573493958,4.666666666666667
-9.196372985839844,-4.598158359527588,-1.0862525701522827,-0.47613370418548584,-3.586254596710205,4.666666666666667
-9.091511726379395,-3.5781192779541016,-0.34895145893096924,-1.3459759950637817,-5.646570205688477,4.333333333333333
-5.4454569816589355,-0.23712295293807983,-1.5912890434265137,-6.978194713592529,-10.832361221313477,3.6666666666666665
-5.229246139526367,-0.36317431926727295,-1.2262705564498901,-5.943532943725586,-9.09829330444336,4.666666666666667
-0.43130287528038025,-1.0711840391159058,-5.208089828491211,-10.520589828491211,-11.512925464970229,4.0
-2.6770567893981934,-0.3556285798549652,-1.5163418054580688,-5.013366222381592,-6.322890758514404,4.333333333333333
-0.5793675780296326,-0.8323449492454529,-5.996035575866699,-11.512925464970229,-11.512925464970229,4.333333333333333
-2.569383382797241,-0.09914571046829224,-4.17652702331543,-10.091706275939941,-11.512925464970229,3.6666666666666665
-4.924096584320068,-0.8169550895690918,-0.7425494194030762,-2.7365965843200684,-4.894336223602295,4.0
-5.691450595855713,-0.8997846841812134,-0.5872846841812134,-3.4890694618225098,-6.5991902351379395,4.333333333333333
-2.4300029277801514,-0.10857457667589188,-4.379406452178955,-10.212740898132324,-11.512925464970229,4.333333333333333
-5.136454105377197,-0.21085792779922485,-1.7138352394104004,-6.431095600128174,-9.76443099975586,3.6666666666666665
-7.920523166656494,-1.878857135772705,-0.22707031667232513,-3.0842137336730957,-7.250879764556885,4.666666666666667
-6.162675380706787,-0.4483884572982788,-1.0436261892318726,-5.55255651473999,-9.004937171936035,4.666666666666667
-6.201598167419434,-0.3980266749858856,-1.1420738697052002,-5.60636043548584,-9.014098167419434,4.666666666666667
-5.753297805786133,-0.27710703015327454,-1.4527013301849365,-6.378297805786133,-9.205678939819336,4.666666666666667
-3.501781463623047,-0.1089249774813652,-2.653566360473633,-8.323209762573242,-10.74880599975586,4.666666666666667
-6.221302032470703,-0.6111834049224854,-0.8046343326568604,-5.2689208984375,-9.212373733520508,4.0
-0.06667077541351318,-2.7750048637390137,-7.402980327606201,-11.512925464970229,-11.512925464970229,3.6666666666666665
-0.8424601554870605,-0.5746035575866699,-5.410912990570068,-10.842460632324219,-11.512925464970229,4.333333333333333
-1.285966396331787,-0.3335852324962616,-5.36334753036499,-11.512925464970229,-11.512925464970229,4.333333333333333
-0.093098483979702,-2.44429087638855,-7.6079816818237305,-11.512925464970229,-11.512925464970229,2.3333333333333335
-8.413783073425293,-3.8899736404418945,-0.7352114319801331,-0.7798548340797424,-3.2500925064086914,4.333333333333333
-5.713489055633545,-2.15693998336792,-0.5944399833679199,-1.338487148284912,-2.7521777153015137,4.0
-4.1259379386901855,-0.0634380355477333,-3.143794536590576,-9.780699729919434,-11.512925464970229,4.333333333333333
-9.457403182983398,-6.622580528259277,-3.363652229309082,-1.6821050643920898,-0.25353339314460754,4.666666666666667
-10.519864082336426,-8.205875396728516,-4.426113128662109,-2.0451600551605225,-0.1552789956331253,4.666666666666667
-8.328153610229492,-4.5260701179504395,-1.1629738807678223,-0.6570228934288025,-1.862379550933838,4.333333333333333
-8.019728660583496,-3.6596102714538574,-0.9661573171615601,-0.5643724203109741,-3.838181972503662,4.666666666666667
-6.806481838226318,-2.610053539276123,-0.6011251211166382,-1.196362853050232,-2.6398158073425293,4.666666666666667
-4.831130027770996,-0.24779625236988068,-1.572200059890747,-6.601962089538574,-9.280534744262695,4.666666666666667
-4.967039108276367,-0.10096734017133713,-2.452157974243164,-7.467039108276367,-10.91942024230957,3.6666666666666665
-4.144093036651611,-1.7036173343658447,-0.7214739918708801,-1.6440927982330322,-2.120283365249634,4.0
-2.8890299797058105,-0.6866488456726074,-1.05867338180542,-3.037839412689209,-3.1271262168884277,4.333333333333333
-5.213356018066406,-1.5377614498138428,-0.5407369136810303,-1.7014520168304443,-4.454427719116211,3.3333333333333335
-4.247985363006592,-0.6170327067375183,-0.9592949748039246,-2.893819570541382,-5.215247631072998,3.3333333333333335
-11.512925464970229,-10.748273849487305,-6.894106864929199,-4.2155351638793945,-0.01910686306655407,4.666666666666667
-11.512925464970229,-11.512925464970229,-7.140435218811035,-4.804123878479004,-0.012457887642085552,4.666666666666667
-9.294536590576172,-3.7737021446228027,-0.6040588617324829,-0.8570362329483032,-5.6189398765563965,4.666666666666667
-11.512925464970229,-10.290115356445312,-6.376424312591553,-3.4299962520599365,-0.03713773190975189,4.666666666666667
-11.512925464970229,-11.512925464970229,-7.1115217208862305,-4.685925483703613,-0.013306856155395508,4.333333333333333
-11.512925464970229,-10.820899963378906,-6.996494770050049,-4.34768533706665,-0.01732688955962658,4.666666666666667
-10.67216682434082,-7.844785690307617,-3.6111555099487305,-0.6052026152610779,-0.8581780791282654,4.333333333333333
-11.512925464970229,-11.512925464970229,-7.1115217208862305,-4.685925483703613,-0.013306856155395508,4.666666666666667
-11.512925464970229,-11.512925464970229,-6.905311107635498,-4.5541205406188965,-0.015430119819939137,4.666666666666667
-3.114501476287842,-0.09366744756698608,-3.159144878387451,-8.843668937683105,-11.512925464970229,4.666666666666667
-5.199470043182373,-0.5863757133483887,-0.8542323112487793,-4.6339945793151855,-7.550660610198975,4.666666666666667
-0.9370957612991333,-0.8180466890335083,-2.082927703857422,-4.493642807006836,-3.541261672973633,4.666666666666667
-0.25347381830215454,-1.533236026763916,-5.149307727813721,-10.238595008850098,-11.512925464970229,3.6666666666666665
-5.610076427459717,-3.452338695526123,-1.517816185951233,-1.7410293817520142,-0.5654350519180298,4.666666666666667
-9.064840316772461,-4.563351631164551,-1.155613899230957,-0.5454950332641602,-2.390732765197754,4.333333333333333
-9.120713233947754,-3.7040460109710693,-0.35583096742630005,-1.3230931758880615,-5.221902847290039,4.333333333333333
-3.9381043910980225,-0.06905714422464371,-3.1196515560150146,-8.41727066040039,-10.865188598632812,4.0
-4.053062915802002,-0.7494910955429077,-0.7197288274765015,-4.082825183868408,-6.419134616851807,4.0
-11.512925464970229,-8.71465015411377,-4.458697319030762,-1.4825067520141602,-0.2771483063697815,3.6666666666666665
-8.491052627563477,-4.413671016693115,-1.1696239709854126,-1.0654579401016235,-1.1100994348526,4.333333333333333
-7.4623284339904785,-4.248042583465576,-1.941495418548584,-1.3611369132995605,-0.5426860451698303,4.666666666666667
-9.564085960388184,-5.047715663909912,-1.1340252161026,-0.5239063501358032,-2.5774779319763184,4.666666666666667
-5.133907794952393,-1.1458117961883545,-0.5208117365837097,-2.648789167404175,-4.925573825836182,3.6666666666666665
-7.842824459075928,-2.6196091175079346,-0.4023488163948059,-1.3993713855743408,-4.792230129241943,4.0
-2.1005051136016846,-0.1511012613773346,-4.139195442199707,-9.555863380432129,-11.512925464970229,4.0
-2.4801697731018066,-0.26290759444236755,-1.9890981912612915,-5.099216938018799,-6.051598072052002,4.333333333333333
-2.365108013153076,-0.14784565567970276,-3.183560848236084,-8.15379810333252,-9.507965087890625,4.333333333333333
-11.512925464970229,-11.041295051574707,-7.172246932983398,-4.5234375,-0.014509052969515324,4.0
-8.637423515319824,-4.269863128662109,-1.3531968593597412,-0.519862949848175,-2.0377213954925537,4.666666666666667
-7.498487949371338,-2.066939115524292,-0.4895579218864441,-1.3824164867401123,-5.058010578155518,4.333333333333333
-7.121959686279297,-3.3273162841796875,-1.1844596862792969,-0.4701748490333557,-3.5356502532958984,4.666666666666667
-9.020463943481445,-4.608260154724121,-1.289809226989746,-0.47135642170906067,-2.435641288757324,4.333333333333333
-9.922372817993164,-5.807789325714111,-1.715526819229126,-0.3762419819831848,-2.0577890872955322,4.666666666666667
-8.604939460754395,-2.7120816707611084,-0.3608911335468292,-1.4620816707611084,-6.030534744262695,4.333333333333333
-6.555628776550293,-1.0943195819854736,-0.48420071601867676,-3.133010149002075,-7.121106147766113,4.333333333333333
-6.0767130851745605,-1.6570698022842407,-0.4517132043838501,-1.8505226373672485,-4.588616847991943,4.333333333333333
-4.601834774017334,-0.49469324946403503,-1.0155253410339355,-4.2595744132995605,-6.476836681365967,4.333333333333333
-1.6406114101409912,-0.2418019324541092,-3.9769208431243896,-9.587041854858398,-11.512925464970229,4.0
-0.95042484998703,-0.518875777721405,-4.120068073272705,-9.268877983093262,-10.563520431518555,4.333333333333333
-1.6208136081695557,-0.48986080288887024,-1.7845041751861572,-4.507717609405518,-4.864861011505127,4.333333333333333
-2.960721492767334,-0.26726865768432617,-1.7553648948669434,-4.984530925750732,-7.514293193817139,4.333333333333333
